candidate_id,previous_period,period,provider,provider_name,code_a,code_b,before_a,after_a,change_a,before_b,after_b,change_b,absolute_change_ratio,paired_net_change,target_code,target_change_share_national_pct,classification,disposition
RC001,2025-09,2025-10,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_100,X05,14084,7515,-6569,173,9376,9203,0.7137889818537434,2634,C_100,1.6779354930994934,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC002,2025-08,2025-09,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_100,X05,6709,2499,-4210,2066,6099,4033,0.957957244655582,-177,C_100,1.0692606608589643,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC003,2024-08,2024-09,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,C_100,X05,5181,1493,-3688,352,4072,3720,0.9913978494623656,32,C_100,0.8912410434866664,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC004,2025-09,2025-10,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_100,X05,2499,5245,2746,6099,3716,-2383,0.8678077203204662,363,C_100,0.7014173944361712,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC005,2024-01,2024-02,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_301,X05,0,2574,2574,2299,476,-1823,0.7082362082362083,751,C_301,0.6592393392239724,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC006,2024-01,2024-02,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_300,C_301,4242,70,-4172,0,2574,2574,0.6169702780441035,-1598,C_301,0.6592393392239724,"known RJL recoding, verified pattern",caveat; preserve reported codes
RC007,2024-02,2024-03,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,C_120,X05,12902,15916,3014,7774,2742,-5032,0.598966613672496,-2018,C_120,0.4714052223690693,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC008,2024-12,2025-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_300,C_400,616,10,-606,983,2027,1044,0.5804597701149425,438,C_400,0.4480975170075327,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC009,2025-05,2025-06,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_400,X04,3266,4211,945,1875,475,-1400,0.675,-455,C_400,0.4245569108430487,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC010,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,C_301,2862,1460,-1402,207,1178,971,0.6925820256776034,-431,C_100,0.3548289127353715,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC011,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,C_340,2862,1460,-1402,10,916,906,0.6462196861626248,-496,C_100,0.3548289127353715,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC012,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,X05,2862,1460,-1402,544,1321,777,0.5542082738944365,-625,C_100,0.3548289127353715,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC013,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,C_320,2862,1460,-1402,327,1255,928,0.6619115549215406,-474,C_100,0.3548289127353715,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC014,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_120,C_140,4590,2527,-2063,2023,4021,1998,0.9684924866698982,-65,C_120,0.3257694190471679,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC015,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_101,C_120,976,2038,1062,4590,2527,-2063,0.5147842947164324,-1001,C_120,0.3257694190471679,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC016,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_330,C_400,4771,3837,-934,401,1130,729,0.7805139186295503,-205,C_400,0.3107907044162975,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC017,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_340,C_400,1467,923,-544,401,1130,729,0.7462277091906722,185,C_400,0.3107907044162975,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC018,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_140,C_301,2023,4021,1998,4911,3756,-1155,0.5780780780780781,843,C_301,0.2940367813282825,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC019,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_301,C_400,4911,3756,-1155,401,1130,729,0.6311688311688312,-426,C_301,0.2940367813282825,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC020,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_101,C_301,976,2038,1062,4911,3756,-1155,0.9194805194805196,-93,C_301,0.2940367813282825,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC021,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,C_320,2021,3202,1181,1185,247,-938,0.79424216765453,243,C_100,0.2897164164458836,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC022,2025-11,2025-12,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,X05,7170,5011,-2159,0,2105,2105,0.9749884205650764,-54,C_110,0.255697833615205,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC023,2025-05,2025-06,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_120,C_301,2873,4408,1535,3535,2013,-1522,0.9915309446254073,13,C_120,0.2413825638445087,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC024,2024-06,2024-07,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,X06,11158,12118,960,1107,118,-989,0.9706774519716884,-29,C_320,0.2297398196542415,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC025,2024-05,2024-06,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_100,X05,564,1500,936,3784,3195,-589,0.6292735042735043,347,C_100,0.2208964241211343,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC026,2024-04,2024-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_100,X05,1421,564,-857,3323,3784,461,0.5379229871645275,-396,C_100,0.2024688441320654,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC027,2024-03,2024-04,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,X06,8706,9504,798,1298,580,-718,0.899749373433584,80,C_320,0.1945634391404099,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC028,2025-04,2025-05,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_301,X06,6138,5407,-731,1236,2252,1016,0.719488188976378,285,C_301,0.1939768979087114,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC029,2024-07,2024-08,NTX,THE ONE HEALTH GROUP PLC,C_110,C_150,2607,1105,-1502,0,1538,1538,0.976592977893368,36,C_110,0.1758876941849327,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC030,2024-08,2024-09,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,C_301,522,158,-364,913,1539,626,0.5814696485623003,262,C_301,0.1604095825507173,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC031,2024-08,2024-09,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_301,X02,913,1539,626,4568,4064,-504,0.805111821086262,122,C_301,0.1604095825507173,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC032,2024-03,2024-04,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,X06,8453,9492,1039,1298,580,-718,0.6910490856592878,321,C_120,0.1592962143001698,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC033,2024-03,2024-04,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,X06,9269,9859,590,1298,580,-718,0.8217270194986073,-128,C_301,0.1504457273413435,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC034,2024-01,2024-02,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_100,X04,4672,4041,-631,0,401,401,0.6354992076069731,-230,C_100,0.1495593805255199,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC035,2024-04,2024-05,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_100,C_110,0,626,626,981,335,-646,0.9690402476780186,-20,C_100,0.1478943948969346,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC036,2025-07,2025-08,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_400,X05,6643,6956,313,508,252,-256,0.8178913738019169,57,C_400,0.1428343258721792,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC037,2025-09,2025-10,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_140,C_400,1320,984,-336,433,745,312,0.9285714285714286,-24,C_400,0.1407974006633723,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC038,2025-09,2025-10,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_330,C_400,894,709,-185,433,745,312,0.592948717948718,127,C_400,0.1407974006633723,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC039,2025-09,2025-10,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_400,C_502,433,745,312,4729,4516,-213,0.6826923076923077,99,C_400,0.1407974006633723,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC040,2024-12,2025-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_130,C_300,2293,3088,795,616,10,-606,0.7622641509433963,189,C_130,0.1370944934574024,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC041,2024-01,2024-02,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_400,C_502,365,684,319,3721,3320,-401,0.7955112219451371,-82,C_400,0.1364647501711156,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC042,2024-05,2024-06,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,X04,3589,2693,-896,0,1404,1404,0.6381766381766382,508,C_120,0.1360798375546939,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC043,2026-01,2026-02,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,C_300,C_400,266,637,371,3121,2833,-288,0.7762803234501348,83,C_400,0.1348522945960752,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC044,2025-09,2025-10,RPA,MEDWAY NHS FOUNDATION TRUST,C_120,X06,7078,6252,-826,252,731,479,0.5799031476997578,-347,C_120,0.1345333841498174,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC045,2026-03,2026-04,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_100,X04,1148,646,-502,458,776,318,0.6334661354581673,-184,C_100,0.1314796966014332,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC046,2024-06,2024-07,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_100,C_110,500,0,-500,362,624,262,0.524,-238,C_100,0.1191097262620271,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC047,2024-01,2024-02,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,C_120,X04,4570,3823,-747,1780,2711,931,0.8023630504833512,184,C_120,0.1189736728940704,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC048,2024-03,2024-04,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,X04,2866,3637,771,1360,0,-1360,0.5669117647058823,-589,C_120,0.1182072966558527,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC049,2024-10,2024-11,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,X06,9663,9201,-462,167,460,293,0.6341991341991342,-169,C_301,0.117614712531313,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC050,2025-06,2025-07,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,C_301,X04,4351,3919,-432,818,1526,708,0.6101694915254238,276,C_301,0.1152331871579014,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC051,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_301,X06,678,225,-453,1245,1529,284,0.6269315673289183,-169,C_301,0.1149162861491628,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC052,2024-12,2025-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_110,C_300,6105,7072,967,616,10,-606,0.6266804550155118,361,C_110,0.1140379945823107,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC053,2024-02,2024-03,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,4133,5055,922,833,26,-807,0.8752711496746204,115,C_110,0.1103598184928104,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC054,2026-01,2026-02,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,C_300,C_301,266,637,371,5942,5524,-418,0.8875598086124402,-47,C_301,0.1103333227751206,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC055,2026-03,2026-04,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_320,C_430,8234,8643,409,348,123,-225,0.5501222493887531,184,C_320,0.1083848536804475,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC056,2024-01,2024-02,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,5031,4133,-898,23,833,810,0.9020044543429844,-88,C_110,0.1066060112494272,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC057,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_130,C_400,6918,6296,-622,401,1130,729,0.8532235939643347,107,C_130,0.1065716317281909,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC058,2024-10,2024-11,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,C_101,C_130,976,2038,1062,6918,6296,-622,0.5856873822975518,440,C_130,0.1065716317281909,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC059,2024-09,2024-10,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_110,X05,9611,8707,-904,774,1641,867,0.959070796460177,-37,C_110,0.1056494401982095,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC060,2026-02,2026-03,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,729,0,-729,0,860,860,0.8476744186046512,131,C_110,0.1051340887502857,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC061,2026-03,2026-04,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_301,C_430,7347,7734,387,348,123,-225,0.5813953488372093,162,C_301,0.104161900429836,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC062,2025-11,2025-12,RPA,MEDWAY NHS FOUNDATION TRUST,C_120,X06,4922,5535,613,702,280,-422,0.6884176182707994,191,C_120,0.1039684397271379,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC063,2025-09,2025-10,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_400,X06,5271,5043,-228,349,544,195,0.8552631578947368,-33,C_400,0.1028904081770798,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC064,2026-02,2026-03,RJN,EAST CHESHIRE NHS TRUST,C_100,X04,1780,1397,-383,296,574,278,0.7258485639686684,-105,C_100,0.1018064667042349,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC065,2025-06,2025-07,NRL,HEART NETWORKS,C_170,C_320,540,0,-540,0,391,391,0.7240740740740741,-149,C_320,0.1006963759606073,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC066,2025-09,2025-10,RPA,MEDWAY NHS FOUNDATION TRUST,C_301,X06,3743,3358,-385,252,731,479,0.8037578288100209,94,C_301,0.1006672802577082,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC067,2026-02,2026-03,RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",C_160,C_320,872,246,-626,2639,3014,375,0.5990415335463258,-251,C_320,0.1001514289605884,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC068,2024-09,2024-10,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,C_301,615,43,-572,3215,3596,381,0.666083916083916,-191,C_301,0.0970431141415505,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC069,2024-10,2024-11,DTT,PHOENIX PUBLIC HEALTH LTD,C_100,X05,389,0,-389,0,413,413,0.9418886198547216,24,C_100,0.0950946790982384,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC070,2025-01,2025-02,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_120,X06,8387,7786,-601,1872,2953,1081,0.5559666975023126,480,C_120,0.0947823947615773,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC071,2025-08,2025-09,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_140,C_301,665,1282,617,5250,4893,-357,0.5786061588330632,260,C_301,0.0940466123461863,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC072,2024-03,2024-04,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,719,0,-719,0,783,783,0.9182630906768838,64,C_110,0.0940083202766221,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC073,2026-03,2026-04,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_400,C_430,5401,5595,194,348,123,-225,0.8622222222222222,-31,C_400,0.0938744501812164,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC074,2024-10,2024-11,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,X05,553,170,-383,4246,4724,478,0.801255230125523,95,C_100,0.0936279231224301,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC075,2025-07,2025-08,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_120,X06,7541,8115,574,640,309,-331,0.5766550522648084,243,C_120,0.0920408699946763,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC076,2024-02,2024-03,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,0,719,719,764,0,-764,0.9410994764397904,-45,C_110,0.0914478322435002,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC077,2025-05,2025-06,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,X06,3145,3682,537,594,66,-528,0.9832402234636872,9,C_130,0.0906541787862469,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC078,2026-02,2026-03,RJN,EAST CHESHIRE NHS TRUST,C_301,X04,2097,1766,-331,296,574,278,0.8398791540785498,-53,C_301,0.0903736993422651,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC079,2024-08,2024-09,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,C_320,522,158,-364,1079,1446,367,0.9918256130790192,3,C_320,0.0890422259100746,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC080,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_140,667,1010,343,3263,2982,-281,0.8192419825072886,62,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC081,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_101,667,1010,343,3509,3277,-232,0.6763848396501457,111,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC082,2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,C_430,667,1010,343,601,423,-178,0.5189504373177842,165,C_100,0.0876133162023331,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC083,2024-10,2024-11,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,X06,7301,6759,-542,167,460,293,0.540590405904059,-249,C_120,0.0855875061190329,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC084,2024-11,2024-12,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,C_400,C_410,2356,2158,-198,270,570,300,0.66,102,C_400,0.0847766050823146,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC085,2025-06,2025-07,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_320,X04,3168,2839,-329,475,1054,579,0.5682210708117443,250,C_320,0.0847291756804087,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC086,2026-01,2026-02,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,C_101,C_110,0,729,729,697,0,-697,0.9561042524005487,32,C_110,0.0840287506118305,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC087,2024-04,2024-05,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,4708,4007,-701,26,766,740,0.9472972972972972,39,C_110,0.0836784122827017,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC088,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_320,986,1471,485,1185,247,-938,0.5170575692963753,-453,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC089,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_340,986,1471,485,486,1,-485,1.0,0,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC090,2025-01,2025-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_301,986,1471,485,678,225,-453,0.934020618556701,32,C_130,0.0832768138462727,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC091,2025-05,2025-06,NRL,HEART NETWORKS,C_170,C_320,0,540,540,323,0,-323,0.5981481481481481,217,C_320,0.0817086466973769,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC092,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_340,1677,1200,-477,10,916,906,0.5264900662251656,429,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC093,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_320,1677,1200,-477,327,1255,928,0.5140086206896551,451,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC094,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,X04,1677,1200,-477,387,879,492,0.9695121951219512,15,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC095,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,X05,1677,1200,-477,544,1321,777,0.6138996138996139,300,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC096,2025-06,2025-07,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,C_140,1677,1200,-477,91,678,587,0.8126064735945485,110,C_130,0.0814522752847841,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC097,2025-08,2025-09,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,X06,2163,1985,-178,4,97,93,0.5224719101123596,-85,C_400,0.0811966006906272,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC098,2024-09,2024-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,C_301,458,177,-281,5245,5563,318,0.8836477987421384,37,C_301,0.0809966149527901,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC099,2024-09,2024-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,C_430,5245,5563,318,355,134,-221,0.6949685534591195,97,C_301,0.0809966149527901,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC100,2024-05,2024-06,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,C_110,C_300,4007,4680,673,766,20,-746,0.9021447721179624,-73,C_110,0.0801149464967864,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC101,2026-02,2026-03,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,C_100,C_110,615,317,-298,96,279,183,0.6140939597315436,-115,C_100,0.0792123422398485,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC102,2026-02,2026-03,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,C_100,X05,615,317,-298,137,372,235,0.7885906040268457,-63,C_100,0.0792123422398485,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC103,2025-06,2025-07,RJN,EAST CHESHIRE NHS TRUST,C_100,X06,1432,1738,306,163,10,-153,0.5,153,C_100,0.077444826888034,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC104,2025-07,2025-08,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_320,X06,1947,2240,293,272,4,-268,0.9146757679180888,25,C_320,0.0757659994259368,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC105,2025-07,2025-08,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",C_300,C_320,422,155,-267,1947,2240,293,0.9112627986348124,26,C_320,0.0757659994259368,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC106,2025-08,2025-09,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_400,X05,6956,6790,-166,252,450,198,0.8383838383838383,32,C_400,0.0757226725541804,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC107,2024-09,2024-10,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,X06,3481,3305,-176,69,167,98,0.5568181818181818,-78,C_400,0.075080839881577,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
RC108,2025-04,2025-05,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,C_130,X06,2267,2708,441,880,350,-530,0.8320754716981132,-89,C_130,0.0748033232351674,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes
