period,sheet,row,code,p,n,band,official,linear_pN,difference
2024-01,Sub-ICB,1483,C_130,0.5,4366,11,11.1063829787234,11.106382978723405,5.329070518200751e-15
2024-01,Sub-ICB,1483,C_130,0.92,4366,38,38.26,38.26000000000001,1.4210854715202004e-14
2024-01,Sub-ICB,1484,C_140,0.5,2863,14,14.8671875,14.8671875,0.0
2024-01,Sub-ICB,1484,C_140,0.92,2863,46,46.749,46.749,0.0
2024-01,Sub-ICB,1485,C_150,0.5,295,15,15.9166666666667,15.916666666666666,-3.375077994860476e-14
2024-01,Sub-ICB,1485,C_150,0.92,295,46,46.2,46.20000000000002,1.4210854715202004e-14
2024-01,Sub-ICB,1486,C_160,0.5,650,16,16.4615384615385,16.46153846153846,-3.907985046680551e-14
2024-01,Sub-ICB,1486,C_160,0.92,650,55,55.5,55.5,0.0
2024-01,Sub-ICB,1487,C_170,0.5,57,16,16.5,16.5,0.0
2024-01,Sub-ICB,1487,C_170,0.92,57,36,36.44,36.440000000000005,7.105427357601002e-15
2024-01,Sub-ICB,1488,C_300,0.5,1015,15,15.171875,15.171875,0.0
2024-01,Sub-ICB,1488,C_300,0.92,1015,37,37.7666666666667,37.76666666666667,-2.842170943040401e-14
2024-01,Sub-ICB,1489,C_301,0.5,7347,21,21.33,21.33,0.0
2024-01,Sub-ICB,1489,C_301,0.92,7347,48,48.523829787234,48.52382978723405,4.973799150320701e-14
2024-01,Sub-ICB,1490,C_320,0.5,7801,19,19.9601449275362,19.96014492753623,3.197442310920451e-14
2024-01,Sub-ICB,1490,C_320,0.92,7801,49,49.6963636363636,49.696363636363635,3.552713678800501e-14
2024-01,Sub-ICB,1491,C_330,0.5,6967,21,21.256329113924,21.25632911392405,4.973799150320701e-14
2024-01,Sub-ICB,1491,C_330,0.92,6967,48,48.8091428571429,48.80914285714286,-4.263256414560601e-14
2024-01,Sub-ICB,1492,C_340,0.5,3990,13,13.8484848484848,13.848484848484848,4.796163466380676e-14
2024-01,Sub-ICB,1492,C_340,0.92,3990,45,45.4928571428571,45.49285714285715,4.973799150320701e-14
2024-01,Sub-ICB,1493,C_400,0.5,3316,17,17.4455445544554,17.445544554455445,4.618527782440651e-14
2024-01,Sub-ICB,1493,C_400,0.92,3316,39,39.49125,39.49125000000001,7.105427357601002e-15
2024-01,Sub-ICB,1494,C_410,0.5,1633,13,13.6354166666667,13.635416666666666,-3.375077994860476e-14
2024-01,Sub-ICB,1494,C_410,0.92,1633,47,47.3733333333333,47.37333333333335,4.973799150320701e-14
2024-01,Sub-ICB,1495,C_430,0.5,133,8,8.91666666666667,8.916666666666666,-3.552713678800501e-15
2024-01,Sub-ICB,1495,C_430,0.92,133,24,24.7866666666667,24.786666666666665,-3.552713678800501e-14
2024-01,Sub-ICB,1496,C_502,0.5,3123,17,17.9191176470588,17.919117647058822,2.1316282072803006e-14
2024-01,Sub-ICB,1496,C_502,0.92,3123,42,42.0114285714286,42.011428571428596,-7.105427357601002e-15
2024-01,Sub-ICB,1502,C_999,0.5,88520,16,16.320987654321,16.320987654320987,-1.4210854715202004e-14
2024-01,Sub-ICB,1502,C_999,0.92,88520,46,46.4269905533064,46.426990553306354,-4.973799150320701e-14
2024-01,Sub-ICB,1503,C_100,0.5,1770,15,15.9210526315789,15.921052631578947,4.618527782440651e-14
2024-01,Sub-ICB,1503,C_100,0.92,1770,46,46.1846153846154,46.18461538461539,-7.105427357601002e-15
2024-01,Sub-ICB,1504,C_101,0.5,2814,12,12.0568181818182,12.056818181818182,-1.7763568394002505e-14
2024-01,Sub-ICB,1504,C_101,0.92,2814,41,41.4147368421053,41.41473684210527,-2.842170943040401e-14
2024-01,Sub-ICB,1505,C_110,0.5,6911,17,17.4668508287293,17.46685082872928,-1.7763568394002505e-14
2024-01,Sub-ICB,1505,C_110,0.92,6911,50,50.9808695652174,50.98086956521739,-7.105427357601002e-15
2024-01,Sub-ICB,1506,C_120,0.5,2911,18,18.7840909090909,18.78409090909091,1.0658141036401503e-14
2024-01,Sub-ICB,1506,C_120,0.92,2911,47,47.806,47.806,0.0
2024-01,Sub-ICB,1507,C_130,0.5,6654,14,14.3546511627907,14.354651162790697,-3.552713678800501e-15
2024-01,Sub-ICB,1507,C_130,0.92,6654,45,45.198125,45.198125000000005,7.105427357601002e-15
2024-01,Sub-ICB,1508,C_140,0.5,130,20,20.5,20.5,0.0
2024-01,Sub-ICB,1508,C_140,0.92,130,55,55.8,55.800000000000004,7.105427357601002e-15
2024-01,Sub-ICB,1509,C_150,0.5,256,18,19,19.0,0.0
2024-01,Sub-ICB,1509,C_150,0.92,256,50,50.52,50.52000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1510,C_160,0.5,2039,14,14.3425925925926,14.342592592592593,-7.105427357601002e-15
2024-01,Sub-ICB,1510,C_160,0.92,2039,48,48.8133333333334,48.813333333333354,-4.263256414560601e-14
2024-01,Sub-ICB,1511,C_170,0.5,76,15,16,16.0,0.0
2024-01,Sub-ICB,1511,C_170,0.92,76,39,39.92,39.92,0.0
2024-01,Sub-ICB,1512,C_300,0.5,635,12,12.1346153846154,12.134615384615385,-1.4210854715202004e-14
2024-01,Sub-ICB,1512,C_300,0.92,635,34,34.2,34.2,0.0
2024-01,Sub-ICB,1513,C_301,0.5,3034,15,15.3770491803279,15.37704918032787,-3.019806626980426e-14
2024-01,Sub-ICB,1513,C_301,0.92,3034,41,41.0876923076923,41.087692307692315,1.4210854715202004e-14
2024-01,Sub-ICB,1514,C_320,0.5,2536,13,13.8817204301075,13.881720430107526,2.6645352591003757e-14
2024-01,Sub-ICB,1514,C_320,0.92,2536,34,34.3648,34.364799999999995,-7.105427357601002e-15
2024-01,Sub-ICB,1515,C_330,0.5,3534,15,15.936170212766,15.936170212765958,-4.085620730620576e-14
2024-01,Sub-ICB,1515,C_330,0.92,3534,40,40.2993548387097,40.29935483870968,-1.4210854715202004e-14
2024-01,Sub-ICB,1516,C_340,0.5,1397,11,11.7983870967742,11.798387096774194,-5.329070518200751e-15
2024-01,Sub-ICB,1516,C_340,0.92,1397,27,27.5442857142857,27.544285714285714,1.4210854715202004e-14
2024-01,Sub-ICB,1517,C_400,0.5,2093,16,16.9920634920635,16.992063492063494,-7.105427357601002e-15
2024-01,Sub-ICB,1517,C_400,0.92,2093,36,36.7424,36.7424,0.0
2024-01,Sub-ICB,1518,C_410,0.5,1185,15,15.3375,15.3375,0.0
2024-01,Sub-ICB,1518,C_410,0.92,1185,32,32.56,32.56,0.0
2024-01,Sub-ICB,1519,C_430,0.5,205,11,11.9285714285714,11.928571428571429,2.842170943040401e-14
2024-01,Sub-ICB,1519,C_430,0.92,205,36,36.65,36.65,0.0
2024-01,Sub-ICB,1520,C_502,0.5,4099,16,16.9558823529412,16.955882352941178,-2.1316282072803006e-14
2024-01,Sub-ICB,1520,C_502,0.92,4099,45,45.6184615384616,45.61846153846155,-4.973799150320701e-14
2024-01,Sub-ICB,1526,C_999,0.5,58560,15,15.9535382416011,15.953538241601144,4.440892098500626e-14
2024-01,Sub-ICB,1526,C_999,0.92,58560,46,46.1548209366391,46.15482093663913,3.552713678800501e-14
2024-01,Sub-ICB,1527,C_100,0.5,5962,16,16.5932203389831,16.593220338983052,-4.973799150320701e-14
2024-01,Sub-ICB,1527,C_100,0.92,5962,45,45.7390476190476,45.73904761904762,2.1316282072803006e-14
2024-01,Sub-ICB,1528,C_101,0.5,3208,14,14.4935064935065,14.493506493506494,-5.329070518200751e-15
2024-01,Sub-ICB,1528,C_101,0.92,3208,44,44.02,44.02000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1529,C_110,0.5,5842,26,26.040404040404,26.04040404040404,4.263256414560601e-14
2024-01,Sub-ICB,1529,C_110,0.92,5842,58,58.2533333333333,58.253333333333345,4.263256414560601e-14
2024-01,Sub-ICB,1530,C_120,0.5,4101,13,13.3838709677419,13.383870967741936,3.552713678800501e-14
2024-01,Sub-ICB,1530,C_120,0.92,4101,43,43.8660869565217,43.86608695652174,4.263256414560601e-14
2024-01,Sub-ICB,1531,C_130,0.5,6684,13,13.4029126213592,13.402912621359222,2.3092638912203256e-14
2024-01,Sub-ICB,1531,C_130,0.92,6684,39,39.832,39.832000000000015,1.4210854715202004e-14
2024-01,Sub-ICB,1532,C_140,0.5,191,17,17.7,17.7,0.0
2024-01,Sub-ICB,1532,C_140,0.92,191,48,48.24,48.24,0.0
2024-01,Sub-ICB,1533,C_150,0.5,171,12,12.75,12.75,0.0
2024-01,Sub-ICB,1533,C_150,0.92,171,43,43.66,43.66,0.0
2024-01,Sub-ICB,1534,C_160,0.5,614,15,15.35,15.35,0.0
2024-01,Sub-ICB,1534,C_160,0.92,614,49,49.72,49.72,0.0
2024-01,Sub-ICB,1535,C_170,0.5,68,15,16,16.0,0.0
2024-01,Sub-ICB,1535,C_170,0.92,68,47,47.52,47.52,0.0
2024-01,Sub-ICB,1536,C_300,0.5,467,13,13.875,13.875,0.0
2024-01,Sub-ICB,1536,C_300,0.92,467,35,35.2733333333333,35.27333333333334,4.263256414560601e-14
2024-01,Sub-ICB,1537,C_301,0.5,2944,16,16.8857142857143,16.885714285714286,-1.4210854715202004e-14
2024-01,Sub-ICB,1537,C_301,0.92,2944,47,47.5925,47.5925,0.0
2024-01,Sub-ICB,1538,C_320,0.5,2173,15,15.7672413793103,15.767241379310345,4.440892098500626e-14
2024-01,Sub-ICB,1538,C_320,0.92,2173,41,41.5474285714286,41.547428571428576,-2.1316282072803006e-14
2024-01,Sub-ICB,1539,C_330,0.5,3475,14,14.8475609756098,14.847560975609756,-4.440892098500626e-14
2024-01,Sub-ICB,1539,C_330,0.92,3475,36,36.2127659574468,36.212765957446805,7.105427357601002e-15
2024-01,Sub-ICB,1540,C_340,0.5,1304,14,14.8620689655172,14.862068965517242,4.263256414560601e-14
2024-01,Sub-ICB,1540,C_340,0.92,1304,36,36.5621052631579,36.562105263157896,-7.105427357601002e-15
2024-01,Sub-ICB,1541,C_400,0.5,1896,20,20.8387096774194,20.838709677419356,-4.263256414560601e-14
2024-01,Sub-ICB,1541,C_400,0.92,1896,41,41.0682352941176,41.06823529411765,4.973799150320701e-14
2024-01,Sub-ICB,1542,C_410,0.5,489,7,7.88095238095238,7.880952380952381,1.7763568394002505e-15
2024-01,Sub-ICB,1542,C_410,0.92,489,20,20.488,20.488,0.0
2024-01,Sub-ICB,1543,C_430,0.5,92,2,2.93333333333333,2.9333333333333336,3.552713678800501e-15
2024-01,Sub-ICB,1543,C_430,0.92,92,11,11.64,11.64,0.0
2024-01,Sub-ICB,1544,C_502,0.5,3965,18,18.9840425531915,18.98404255319149,-1.0658141036401503e-14
2024-01,Sub-ICB,1544,C_502,0.92,3965,47,47.4625,47.462500000000006,7.105427357601002e-15
2024-01,Sub-ICB,1550,C_999,0.5,50682,16,16.234954657873,16.234954657873043,4.263256414560601e-14
2024-01,Sub-ICB,1550,C_999,0.92,50682,46,46.699587628866,46.699587628865984,-1.4210854715202004e-14
2024-01,Sub-ICB,1551,C_100,0.5,1912,15,15.8679245283019,15.867924528301886,-1.4210854715202004e-14
2024-01,Sub-ICB,1551,C_100,0.92,1912,44,44.7171428571429,44.71714285714285,-4.973799150320701e-14
2024-01,Sub-ICB,1552,C_101,0.5,1561,15,15.6847826086957,15.684782608695652,-4.796163466380676e-14
2024-01,Sub-ICB,1552,C_101,0.92,1561,47,47.84,47.84,0.0
2024-01,Sub-ICB,1553,C_110,0.5,2639,18,18.3951612903226,18.39516129032258,-2.1316282072803006e-14
2024-01,Sub-ICB,1553,C_110,0.92,2639,46,46.9952,46.995200000000004,7.105427357601002e-15
2024-01,Sub-ICB,1554,C_120,0.5,2950,23,23.2456140350877,23.24561403508772,1.7763568394002505e-14
2024-01,Sub-ICB,1554,C_120,0.92,2950,51,51.16,51.16,0.0
2024-01,Sub-ICB,1555,C_130,0.5,1864,16,16.3888888888889,16.38888888888889,-1.0658141036401503e-14
2024-01,Sub-ICB,1555,C_130,0.92,1864,47,47.4933333333333,47.49333333333334,4.263256414560601e-14
2024-01,Sub-ICB,1556,C_140,0.5,163,19,19.375,19.375,0.0
2024-01,Sub-ICB,1556,C_140,0.92,163,53,53.96,53.96000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1557,C_150,0.5,229,21,21.625,21.625,0.0
2024-01,Sub-ICB,1557,C_150,0.92,229,47,47.34,47.34,0.0
2024-01,Sub-ICB,1558,C_160,0.5,315,18,18.1666666666667,18.166666666666668,-3.197442310920451e-14
2024-01,Sub-ICB,1558,C_160,0.92,315,54,54.2666666666667,54.26666666666667,-2.842170943040401e-14
2024-01,Sub-ICB,1559,C_170,0.5,28,11,11.3333333333333,11.333333333333334,3.375077994860476e-14
2024-01,Sub-ICB,1559,C_170,0.92,28,25,25.76,25.76,0.0
2024-01,Sub-ICB,1560,C_300,0.5,58,3,3.66666666666667,3.6666666666666665,-3.552713678800501e-15
2024-01,Sub-ICB,1560,C_300,0.92,58,37,37.18,37.18,0.0
2024-01,Sub-ICB,1561,C_301,0.5,1279,21,21.1216216216216,21.12162162162162,2.1316282072803006e-14
2024-01,Sub-ICB,1561,C_301,0.92,1279,56,56.2266666666667,56.22666666666669,-1.4210854715202004e-14
2024-01,Sub-ICB,1562,C_320,0.5,1175,13,13.3690476190476,13.369047619047619,1.7763568394002505e-14
2024-01,Sub-ICB,1562,C_320,0.92,1175,29,29.35,29.35,0.0
2024-01,Sub-ICB,1563,C_330,0.5,2116,12,12.7659574468085,12.76595744680851,1.0658141036401503e-14
2024-01,Sub-ICB,1563,C_330,0.92,2116,39,39.6075,39.6075,0.0
2024-01,Sub-ICB,1564,C_340,0.5,632,12,12.2857142857143,12.285714285714286,-1.4210854715202004e-14
2024-01,Sub-ICB,1564,C_340,0.92,632,34,34.93,34.93000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1565,C_400,0.5,972,18,18.6,18.6,0.0
2024-01,Sub-ICB,1565,C_400,0.92,972,49,49.48,49.480000000000004,7.105427357601002e-15
2024-01,Sub-ICB,1566,C_410,0.5,549,17,17.5833333333333,17.583333333333332,3.197442310920451e-14
2024-01,Sub-ICB,1566,C_410,0.92,549,36,36.5133333333333,36.51333333333334,4.263256414560601e-14
2024-01,Sub-ICB,1567,C_430,0.5,137,11,11.9444444444444,11.944444444444445,4.440892098500626e-14
2024-01,Sub-ICB,1567,C_430,0.92,137,26,26.02,26.020000000000003,3.552713678800501e-15
2024-01,Sub-ICB,1568,C_502,0.5,2493,15,15.53125,15.53125,0.0
2024-01,Sub-ICB,1568,C_502,0.92,2493,43,43.7133333333333,43.71333333333333,2.842170943040401e-14
2024-01,Sub-ICB,1574,C_999,0.5,26683,16,16.3970125786164,16.39701257861635,-4.973799150320701e-14
2024-01,Sub-ICB,1574,C_999,0.92,26683,44,44.9381395348837,44.938139534883724,2.1316282072803006e-14
2024-01,Sub-ICB,1575,C_100,0.5,2982,16,16.7272727272727,16.727272727272727,2.4868995751603507e-14
2024-01,Sub-ICB,1575,C_100,0.92,2982,46,46.84,46.84,0.0
2024-01,Sub-ICB,1576,C_101,0.5,2102,15,15.6315789473684,15.631578947368421,2.1316282072803006e-14
2024-01,Sub-ICB,1576,C_101,0.92,2102,43,43.22,43.220000000000006,7.105427357601002e-15
2024-01,Sub-ICB,1577,C_110,0.5,3320,21,21.2641509433962,21.264150943396228,2.842170943040401e-14
2024-01,Sub-ICB,1577,C_110,0.92,3320,62,62.2461538461539,62.24615384615385,-4.973799150320701e-14
2024-01,Sub-ICB,1578,C_120,0.5,2396,22,22.1315789473684,22.13157894736842,2.1316282072803006e-14
2024-01,Sub-ICB,1578,C_120,0.92,2396,58,58.36,58.360000000000014,1.4210854715202004e-14
2024-01,Sub-ICB,1579,C_130,0.5,3174,10,10.505376344086,10.505376344086022,2.1316282072803006e-14
2024-01,Sub-ICB,1579,C_130,0.92,3174,40,40.0044444444444,40.00444444444444,3.552713678800501e-14
2024-01,Sub-ICB,1580,C_140,0.5,1214,18,18.3478260869565,18.347826086956523,2.4868995751603507e-14
2024-01,Sub-ICB,1580,C_140,0.92,1214,54,54.8072727272727,54.80727272727274,4.263256414560601e-14
2024-01,Sub-ICB,1581,C_150,0.5,264,15,15.625,15.625,0.0
2024-01,Sub-ICB,1581,C_150,0.92,264,47,47.22,47.220000000000006,7.105427357601002e-15
2024-01,Sub-ICB,1582,C_160,0.5,548,16,17,17.0,0.0
2024-01,Sub-ICB,1582,C_160,0.92,548,53,53.0533333333333,53.05333333333334,4.263256414560601e-14
2024-01,Sub-ICB,1583,C_170,0.5,24,14,14.5,14.5,0.0
2024-01,Sub-ICB,1583,C_170,0.92,24,46,46.08,46.08,0.0
2024-01,Sub-ICB,1584,C_300,0.5,351,15,15.6851851851852,15.685185185185185,-1.4210854715202004e-14
2024-01,Sub-ICB,1584,C_300,0.92,351,45,45.48,45.480000000000004,7.105427357601002e-15
2024-01,Sub-ICB,1585,C_301,0.5,2550,14,14.8648648648649,14.864864864864865,-3.552713678800501e-14
2024-01,Sub-ICB,1585,C_301,0.92,2550,38,38.9285714285714,38.92857142857143,2.842170943040401e-14
2024-01,Sub-ICB,1586,C_320,0.5,2334,16,16.4705882352941,16.470588235294116,1.4210854715202004e-14
2024-01,Sub-ICB,1586,C_320,0.92,2334,48,48.6989473684211,48.69894736842107,-3.552713678800501e-14
2024-01,Sub-ICB,1587,C_330,0.5,2440,13,13.3333333333333,13.333333333333334,3.375077994860476e-14
2024-01,Sub-ICB,1587,C_330,0.92,2440,40,40.6533333333333,40.65333333333334,4.263256414560601e-14
2024-01,Sub-ICB,1588,C_340,0.5,1081,12,12.359375,12.359375,0.0
2024-01,Sub-ICB,1588,C_340,0.92,1081,32,32.704,32.70400000000002,2.1316282072803006e-14
2024-01,Sub-ICB,1589,C_400,0.5,1034,15,16,16.0,0.0
2024-01,Sub-ICB,1589,C_400,0.92,1034,41,41.6977777777778,41.69777777777779,-1.4210854715202004e-14
2024-01,Sub-ICB,1590,C_410,0.5,664,20,20.1428571428571,20.142857142857142,4.263256414560601e-14
2024-01,Sub-ICB,1590,C_410,0.92,664,50,50.47,50.47,0.0
2024-01,Sub-ICB,1591,C_430,0.5,34,10,10.5,10.5,0.0
2024-01,Sub-ICB,1591,C_430,0.92,34,36,36.28,36.28,0.0
2024-01,Sub-ICB,1592,C_502,0.5,2211,16,16.79,16.79,0.0
2024-01,Sub-ICB,1592,C_502,0.92,2211,50,50.4819047619048,50.481904761904765,-3.552713678800501e-14
2024-01,Sub-ICB,1598,C_999,0.5,34344,15,15.4887892376682,15.488789237668161,-3.907985046680551e-14
2024-01,Sub-ICB,1598,C_999,0.92,34344,47,47.6077064220183,47.607706422018346,4.263256414560601e-14
2024-01,Sub-ICB,1599,C_100,0.5,2454,18,18.304347826087,18.304347826086957,-4.263256414560601e-14
2024-01,Sub-ICB,1599,C_100,0.92,2454,50,50.1527272727273,50.1527272727273,0.0
2024-01,Sub-ICB,1600,C_101,0.5,1888,13,13.7916666666667,13.791666666666666,-3.375077994860476e-14
2024-01,Sub-ICB,1600,C_101,0.92,1888,48,48.9966666666667,48.99666666666667,-2.842170943040401e-14
2024-01,Sub-ICB,1601,C_110,0.5,5146,21,21.6237623762376,21.623762376237625,2.4868995751603507e-14
2024-01,Sub-ICB,1601,C_110,0.92,5146,53,53.1878260869565,53.18782608695655,4.973799150320701e-14
2024-01,Sub-ICB,1602,C_120,0.5,2975,17,17.724358974359,17.724358974358974,-2.4868995751603507e-14
2024-01,Sub-ICB,1602,C_120,0.92,2975,48,48.9411764705882,48.94117647058823,2.842170943040401e-14
2024-01,Sub-ICB,1603,C_130,0.5,2893,12,12.695,12.695,0.0
2024-01,Sub-ICB,1603,C_130,0.92,2893,39,39.2290909090909,39.22909090909091,7.105427357601002e-15
2024-01,Sub-ICB,1604,C_140,0.5,787,19,19.7,19.7,0.0
2024-01,Sub-ICB,1604,C_140,0.92,787,48,48.005,48.00500000000001,7.105427357601002e-15
2024-01,Sub-ICB,1605,C_150,0.5,87,14,14.6428571428571,14.642857142857142,4.263256414560601e-14
2024-01,Sub-ICB,1605,C_150,0.92,87,41,41.52,41.52,0.0
2024-01,Sub-ICB,1606,C_160,0.5,970,23,24,24.0,0.0
2024-01,Sub-ICB,1606,C_160,0.92,970,60,60.6,60.60000000000002,2.1316282072803006e-14
2024-01,Sub-ICB,1608,C_300,0.5,578,11,11.5833333333333,11.583333333333334,3.375077994860476e-14
2024-01,Sub-ICB,1608,C_300,0.92,578,35,35.5866666666667,35.586666666666666,-3.552713678800501e-14
2024-01,Sub-ICB,1609,C_301,0.5,956,14,14.6428571428571,14.642857142857142,4.263256414560601e-14
2024-01,Sub-ICB,1609,C_301,0.92,956,41,41.0866666666667,41.086666666666666,-3.552713678800501e-14
2024-01,Sub-ICB,1610,C_320,0.5,730,9,9.6,9.6,0.0
2024-01,Sub-ICB,1610,C_320,0.92,730,30,30.72,30.720000000000006,7.105427357601002e-15
2024-01,Sub-ICB,1611,C_330,0.5,3504,17,17.054347826087,17.054347826086957,-4.263256414560601e-14
2024-01,Sub-ICB,1611,C_330,0.92,3504,48,48.8814285714286,48.88142857142858,-2.1316282072803006e-14
2024-01,Sub-ICB,1612,C_340,0.5,1568,13,13.2553191489362,13.25531914893617,-3.019806626980426e-14
2024-01,Sub-ICB,1612,C_340,0.92,1568,36,36.3644444444445,36.36444444444445,-4.973799150320701e-14
2024-01,Sub-ICB,1613,C_400,0.5,914,11,11.2,11.2,0.0
2024-01,Sub-ICB,1613,C_400,0.92,914,32,32.735,32.735,0.0
2024-01,Sub-ICB,1614,C_410,0.5,349,6,6.05555555555556,6.055555555555555,-4.440892098500626e-15
2024-01,Sub-ICB,1614,C_410,0.92,349,24,24.7257142857143,24.725714285714293,-7.105427357601002e-15
2024-01,Sub-ICB,1616,C_502,0.5,2127,15,15.2946428571429,15.294642857142858,-4.263256414560601e-14
2024-01,Sub-ICB,1616,C_502,0.92,2127,51,51.6488888888889,51.648888888888905,7.105427357601002e-15
2024-01,Sub-ICB,1622,C_999,0.5,35748,15,15.7132196162047,15.713219616204691,-8.881784197001252e-15
2024-01,Sub-ICB,1622,C_999,0.92,35748,46,46.3257613168724,46.325761316872445,4.263256414560601e-14
2024-01,Sub-ICB,1631,C_170,0.5,703,15,15.06,15.06,0.0
2024-01,Sub-ICB,1631,C_170,0.92,703,41,41.2933333333333,41.29333333333333,2.842170943040401e-14
2024-01,Sub-ICB,1634,C_320,0.5,559,19,19.6904761904762,19.69047619047619,-1.0658141036401503e-14
2024-01,Sub-ICB,1634,C_320,0.92,559,36,36.7527272727273,36.75272727272727,-2.842170943040401e-14
2024-01,Sub-ICB,1646,C_999,0.5,1275,17,17.0833333333333,17.083333333333332,3.197442310920451e-14
2024-01,Sub-ICB,1646,C_999,0.92,1275,39,39.4545454545455,39.45454545454545,-4.973799150320701e-14
2024-01,Sub-ICB,1647,C_100,0.5,105,22,22.25,22.25,0.0
2024-01,Sub-ICB,1647,C_100,0.92,105,62,62.6,62.60000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1648,C_101,0.5,51,18,18.25,18.25,0.0
2024-01,Sub-ICB,1648,C_101,0.92,51,52,52.92,52.92,0.0
2024-01,Sub-ICB,1649,C_110,0.5,142,22,22.6666666666667,22.666666666666668,-3.197442310920451e-14
2024-01,Sub-ICB,1649,C_110,0.92,142,54,54.32,54.32000000000001,7.105427357601002e-15
2024-01,Sub-ICB,1650,C_120,0.5,78,21,21.3333333333333,21.333333333333332,3.197442310920451e-14
2024-01,Sub-ICB,1650,C_120,0.92,78,50,50.44,50.44,0.0
2024-01,Sub-ICB,1651,C_130,0.5,54,17,17.6666666666667,17.666666666666668,-3.197442310920451e-14
2024-01,Sub-ICB,1651,C_130,0.92,54,49,49.68,49.68,0.0
2024-01,Sub-ICB,1654,C_160,0.5,30,24,25,25.0,0.0
2024-01,Sub-ICB,1654,C_160,0.92,30,64,64.6,64.6,0.0
2024-01,Sub-ICB,1657,C_301,0.5,41,12,12.75,12.75,0.0
2024-01,Sub-ICB,1657,C_301,0.92,41,37,37.86,37.86,0.0
2024-01,Sub-ICB,1658,C_320,0.5,35,13,13.1666666666667,13.166666666666666,-3.375077994860476e-14
2024-01,Sub-ICB,1658,C_320,0.92,35,35,35.2,35.2,0.0
2024-01,Sub-ICB,1659,C_330,0.5,54,15,16,16.0,0.0
2024-01,Sub-ICB,1659,C_330,0.92,54,35,35.68,35.68,0.0
2024-01,Sub-ICB,1661,C_400,0.5,46,13,13.6666666666667,13.666666666666666,-3.375077994860476e-14
2024-01,Sub-ICB,1661,C_400,0.92,46,36,36.16,36.16,0.0
2024-01,Sub-ICB,1670,C_999,0.5,775,18,18.7105263157895,18.710526315789473,-2.842170943040401e-14
2024-01,Sub-ICB,1670,C_999,0.92,775,49,49.875,49.875,0.0
2024-01,Sub-ICB,1671,C_100,0.5,13036,18,18.9704641350211,18.970464135021096,-3.552713678800501e-15
2024-01,Sub-ICB,1671,C_100,0.92,13036,54,54.255873015873,54.25587301587303,2.842170943040401e-14
2024-01,Sub-ICB,1672,C_101,0.5,8050,15,15.4733727810651,15.47337278106509,-1.0658141036401503e-14
2024-01,Sub-ICB,1672,C_101,0.92,8050,54,54.3255813953488,54.325581395348834,3.552713678800501e-14
2024-01,Sub-ICB,1673,C_110,0.5,21287,22,22.2133105802048,22.213310580204777,-2.4868995751603507e-14
2024-01,Sub-ICB,1673,C_110,0.92,21287,62,62.2369465648855,62.2369465648855,0.0
2024-01,Sub-ICB,1674,C_120,0.5,11237,21,21.5220588235294,21.522058823529413,1.4210854715202004e-14
2024-01,Sub-ICB,1674,C_120,0.92,11237,54,54.1797014925373,54.179701492537326,2.842170943040401e-14
2024-01,Sub-ICB,1675,C_130,0.5,11473,12,12.1765536723164,12.176553672316384,-1.5987211554602254e-14
2024-01,Sub-ICB,1675,C_130,0.92,11473,43,43.0196610169492,43.01966101694915,-4.973799150320701e-14
2024-01,Sub-ICB,1676,C_140,0.5,3982,17,17.3294117647059,17.32941176470588,-1.7763568394002505e-14
2024-01,Sub-ICB,1676,C_140,0.92,3982,45,45.17,45.17,0.0
2024-01,Sub-ICB,1677,C_150,0.5,294,12,12.3333333333333,12.333333333333334,3.375077994860476e-14
2024-01,Sub-ICB,1677,C_150,0.92,294,43,43.16,43.160000000000004,7.105427357601002e-15
2024-01,Sub-ICB,1678,C_160,0.5,2659,26,26.37,26.37,0.0
2024-01,Sub-ICB,1678,C_160,0.92,2659,61,61.0752941176471,61.07529411764707,-2.842170943040401e-14
2024-01,Sub-ICB,1680,C_300,0.5,216,8,8.44444444444444,8.444444444444445,5.329070518200751e-15
2024-01,Sub-ICB,1680,C_300,0.92,216,37,37.86,37.86,0.0
2024-01,Sub-ICB,1681,C_301,0.5,7183,13,13.1676829268293,13.167682926829269,-3.197442310920451e-14
2024-01,Sub-ICB,1681,C_301,0.92,7183,43,43.9793548387097,43.979354838709696,-7.105427357601002e-15
2024-01,Sub-ICB,1682,C_320,0.5,7309,14,14.5819327731092,14.581932773109244,4.440892098500626e-14
2024-01,Sub-ICB,1682,C_320,0.92,7309,41,41.660625,41.66062500000001,7.105427357601002e-15
2024-01,Sub-ICB,1683,C_330,0.5,11243,19,19.6255060728745,19.625506072874494,-7.105427357601002e-15
2024-01,Sub-ICB,1683,C_330,0.92,11243,51,51.4101818181818,51.41018181818184,4.263256414560601e-14
2024-01,Sub-ICB,1684,C_340,0.5,4413,17,17.03125,17.03125,0.0
2024-01,Sub-ICB,1684,C_340,0.92,4413,44,44.0316129032258,44.031612903225806,7.105427357601002e-15
2024-01,Sub-ICB,1685,C_400,0.5,5701,17,17.6006944444444,17.600694444444443,4.263256414560601e-14
