period,provider,provider_name,code,total,source_file
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_301,1394,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_320,2191,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_330,3615,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_340,738,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_400,1312,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_410,685,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_430,416,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_502,2904,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_999,41446,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X02,5371,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X04,622,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X05,2794,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X06,905,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,2591,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,4019,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,5043,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,7320,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,8005,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,6085,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,227,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,20,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,7190,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,2206,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,4506,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,1400,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,629,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,792,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_999,68585,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,4887,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X04,962,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,9646,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X06,3057,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,C_999,1095,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,X02,526,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,X06,569,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,C_502,14788,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,C_999,16106,202505-RTT-May2025-incomplete-pathways.csv
2025-05,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,X06,1318,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_130,18,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_150,4510,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_400,6507,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,C_999,14381,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,X02,2762,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,X03,16,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,X05,568,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,4875,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,2169,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,5074,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,5370,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,3896,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,1503,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,3504,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,2,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,2202,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,3205,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,2959,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,2212,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,3188,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,472,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,119,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,6158,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_999,56084,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X02,4979,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X04,445,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X05,3164,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X06,588,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_100,1879,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_101,1560,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_110,3248,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_120,2712,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_130,2831,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_140,1783,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_300,21,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_301,1803,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_320,1433,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_330,2167,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_340,694,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_410,423,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_430,208,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_502,3110,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_999,26038,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X02,1176,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X04,779,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X06,211,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_100,1725,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_101,2105,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_110,4799,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_120,2420,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_130,1441,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_140,3130,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_300,29,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_301,1547,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_320,1971,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_330,2446,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_340,1191,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_410,906,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_430,80,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_502,3909,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_999,31187,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X02,760,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X04,888,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X05,1840,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_100,1618,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_101,2019,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_110,2497,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_120,3471,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_130,1917,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_140,2125,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_300,393,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_301,2169,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_320,1211,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_330,3513,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_340,486,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_410,1018,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_502,2695,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,C_999,31247,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,X02,1614,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,X04,2181,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,X05,2320,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_170,537,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_320,2137,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_340,4122,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_999,6796,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_100,6523,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_101,6031,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_110,6007,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_120,9131,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_130,8944,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_140,2794,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_160,1141,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_300,28,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_301,4751,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_320,6584,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_330,3777,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_340,2021,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_400,1425,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_410,1731,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_430,245,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_502,6655,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_999,76648,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,X02,6619,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,X03,6,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,X04,1030,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,X05,511,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,X06,694,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,3781,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,2712,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,3122,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,3208,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,3662,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,911,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,136,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,122,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,1465,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,2409,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,1531,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,1075,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,2145,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,356,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,67,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,2737,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_999,34818,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,556,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X04,2827,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,1994,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X06,2,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_100,2124,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_101,1705,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_110,4182,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_120,3210,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_130,2928,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_160,1109,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_300,675,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_301,1059,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_320,980,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_330,4363,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_340,745,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_400,1067,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_410,356,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_430,21,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_502,2907,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_999,35087,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X02,2214,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X03,7,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X04,1689,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X05,3585,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X06,161,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,1360,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,3772,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,4381,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,5647,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,5899,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,4017,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,1620,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,1944,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,665,202505-RTT-May2025-incomplete-pathways.csv
2025-05,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,2173,202505-RTT-May2025-incomplete-pathways.csv
