period,provider,provider_name,code,total,source_file
2024-01,A0C5S,SPAMEDICA GLOUCESTER,C_130,66,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A0C5S,SPAMEDICA GLOUCESTER,C_999,66,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_100,1276,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_101,735,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_110,539,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_120,595,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_160,1,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_301,12,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_502,490,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,C_999,3778,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,X02,122,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,X03,1,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4M8P,BUCKSHAW HOSPITAL,X06,7,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4Q9X,NEWMEDICA LEICESTER,C_130,163,202401-RTT-January2024-incomplete-pathways.csv
2024-01,A4Q9X,NEWMEDICA LEICESTER,C_999,163,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_100,107,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_101,26,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_110,26,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_120,10,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_130,99,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_140,19,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_340,2,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_502,18,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,C_999,316,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAH,TETBURY HOSPITAL TRUST LTD,X06,9,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,C_130,2703,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,C_999,2703,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),C_130,54,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),C_999,54,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,C_130,6,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,C_999,6,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,C_130,336,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,C_999,336,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),C_130,232,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),C_999,232,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,C_130,559,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,C_999,559,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,C_130,363,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,C_999,363,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,C_130,180,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,C_999,180,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,C_130,527,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,C_999,527,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,C_130,465,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,C_999,465,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG30,NEWMEDICA - WORKSOP - DUKERIES,C_130,71,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG30,NEWMEDICA - WORKSOP - DUKERIES,C_999,71,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG31,NEWMEDICA - WORCESTER,C_130,711,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG31,NEWMEDICA - WORCESTER,C_999,711,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,C_130,190,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,C_999,190,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG37,NEWMEDICA - IPSWICH,C_130,2031,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG37,NEWMEDICA - IPSWICH,C_999,2031,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG38,NEWMEDICA - LANGFORD,C_130,289,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG38,NEWMEDICA - LANGFORD,C_999,289,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG39,NEWMEDICA - SWINDON,C_130,345,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG39,NEWMEDICA - SWINDON,C_999,345,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG40,NEWMEDICA - WAKEFIELD,C_130,671,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACG40,NEWMEDICA - WAKEFIELD,C_999,671,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACM,EYE CARE MEDICAL LTD,C_130,3,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ACM,EYE CARE MEDICAL LTD,C_999,3,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,C_502,1924,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,C_999,2920,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,X02,996,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_100,188,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_101,56,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_110,1101,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_130,21,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_300,2,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_502,119,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_999,1488,202401-RTT-January2024-incomplete-pathways.csv
2024-01,ADP02,KIMS HOSPITAL (NEWNHAM COURT),X02,1,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AHP,ST MICHAEL'S CLINIC LIMITED,C_330,1646,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AHP,ST MICHAEL'S CLINIC LIMITED,C_999,1646,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJ8,THE GRANGE MEDICAL CENTRE HQ,C_301,147,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJ8,THE GRANGE MEDICAL CENTRE HQ,C_999,147,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJX,SUSSEX MSK PARTNERSHIP 2,C_110,6523,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJX,SUSSEX MSK PARTNERSHIP 2,C_410,796,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJX,SUSSEX MSK PARTNERSHIP 2,C_999,7378,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AJX,SUSSEX MSK PARTNERSHIP 2,X06,59,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,C_999,109,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,X02,109,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AXG,WILTSHIRE HEALTH & CARE,C_110,2119,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AXG,WILTSHIRE HEALTH & CARE,C_999,2119,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AY1,MEDEFER,C_100,75,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AY1,MEDEFER,C_301,367,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AY1,MEDEFER,C_999,495,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AY1,MEDEFER,X02,35,202401-RTT-January2024-incomplete-pathways.csv
2024-01,AY1,MEDEFER,X05,18,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B1A5K,NEWMEDICA - NOTTINGHAM,C_130,472,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B1A5K,NEWMEDICA - NOTTINGHAM,C_999,472,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_100,217,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_101,39,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_110,923,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_120,72,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_130,15,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_150,547,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_400,1,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_502,118,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B3M1X,CLAREMONT PRIVATE HOSPITAL,C_999,1932,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B4N1U,SPAMEDICA ROMFORD,C_130,311,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B4N1U,SPAMEDICA ROMFORD,C_999,311,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B5M7B,NEWMEDICA - NORWICH,C_130,514,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B5M7B,NEWMEDICA - NORWICH,C_999,514,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B9J4U,SPAMEDICA PETERBOROUGH,C_130,126,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B9J4U,SPAMEDICA PETERBOROUGH,C_999,126,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B9M3W,SPAMEDICA SOUTHAMPTON,C_130,302,202401-RTT-January2024-incomplete-pathways.csv
2024-01,B9M3W,SPAMEDICA SOUTHAMPTON,C_999,302,202401-RTT-January2024-incomplete-pathways.csv
2024-01,C3Y0A,SPAMEDICA BLACKPOOL,C_130,48,202401-RTT-January2024-incomplete-pathways.csv
2024-01,C3Y0A,SPAMEDICA BLACKPOOL,C_999,48,202401-RTT-January2024-incomplete-pathways.csv
2024-01,D3O0Z,PLYMOUTH NEWMEDICA LTD,C_130,186,202401-RTT-January2024-incomplete-pathways.csv
2024-01,D3O0Z,PLYMOUTH NEWMEDICA LTD,C_999,186,202401-RTT-January2024-incomplete-pathways.csv
2024-01,D5P5H,SPAMEDICA BEXHILL,C_130,166,202401-RTT-January2024-incomplete-pathways.csv
2024-01,D5P5H,SPAMEDICA BEXHILL,C_999,166,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),C_100,198,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),C_110,533,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),C_130,309,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),C_160,9,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),C_999,1049,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFY01,COTSWOLDS SURGICAL PARTNERS,C_160,52,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFY01,COTSWOLDS SURGICAL PARTNERS,C_330,171,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DFY01,COTSWOLDS SURGICAL PARTNERS,C_999,223,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DLG,MAYFLOWER HEALTHCARE ALLIANCE,C_101,185,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DLG,MAYFLOWER HEALTHCARE ALLIANCE,C_330,517,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DLG,MAYFLOWER HEALTHCARE ALLIANCE,C_502,394,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DLG,MAYFLOWER HEALTHCARE ALLIANCE,C_999,1096,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DTT,PHOENIX PUBLIC HEALTH LTD,C_100,172,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DTT,PHOENIX PUBLIC HEALTH LTD,C_999,172,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DX1,THE NEW FOSCOTE HOSPITAL LTD,C_100,180,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DX1,THE NEW FOSCOTE HOSPITAL LTD,C_110,65,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DX1,THE NEW FOSCOTE HOSPITAL LTD,C_999,245,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DXV,OMNES HEALTHCARE LTD,C_120,4190,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DXV,OMNES HEALTHCARE LTD,C_330,3628,202401-RTT-January2024-incomplete-pathways.csv
2024-01,DXV,OMNES HEALTHCARE LTD,C_999,7818,202401-RTT-January2024-incomplete-pathways.csv
2024-01,E1U4T,SPAMEDICA CARLISLE,C_130,332,202401-RTT-January2024-incomplete-pathways.csv
2024-01,E1U4T,SPAMEDICA CARLISLE,C_999,332,202401-RTT-January2024-incomplete-pathways.csv
2024-01,E3D4A,SPAMEDICA TRURO,C_130,420,202401-RTT-January2024-incomplete-pathways.csv
2024-01,E3D4A,SPAMEDICA TRURO,C_999,420,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_100,179,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_110,993,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_120,58,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_130,87,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_301,19,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_502,129,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,C_999,1490,202401-RTT-January2024-incomplete-pathways.csv
2024-01,F9Z4V,CIRCLE READING HOSPITAL,X06,25,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3O5P,SPAMEDICA NEWARK,C_130,244,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3O5P,SPAMEDICA NEWARK,C_999,244,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_100,125,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_110,237,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_120,258,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_160,15,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_301,4,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,C_999,697,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,X05,58,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_100,409,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_101,138,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_110,2105,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_120,343,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_130,507,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_301,43,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_502,177,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),C_999,3726,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),X02,1,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),X06,3,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G5X2Q,SPAMEDICA NORTH TYNESIDE,C_130,42,202401-RTT-January2024-incomplete-pathways.csv
2024-01,G5X2Q,SPAMEDICA NORTH TYNESIDE,C_999,42,202401-RTT-January2024-incomplete-pathways.csv
2024-01,GEC01,RAPID INVESTIGATION SERVICE,C_999,115,202401-RTT-January2024-incomplete-pathways.csv
2024-01,GEC01,RAPID INVESTIGATION SERVICE,X06,115,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_100,528,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_110,1938,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_120,414,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_130,97,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_150,2,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_320,72,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_410,135,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,C_999,3542,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,X02,9,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,X05,338,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,X06,9,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4J9P,NEWMEDICA AZTEC WEST,C_130,679,202401-RTT-January2024-incomplete-pathways.csv
2024-01,H4J9P,NEWMEDICA AZTEC WEST,C_999,679,202401-RTT-January2024-incomplete-pathways.csv
2024-01,I2C7H,SPAMEDICA BRADFORD,C_130,105,202401-RTT-January2024-incomplete-pathways.csv
2024-01,I2C7H,SPAMEDICA BRADFORD,C_999,105,202401-RTT-January2024-incomplete-pathways.csv
2024-01,I9A4A,SPAMEDICA BRIGHTON,C_130,144,202401-RTT-January2024-incomplete-pathways.csv
2024-01,I9A4A,SPAMEDICA BRIGHTON,C_999,144,202401-RTT-January2024-incomplete-pathways.csv
2024-01,J3J8Z,NEWMEDICA - OXFORDSHIRE,C_130,450,202401-RTT-January2024-incomplete-pathways.csv
2024-01,J3J8Z,NEWMEDICA - OXFORDSHIRE,C_999,450,202401-RTT-January2024-incomplete-pathways.csv
2024-01,J7V1N,SPAMEDICA SOLIHULL,C_130,127,202401-RTT-January2024-incomplete-pathways.csv
2024-01,J7V1N,SPAMEDICA SOLIHULL,C_999,127,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_100,88,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_101,38,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_110,362,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_120,4,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_130,714,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_301,114,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_502,19,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,C_999,1437,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,X02,96,202401-RTT-January2024-incomplete-pathways.csv
2024-01,K8I4X,GLENDON WOOD HOSPITAL,X06,2,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),C_130,828,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),C_999,828,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L4R3R,NEWMEDICA - HAMPSHIRE,C_130,211,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L4R3R,NEWMEDICA - HAMPSHIRE,C_999,211,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L6O7H,SPAMEDICA POOLE,C_130,962,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L6O7H,SPAMEDICA POOLE,C_999,962,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L9D3Z,SPAMEDICA LEICESTER,C_130,84,202401-RTT-January2024-incomplete-pathways.csv
2024-01,L9D3Z,SPAMEDICA LEICESTER,C_999,84,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M0N7E,SPAMEDICA SITTINGBOURNE,C_130,120,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M0N7E,SPAMEDICA SITTINGBOURNE,C_999,120,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M3R0W,SPAMEDICA NORWICH,C_130,112,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M3R0W,SPAMEDICA NORWICH,C_999,112,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M4C5R,NEWMEDICA - NORTHAMPTON,C_130,581,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M4C5R,NEWMEDICA - NORTHAMPTON,C_999,581,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M5E1S,SPAMEDICA EXETER,C_130,219,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M5E1S,SPAMEDICA EXETER,C_999,219,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M7C9Q,SPAMEDICA EPSOM,C_130,160,202401-RTT-January2024-incomplete-pathways.csv
2024-01,M7C9Q,SPAMEDICA EPSOM,C_999,160,202401-RTT-January2024-incomplete-pathways.csv
2024-01,N6Z0R,NEWMEDICA - LINCOLN,C_130,12,202401-RTT-January2024-incomplete-pathways.csv
2024-01,N6Z0R,NEWMEDICA - LINCOLN,C_999,12,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NAM01,PROBUS SURGICAL CENTRE,C_100,184,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NAM01,PROBUS SURGICAL CENTRE,C_101,60,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NAM01,PROBUS SURGICAL CENTRE,C_110,119,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NAM01,PROBUS SURGICAL CENTRE,C_130,450,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NAM01,PROBUS SURGICAL CENTRE,C_999,813,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NCN,DMC COMMUNITY OUTPATIENT SERVICES,C_330,1944,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NCN,DMC COMMUNITY OUTPATIENT SERVICES,C_999,1944,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NCR,ISIGHT,C_130,953,202401-RTT-January2024-incomplete-pathways.csv
2024-01,NCR,ISIGHT,C_999,953,202401-RTT-January2024-incomplete-pathways.csv
