period,kind,part,code,measure,independent,primary,difference,status
2024-01,monthly,Part_2,C_100,middle_count,168216.0,168216.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_100,over52_count,22751.0,22751.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_100,open_count,10.0,10.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_100,within18_share,0.5497855807472964,0.549785580747,2.964295475749168e-13,VERIFIED
2024-01,monthly,Part_2,C_100,middle_share,0.3965777791399182,0.39657777914,-8.176792576364278e-14,VERIFIED
2024-01,monthly,Part_2,C_100,over52_share,0.0536366401127852,0.0536366401128,-1.4800660697034118e-14,VERIFIED
2024-01,monthly,Part_2,C_100,closed_share,0.9999764244911816,0.999976424491,1.816324868286756e-13,VERIFIED
2024-01,monthly,Part_2,C_100,gap_weeks,29.34336421952959,29.3433642195,2.959055223072937e-11,VERIFIED
2024-01,monthly,Part_2,C_110,total,849406.0,849406.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_110,within18_count,462703.0,462703.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_110,middle_count,339801.0,339801.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_110,over52_count,46902.0,46902.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_110,open_count,63.0,63.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_110,within18_share,0.5447371457230111,0.544737145723,1.1102230246251565e-14,VERIFIED
2024-01,monthly,Part_2,C_110,middle_share,0.4000454435217081,0.400045443522,-2.9187763317395365e-13,VERIFIED
2024-01,monthly,Part_2,C_110,over52_share,0.0552174107552807,0.0552174107553,-1.9297063946766002e-14,VERIFIED
2024-01,monthly,Part_2,C_110,closed_share,0.9999258305215644,0.999925830522,-4.3565151486291143e-13,VERIFIED
2024-01,monthly,Part_2,C_110,gap_weeks,29.45109687146627,29.4510968715,-3.3729463666531956e-11,VERIFIED
2024-01,monthly,Part_2,C_120,total,621169.0,621169.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_120,within18_count,300003.0,300003.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_120,middle_count,282392.0,282392.0,0.0,VERIFIED
