period,kind,part,code,p50,p50_lower_shift,p50_midpoint_shift,p75_lower_shift,p75_midpoint_shift,p92,p92_lower_shift,p92_midpoint_shift,p95_lower_shift,p95_midpoint_shift
2024-01,monthly,Part_2,C_130,12.6132581257679,-0.6132581257678993,-0.1132581257678992,-0.5495407887628296,-0.0495407887628296,40.27081217112788,-0.2708121711278792,0.2291878288721207,-0.5269279393173036,-0.0269279393173036
2024-01,monthly,Part_2,C_301,14.133646322378716,-0.1336463223787163,0.3663536776212837,-0.2497226331360948,0.2502773668639051,44.200819606267586,-0.2008196062675864,0.2991803937324135,-0.2507786429365737,0.2492213570634263
2024-01,monthly,Part_2,C_320,14.11390142964635,-0.1139014296463507,0.3860985703536492,-0.2023458132670512,0.2976541867329487,41.12852552659764,-0.1285255265976417,0.3714744734023583,-0.1887277829747446,0.3112722170252553
2024-01,monthly,Part_2,C_400,16.482722329415893,-0.4827223294158926,0.0172776705841073,-0.2744168162009757,0.2255831837990243,44.03178142076503,-0.0317814207650286,0.4682185792349713,-0.5173657100809237,-0.0173657100809236
2024-02,monthly,Part_2,C_999,14.785488088545508,-0.7854880885455078,-0.2854880885455078,-0.1973636614596721,0.3026363385403279,44.62936136585008,-0.6293613658500803,-0.1293613658500803,-0.0046272809098937,0.4953727190901063
2024-02,monthly,Part_2,C_100,15.561303827751196,-0.5613038277511961,-0.0613038277511961,-0.7243513651008975,-0.2243513651008974,47.008552727272736,-0.0085527272727361,0.4914472727272638,-0.3013106796116247,0.1986893203883752
2024-02,monthly,Part_2,C_110,16.157894736842106,-0.1578947368421062,0.3421052631578938,-0.9455722639933164,-0.4455722639933164,47.18559424678275,-0.1855942467827489,0.314405753217251,-0.6643444730076951,-0.164344473007695
2024-02,monthly,Part_2,C_120,18.409520756531496,-0.4095207565314958,0.0904792434685042,-0.5901839776432212,-0.0901839776432211,49.60646178092987,-0.6064617809298696,-0.1064617809298695,-0.0118263473053872,0.4881736526946127
2024-02,monthly,Part_2,C_130,12.351101086246809,-0.3511010862468087,0.1488989137531913,-0.0128107697318426,0.4871892302681573,40.27931767833407,-0.2793176783340669,0.220682321665933,-0.2517219387755176,0.2482780612244823
2024-02,monthly,Part_2,C_301,13.958960590660658,-0.9589605906606576,-0.4589605906606575,-0.8080797022115185,-0.3080797022115185,43.32102022867194,-0.3210202286719408,0.1789797713280592,-0.8900851276915347,-0.3900851276915347
2024-02,monthly,Part_2,C_320,14.124244338175584,-0.1242443381755844,0.3757556618244155,-0.9422869471413158,-0.4422869471413158,41.06729458917837,-0.0672945891783669,0.432705410821633,-0.9325206991720308,-0.4325206991720307
2024-02,monthly,Part_2,C_400,16.56304202801868,-0.5630420280186783,-0.0630420280186783,-0.5114822546972846,-0.0114822546972845,43.61139772045592,-0.6113977204559191,-0.1113977204559191,-0.3704797047970487,0.1295202952029512
2024-03,monthly,Part_2,C_999,14.869446544516588,-0.8694465445165882,-0.3694465445165882,-0.0497385388162072,0.4502614611837927,44.66963716924392,-0.66963716924392,-0.16963716924392,-0.7384971986712259,-0.2384971986712258
2024-03,monthly,Part_2,C_100,15.586742109634551,-0.5867421096345513,-0.0867421096345513,-0.5042544229149115,-0.0042544229149115,46.321588126159554,-0.3215881261595541,0.1784118738404458,-0.9596327683615726,-0.4596327683615726
2024-03,monthly,Part_2,C_110,16.42932425617751,-0.4293242561775088,0.0706757438224912,-0.802375405607787,-0.302375405607787,46.63560734742249,-0.6356073474224928,-0.1356073474224928,-0.3294629720450999,0.1705370279549001
2024-03,monthly,Part_2,C_120,18.481250910149992,-0.481250910149992,0.018749089850008,-0.577305925315116,-0.077305925315116,49.85685515104571,-0.856855151045707,-0.356855151045707,-0.6158890115958044,-0.1158890115958044
2024-03,monthly,Part_2,C_130,11.231085714285712,-0.2310857142857134,0.2689142857142865,-0.1449017011306921,0.3550982988693079,40.57950948634892,-0.5795094863489183,-0.0795094863489183,-0.5673344947735259,-0.0673344947735259
2024-03,monthly,Part_2,C_301,14.06219640971489,-0.0621964097148897,0.4378035902851103,-0.911785277146354,-0.4117852771463539,43.18941017559658,-0.1894101755965778,0.3105898244034222,-0.5503346080305889,-0.0503346080305888
2024-03,monthly,Part_2,C_320,14.27361804400074,-0.2736180440007398,0.2263819559992601,-0.2309033280507115,0.2690966719492884,41.46664893617021,-0.4666489361702091,0.0333510638297909,-0.2956077630234901,0.2043922369765098
2024-03,monthly,Part_2,C_400,16.856493043168033,-0.8564930431680331,-0.3564930431680331,-0.6512134001582695,-0.1512134001582694,43.93127003699138,-0.9312700369913784,-0.4312700369913784,-0.0279712339136892,0.4720287660863107
2024-04,monthly,Part_2,C_999,13.913199656343814,-0.9131996563438136,-0.4131996563438136,-0.0163241271014236,0.4836758728985764,44.76257426109516,-0.7625742610951605,-0.2625742610951604,-0.8201718523448278,-0.3201718523448278
2024-04,monthly,Part_2,C_100,14.563939364493246,-0.5639393644932458,-0.0639393644932457,-0.3579771586779721,0.1420228413220279,46.34284145504463,-0.3428414550446277,0.1571585449553723,-0.3103327965646585,0.1896672034353415
2024-04,monthly,Part_2,C_110,15.33904159929443,-0.3390415992944291,0.1609584007055708,-0.8895470529135956,-0.3895470529135956,46.72643567532884,-0.7264356753288368,-0.2264356753288368,-0.9164164847161588,-0.4164164847161586
2024-04,monthly,Part_2,C_120,17.818194760820045,-0.8181947608200453,-0.3181947608200453,-0.9286770560800832,-0.4286770560800832,50.18888933520787,-0.1888893352078682,0.3111106647921318,-0.2994690265486426,0.2005309734513574
2024-04,monthly,Part_2,C_130,11.327274643064117,-0.3272746430641167,0.1727253569358833,-0.9911982705373674,-0.4911982705373674,40.46248190279214,-0.4624819027921418,0.0375180972078581,-0.7140147862423447,-0.2140147862423447
2024-04,monthly,Part_2,C_301,13.098412394797244,-0.0984123947972452,0.4015876052027547,-0.6254722072315175,-0.1254722072315175,42.86648355619805,-0.8664835561980482,-0.3664835561980482,-0.9840038314176098,-0.4840038314176098
2024-04,monthly,Part_2,C_320,13.4315445026178,-0.4315445026178004,0.0684554973821995,-0.0994740357321752,0.4005259642678247,41.55258760107817,-0.552587601078173,-0.0525876010781729,-0.1891807228915638,0.3108192771084361
2024-04,monthly,Part_2,C_400,15.954460333673817,-0.9544603336738168,-0.4544603336738166,-0.9981810832659654,-0.4981810832659654,44.26891228070176,-0.2689122807017625,0.2310877192982374,-0.3349526066350634,0.1650473933649365
2024-05,monthly,Part_2,C_999,14.20351310694919,-0.20351310694919,0.29648689305081,-0.1169965724476824,0.3830034275523175,44.950909194334365,-0.9509091943343648,-0.4509091943343648,-0.9985136519197652,-0.4985136519197652
2024-05,monthly,Part_2,C_100,14.951223021582734,-0.9512230215827344,-0.4512230215827344,-0.5154431895961658,-0.0154431895961657,46.49411764705882,-0.4941176470588218,0.0058823529411782,-0.4122164461247664,0.0877835538752336
2024-05,monthly,Part_2,C_110,15.43520601165525,-0.4352060116552501,0.0647939883447499,-0.9783685876082622,-0.4783685876082622,47.19057511327989,-0.1905751132798911,0.3094248867201088,-0.1701519069166011,0.3298480930833989
2024-05,monthly,Part_2,C_120,17.62826743727834,-0.628267437278339,-0.128267437278339,-0.9704283539899948,-0.4704283539899947,50.446750718867506,-0.4467507188675057,0.0532492811324942,-0.4228832951945023,0.0771167048054977
2024-05,monthly,Part_2,C_130,11.653950604632096,-0.6539506046320973,-0.1539506046320973,-0.8826501484357152,-0.3826501484357152,40.31643512450854,-0.316435124508537,0.1835648754914629,-0.7364561766735704,-0.2364561766735704
2024-05,monthly,Part_2,C_301,13.39943734503147,-0.3994373450314707,0.1005626549685292,-0.8642894461859996,-0.3642894461859995,42.97712864250178,-0.977128642501782,-0.477128642501782,-0.9074083250743143,-0.4074083250743143
2024-05,monthly,Part_2,C_320,13.858702270157432,-0.8587022701574316,-0.3587022701574316,-0.4565915140128389,0.043408485987161,41.82291408934708,-0.8229140893470799,-0.3229140893470799,-0.5967172845020059,-0.0967172845020059
2024-05,monthly,Part_2,C_400,16.44440660650434,-0.4444066065043408,0.0555933934956591,-0.5540123456790127,-0.0540123456790127,44.979727891156465,-0.9797278911564646,-0.4797278911564646,-0.968326693227084,-0.468326693227084
2024-06,monthly,Part_2,C_999,14.342254037421007,-0.3422540374210072,0.1577459625789927,-0.9248100443875876,-0.4248100443875877,44.69614424746598,-0.6961442474659805,-0.1961442474659804,-0.8097824120732753,-0.3097824120732753
