period,kind,part,code,total,within18_count,middle_count,over52_count,within18_share,middle_share,over52_share,open_count,closed_share,band_count,first_release,p50,p50_band_lower,p50_midpoint,p50_lower_shift,p50_midpoint_shift,p75,p75_band_lower,p75_midpoint,p75_lower_shift,p75_midpoint_shift,p92,p92_band_lower,p92_midpoint,p92_lower_shift,p92_midpoint_shift,p95,p95_band_lower,p95_midpoint,p95_lower_shift,p95_midpoint_shift,gap_weeks
2024-01,monthly,Part_2,C_120,621169,300003,282392,38774,0.4829651833880957,0.45461380075309615,0.06242101585880815,11,0.9999822914536945,105,False,18.832861078315624,18,18.5,-0.8328610783156236,-0.3328610783156236,33.818010610079575,33,33.5,-0.8180106100795754,-0.31801061007957543,49.50393177345287,49,49.5,-0.5039317734528694,-0.003931773452869436,54.12731311274508,54,54.5,-0.12731311274507817,0.37268688725492183,31.50393177345287
2024-01,monthly,Part_2,C_130,605516,384595,206402,14519,0.6351524980347341,0.3408696054274371,0.023977896537828895,8,0.9999867881278116,105,False,12.6132581257679,12,12.5,-0.6132581257678993,-0.11325812576789929,24.54954078876283,24,24.5,-0.5495407887628296,-0.049540788762829635,40.27081217112788,40,40.5,-0.27081217112787925,0.22918782887212075,45.526927939317304,45,45.5,-0.5269279393173036,-0.02692793931730364,22.27081217112788
2024-01,monthly,Part_2,C_301,384402,227656,142204,14542,0.5922341715183583,0.36993564029323467,0.03783018818840693,2,0.9999947971134385,105,False,14.133646322378716,14,14.5,-0.13364632237871632,0.3663536776212837,27.249722633136095,27,27.5,-0.24972263313609488,0.2502773668639051,44.200819606267586,44,44.5,-0.20081960626758644,0.29918039373241356,49.250778642936574,49,49.5,-0.2507786429365737,0.2492213570634263,26.200819606267586
2024-01,monthly,Part_2,C_320,398450,238590,149861,9999,0.5987953319111557,0.37610992596310705,0.025094742125737233,3,0.9999924708244448,105,False,14.11390142964635,14,14.5,-0.11390142964635075,0.38609857035364925,26.20234581326705,26,26.5,-0.20234581326705126,0.29765418673294874,41.12852552659764,41,41.5,-0.12852552659764171,0.3714744734023583,46.188727782974745,46,46.5,-0.18872778297474468,0.3112722170252553,23.12852552659764
2024-01,monthly,Part_2,C_400,234198,125348,101133,7717,0.5352223332393957,0.4318269156867266,0.03295075107387766,0,1.0,105,False,16.482722329415893,16,16.5,-0.48272232941589266,0.01727767058410734,29.274416816200976,29,29.5,-0.2744168162009757,0.2255831837990243,44.03178142076503,44,44.5,-0.031781420765028656,0.46821857923497134,48.517365710080924,48,48.5,-0.5173657100809237,-0.01736571008092369,26.03178142076503
2024-02,monthly,Part_2,C_999,7536907,4338109,2893879,304919,0.5755821320337374,0.38396108642444443,0.04045678154181815,252,0.9999665645337006,105,False,14.785488088545508,14,14.5,-0.7854880885455078,-0.2854880885455078,28.197363661459672,28,28.5,-0.1973636614596721,0.3026363385403279,44.62936136585008,44,44.5,-0.6293613658500803,-0.1293613658500803,50.004627280909894,50,50.5,-0.004627280909893727,0.4953727190901063,26.62936136585008
2024-02,monthly,Part_2,C_100,421906,233699,166491,21716,0.5539124828753325,0.3946163363403222,0.05147118078434533,19,0.999954966272108,105,False,15.561303827751196,15,15.5,-0.5613038277511961,-0.06130382775119614,29.724351365100897,29,29.5,-0.7243513651008975,-0.22435136510089748,47.008552727272736,47,47.5,-0.00855272727273615,0.49144727272726385,52.301310679611625,52,52.5,-0.3013106796116247,0.19868932038837528,29.008552727272736
2024-02,monthly,Part_2,C_110,842354,457149,340503,44702,0.5427041362657505,0.4042279136799968,0.05306795005425272,36,0.9999572626235526,105,False,16.157894736842106,16,16.5,-0.1578947368421062,0.3421052631578938,29.945572263993316,29,29.5,-0.9455722639933164,-0.4455722639933164,47.18559424678275,47,47.5,-0.18559424678274894,0.31440575321725106,52.664344473007695,52,52.5,-0.6643444730076951,-0.16434447300769506,29.18559424678275
2024-02,monthly,Part_2,C_120,627870,308825,279855,39190,0.4918613725771258,0.4457212480290506,0.06241737939382356,19,0.9999697389587017,105,False,18.409520756531496,18,18.5,-0.4095207565314958,0.09047924346850422,33.59018397764322,33,33.5,-0.5901839776432212,-0.09018397764322117,49.60646178092987,49,49.5,-0.6064617809298696,-0.10646178092986958,54.01182634730539,54,54.5,-0.01182634730538723,0.48817365269461277,31.60646178092987
2024-02,monthly,Part_2,C_130,607752,389735,203481,14536,0.641273085074175,0.3348092643051771,0.023917650620647896,3,0.9999950637760139,105,False,12.351101086246809,12,12.5,-0.3511010862468087,0.1488989137531913,24.012810769731843,24,24.5,-0.012810769731842697,0.4871892302681573,40.27931767833407,40,40.5,-0.27931767833406695,0.22068232166593305,45.25172193877552,45,45.5,-0.25172193877551763,0.24827806122448237,22.279317678334067
2024-02,monthly,Part_2,C_301,390450,233718,142865,13867,0.598586246638494,0.36589832244845694,0.03551543091304905,3,0.999992316557818,105,False,13.958960590660658,13,13.5,-0.9589605906606575,-0.45896059066065753,26.80807970221152,26,26.5,-0.8080797022115185,-0.3080797022115185,43.32102022867194,43,43.5,-0.3210202286719408,0.1789797713280592,48.890085127691535,48,48.5,-0.8900851276915347,-0.3900851276915347,25.32102022867194
2024-02,monthly,Part_2,C_320,399094,239037,150172,9885,0.5989491197562479,0.37628227936275666,0.024768600880995455,1,0.9999974943246454,105,False,14.124244338175584,14,14.5,-0.12424433817558445,0.37575566182441555,25.942286947141316,25,25.5,-0.9422869471413158,-0.4422869471413158,41.06729458917837,41,41.5,-0.06729458917836695,0.43270541082163305,45.93252069917203,45,45.5,-0.9325206991720307,-0.43252069917203073,23.067294589178367
2024-02,monthly,Part_2,C_400,233760,125156,101105,7499,0.535403832991102,0.4325162559890486,0.032079911019849416,1,0.9999957221081451,105,False,16.56304202801868,16,16.5,-0.5630420280186783,-0.06304202801867831,29.511482254697285,29,29.5,-0.5114822546972846,-0.011482254697284588,43.61139772045592,43,43.5,-0.6113977204559191,-0.11139772045591911,48.37047970479705,48,48.5,-0.3704797047970487,0.12952029520295127,25.61139772045592
2024-03,monthly,Part_2,C_999,7538830,4312728,2916803,309299,0.5720686101158933,0.3869039360219026,0.041027453862204084,232,0.999969225993954,105,False,14.869446544516588,14,14.5,-0.8694465445165882,-0.3694465445165882,28.049738538816207,28,28.5,-0.04973853881620727,0.45026146118379273,44.66963716924392,44,44.5,-0.66963716924392,-0.16963716924392003,49.738497198671226,49,49.5,-0.7384971986712259,-0.23849719867122587,26.66963716924392
2024-03,monthly,Part_2,C_100,421329,233438,166896,20995,0.5540515843912952,0.3961179980490306,0.04983041755967427,17,0.9999596514837573,105,False,15.586742109634551,15,15.5,-0.5867421096345513,-0.08674210963455131,29.50425442291491,29,29.5,-0.5042544229149115,-0.004254422914911515,46.321588126159554,46,46.5,-0.3215881261595541,0.17841187384044588,51.95963276836157,51,51.5,-0.9596327683615726,-0.45963276836157263,28.321588126159554
2024-03,monthly,Part_2,C_110,835449,448436,343897,43116,0.5367604725123856,0.4116313503277878,0.05160817715982663,28,0.9999664850876594,105,False,16.42932425617751,16,16.5,-0.4293242561775088,0.0706757438224912,29.802375405607787,29,29.5,-0.802375405607787,-0.302375405607787,46.63560734742249,46,46.5,-0.6356073474224928,-0.1356073474224928,52.3294629720451,52,52.5,-0.3294629720450999,0.1705370279549001,28.635607347422493
2024-03,monthly,Part_2,C_120,639365,313073,283224,43068,0.4896623994119165,0.4429770162583188,0.06736058432976469,18,0.9999718470670118,105,False,18.481250910149992,18,18.5,-0.481250910149992,0.018749089850008005,33.577305925315116,33,33.5,-0.577305925315116,-0.07730592531511604,49.85685515104571,49,49.5,-0.856855151045707,-0.356855151045707,54.615889011595804,54,54.5,-0.6158890115958044,-0.11588901159580445,31.856855151045707
2024-03,monthly,Part_2,C_130,611342,391359,204546,15437,0.6401637708516673,0.334585223982648,0.025251005165684674,3,0.9999950927631343,105,False,11.231085714285713,11,11.5,-0.23108571428571345,0.26891428571428655,24.144901701130692,24,24.5,-0.14490170113069212,0.3550982988693079,40.57950948634892,40,40.5,-0.5795094863489183,-0.0795094863489183,45.567334494773526,45,45.5,-0.5673344947735259,-0.06733449477352593,22.57950948634892
2024-03,monthly,Part_2,C_301,390454,231005,145345,14104,0.591631792733587,0.37224615447658366,0.03612205278982927,2,0.9999948777576873,105,False,14.06219640971489,14,14.5,-0.06219640971488971,0.4378035902851103,26.911785277146354,26,26.5,-0.9117852771463539,-0.41178527714635393,43.18941017559658,43,43.5,-0.1894101755965778,0.3105898244034222,48.55033460803059,48,48.5,-0.5503346080305889,-0.05033460803058887,25.189410175596578
2024-03,monthly,Part_2,C_320,405304,240196,154556,10552,0.5926317036101297,0.38133351755719164,0.02603477883267868,1,0.9999975327161834,105,False,14.27361804400074,14,14.5,-0.27361804400073986,0.22638195599926014,26.23090332805071,26,26.5,-0.23090332805071156,0.26909667194928844,41.46664893617021,41,41.5,-0.4666489361702091,0.03335106382979092,46.29560776302349,46,46.5,-0.2956077630234901,0.20439223697650988,23.46664893617021
2024-03,monthly,Part_2,C_400,231781,122187,102403,7191,0.527165729719002,0.4418092941181546,0.031024976162843373,1,0.9999956855825111,105,False,16.856493043168033,16,16.5,-0.8564930431680331,-0.3564930431680331,29.65121340015827,29,29.5,-0.6512134001582695,-0.15121340015826945,43.93127003699138,43,43.5,-0.9312700369913784,-0.43127003699137845,48.02797123391369,48,48.5,-0.027971233913689275,0.4720287660863107,25.93127003699138
2024-04,monthly,Part_2,C_999,7570371,4408948,2858834,302589,0.5823952353193786,0.37763459677207367,0.039970167908547675,275,0.9999636741713187,105,False,13.913199656343814,13,13.5,-0.9131996563438136,-0.4131996563438136,28.016324127101424,28,28.5,-0.016324127101423613,0.4836758728985764,44.76257426109516,44,44.5,-0.7625742610951605,-0.26257426109516047,49.82017185234483,49,49.5,-0.8201718523448278,-0.3201718523448278,26.76257426109516
2024-04,monthly,Part_2,C_100,424237,240288,164022,19927,0.5664003846906328,0.38662822903235694,0.04697138627701026,10,0.9999764282700472,105,False,14.563939364493246,14,14.5,-0.5639393644932458,-0.06393936449324578,29.357977158677972,29,29.5,-0.3579771586779721,0.14202284132202792,46.34284145504463,46,46.5,-0.3428414550446277,0.1571585449553723,51.31033279656466,51,51.5,-0.3103327965646585,0.1896672034353415,28.342841455044628
2024-04,monthly,Part_2,C_110,832905,455785,335781,41339,0.5472232727621997,0.4031444162299422,0.04963231100785804,33,0.9999603796351325,105,False,15.33904159929443,15,15.5,-0.3390415992944291,0.16095840070557088,29.889547052913596,29,29.5,-0.8895470529135956,-0.3895470529135956,46.72643567532884,46,46.5,-0.7264356753288368,-0.2264356753288368,51.91641648471616,51,51.5,-0.9164164847161587,-0.41641648471615866,28.726435675328837
2024-04,monthly,Part_2,C_120,652244,327399,280362,44483,0.5019578562623803,0.42984220629089726,0.0681999374467224,17,0.99997393613433,105,False,17.818194760820045,17,17.5,-0.8181947608200453,-0.3181947608200453,32.92867705608008,32,32.5,-0.9286770560800832,-0.4286770560800832,50.18888933520787,50,50.5,-0.18888933520786821,0.3111106647921318,55.29946902654864,55,55.5,-0.2994690265486426,0.2005309734513574,32.18888933520787
2024-04,monthly,Part_2,C_130,613214,400974,197181,15059,0.6538891806123148,0.32155332396194475,0.02455749542574044,4,0.999993476991719,105,False,11.327274643064117,11,11.5,-0.3272746430641167,0.1727253569358833,23.991198270537367,23,23.5,-0.9911982705373674,-0.4911982705373674,40.46248190279214,40,40.5,-0.46248190279214185,0.03751809720785815,45.714014786242345,45,45.5,-0.7140147862423447,-0.2140147862423447,22.462481902792142
2024-04,monthly,Part_2,C_301,392168,237712,141300,13156,0.606148385385855,0.3603047673446074,0.03354684726953754,2,0.9999949001448359,105,False,13.098412394797245,13,13.5,-0.09841239479724528,0.4015876052027547,26.625472207231518,26,26.5,-0.6254722072315175,-0.12547220723151753,42.86648355619805,42,42.5,-0.8664835561980482,-0.3664835561980482,47.98400383141761,47,47.5,-0.9840038314176098,-0.48400383141760983,24.866483556198048
2024-04,monthly,Part_2,C_320,410149,246974,152969,10206,0.6021567771712232,0.37295958298081916,0.024883639847957693,0,1.0,105,False,13.4315445026178,13,13.5,-0.4315445026178004,0.06845549738219958,26.099474035732175,26,26.5,-0.09947403573217528,0.4005259642678247,41.55258760107817,41,41.5,-0.552587601078173,-0.05258760107817295,46.189180722891564,46,46.5,-0.18918072289156385,0.31081927710843615,23.552587601078173
2024-04,monthly,Part_2,C_400,234119,124840,102034,7245,0.5332330994067119,0.43582109952630926,0.030945801066978758,2,0.9999914573357993,105,False,15.954460333673817,15,15.5,-0.9544603336738167,-0.45446033367381666,29.998181083265965,29,29.5,-0.9981810832659654,-0.49818108326596544,44.26891228070176,44,44.5,-0.26891228070176254,0.23108771929823746,48.33495260663506,48,48.5,-0.33495260663506343,0.16504739336493657,26.268912280701763
2024-05,monthly,Part_2,C_999,7601650,4491807,2802343,307500,0.5908989495701591,0.3686493064005841,0.0404517440292568,259,0.9999659284497444,105,False,14.20351310694919,14,14.5,-0.20351310694919,0.29648689305081,28.116996572447682,28,28.5,-0.11699657244768247,0.38300342755231753,44.950909194334365,44,44.5,-0.9509091943343648,-0.4509091943343648,49.998513651919765,49,49.5,-0.9985136519197653,-0.49851365191976527,26.950909194334365
2024-05,monthly,Part_2,C_100,423275,241452,161903,19920,0.5704376587325025,0.38250073829070935,0.04706160297678814,8,0.9999810997578407,105,False,14.951223021582734,14,14.5,-0.9512230215827344,-0.4512230215827344,29.515443189596166,29,29.5,-0.5154431895961658,-0.015443189596165752,46.49411764705882,46,46.5,-0.4941176470588218,0.005882352941178226,51.412216446124766,51,51.5,-0.4122164461247664,0.08778355387523362,28.49411764705882
2024-05,monthly,Part_2,C_110,837731,469098,326220,42413,0.5599625655490844,0.38940901076837314,0.05062842368254249,28,0.999966576383111,105,False,15.43520601165525,15,15.5,-0.4352060116552501,0.06479398834474992,29.978368587608262,29,29.5,-0.9783685876082622,-0.4783685876082622,47.19057511327989,47,47.5,-0.19057511327989118,0.3094248867201088,52.1701519069166,52,52.5,-0.1701519069166011,0.3298480930833989,29.19057511327989
2024-05,monthly,Part_2,C_120,656628,333974,277262,45392,0.5086197969017465,0.42225125946502434,0.06912894363322916,6,0.9999908624061112,105,False,17.62826743727834,17,17.5,-0.628267437278339,-0.128267437278339,32.970428353989995,32,32.5,-0.9704283539899947,-0.4704283539899947,50.446750718867506,50,50.5,-0.4467507188675057,0.053249281132494275,55.4228832951945,55,55.5,-0.4228832951945023,0.0771167048054977,32.446750718867506
2024-05,monthly,Part_2,C_130,613435,407490,190517,15428,0.6642757586378345,0.3105740624516045,0.02515017891056102,9,0.999985328518914,105,False,11.653950604632097,11,11.5,-0.6539506046320973,-0.1539506046320973,23.882650148435715,23,23.5,-0.8826501484357152,-0.3826501484357152,40.31643512450854,40,40.5,-0.31643512450853706,0.18356487549146294,45.73645617667357,45,45.5,-0.7364561766735704,-0.23645617667357044,22.316435124508537
2024-05,monthly,Part_2,C_301,390517,238399,139227,12891,0.6104702228072018,0.35651969056404714,0.033010086628751115,1,0.9999974392920155,105,False,13.39943734503147,13,13.5,-0.39943734503147077,0.10056265496852923,26.864289446186,26,26.5,-0.8642894461859996,-0.36428944618599957,42.97712864250178,42,42.5,-0.977128642501782,-0.477128642501782,47.907408325074314,47,47.5,-0.9074083250743143,-0.40740832507431435,24.977128642501782
2024-05,monthly,Part_2,C_320,412379,250004,151665,10710,0.6062481358168093,0.3677806095848722,0.025971254598318536,1,0.999997575046256,105,False,13.858702270157432,13,13.5,-0.8587022701574316,-0.3587022701574316,26.45659151401284,26,26.5,-0.45659151401283893,0.04340848598716107,41.82291408934708,41,41.5,-0.8229140893470799,-0.3229140893470799,46.596717284502006,46,46.5,-0.5967172845020059,-0.0967172845020059,23.82291408934708
2024-05,monthly,Part_2,C_400,234234,125936,100447,7851,0.5376503838042299,0.428831851908775,0.03351776428699506,1,0.9999957307649615,105,False,16.44440660650434,16,16.5,-0.44440660650434083,0.05559339349565917,30.554012345679013,30,30.5,-0.5540123456790127,-0.0540123456790127,44.979727891156465,44,44.5,-0.9797278911564646,-0.47972789115646464,48.968326693227084,48,48.5,-0.968326693227084,-0.468326693227084,26.979727891156465
2024-06,monthly,Part_2,C_999,7621297,4487082,2831522,302693,0.5887556934206868,0.371527575949343,0.0397167306299702,120,0.9999842546485198,105,False,14.342254037421007,14,14.5,-0.34225403742100724,0.15774596257899276,27.924810044387588,27,27.5,-0.9248100443875877,-0.42481004438758774,44.69614424746598,44,44.5,-0.6961442474659805,-0.19614424746598047,49.809782412073275,49,49.5,-0.8097824120732753,-0.3097824120732753,26.69614424746598
2024-06,monthly,Part_2,C_100,423728,240583,162755,20390,0.5677769701317826,0.38410253747687195,0.048120492391345394,10,0.9999763999546879,105,False,14.996713388110198,14,14.5,-0.9967133881101979,-0.49671338811019794,29.51336146272855,29,29.5,-0.5133614627285503,-0.013361462728550322,46.62157642220699,46,46.5,-0.6215764222069922,-0.12157642220699216,51.64382826475849,51,51.5,-0.6438282647584899,-0.14382826475848987,28.621576422206992
2024-06,monthly,Part_2,C_110,840043,471570,325815,42658,0.561364120646205,0.3878551455104084,0.05078073384338659,18,0.9999785725254541,105,False,15.353610019646366,15,15.5,-0.35361001964636607,0.14638998035363393,29.888824239289715,29,29.5,-0.8888242392897148,-0.38882423928971477,47.034881960713655,47,47.5,-0.03488196071365479,0.4651180392863452,52.15953539284845,52,52.5,-0.1595353928484471,0.3404646071515529,29.034881960713655
2024-06,monthly,Part_2,C_120,658437,329861,283743,44833,0.5009757957101438,0.43093416682233837,0.06809003746751777,7,0.9999893687626911,105,False,17.957843973492555,17,17.5,-0.9578439734925546,-0.45784397349255457,32.75837593821386,32,32.5,-0.7583759382138595,-0.2583759382138595,50.144181217555456,50,50.5,-0.144181217555456,0.355818782444544,55.25259648127129,55,55.5,-0.25259648127129,0.24740351872871003,32.144181217555456
2024-06,monthly,Part_2,C_130,610276,403453,191918,14905,0.6610992403437134,0.31447738400330344,0.02442337565298324,8,0.9999868911771067,105,False,11.41541575307809,11,11.5,-0.41541575307809,0.08458424692191002,22.7878032409627,22,22.5,-0.7878032409626989,-0.28780324096269894,39.78209689081707,39,39.5,-0.7820968908170727,-0.2820968908170727,45.32013840830448,45,45.5,-0.32013840830448004,0.17986159169551996,21.782096890817073
2024-06,monthly,Part_2,C_301,390983,237239,141769,11975,0.606775742167818,0.3625963277175734,0.030627930114608563,3,0.9999923270321216,105,False,13.616275129884798,13,13.5,-0.6162751298847979,-0.11627512988479793,26.436172006745362,26,26.5,-0.4361720067453625,0.0638279932546375,42.4475795706884,42,42.5,-0.44757957068839715,0.052420429311602845,47.569225543478254,47,47.5,-0.5692255434782538,-0.06922554347825383,24.447579570688397
2024-06,monthly,Part_2,C_320,417312,251224,155862,10226,0.6020052143240548,0.3734903381642512,0.024504447511693887,0,1.0,105,False,14.057435363525942,14,14.5,-0.057435363525941696,0.4425646364740583,25.875049741345006,25,25.5,-0.8750497413450056,-0.37504974134500557,41.281671018276775,41,41.5,-0.281671018276775,0.218328981723225,46.244622222222205,46,46.5,-0.24462222222220475,0.25537777777779525,23.281671018276775
2024-06,monthly,Part_2,C_400,234156,125101,100733,8322,0.5342634824646817,0.4301961085771879,0.03554040895813048,1,0.9999957293428313,105,False,16.582995237255247,16,16.5,-0.5829952372552469,-0.08299523725524693,30.60514018691589,30,30.5,-0.6051401869158894,-0.10514018691588944,45.377021276595755,45,45.5,-0.37702127659575524,0.12297872340424476,49.52425644415068,49,49.5,-0.5242564441506801,-0.024256444150680068,27.377021276595755
2024-07,monthly,Part_2,C_999,7623081,4484009,2848746,290326,0.5882147913684769,0.3737000826831041,0.03808512594841902,107,0.9999859636805644,105,False,13.983266435858885,13,13.5,-0.9832664358588854,-0.4832664358588854,26.86000076837046,26,26.5,-0.8600007683704582,-0.36000076837045825,44.108175717852696,44,44.5,-0.10817571785269564,0.39182428214730436,49.418164443612824,49,49.5,-0.4181644436128238,0.08183555638717621,26.108175717852696
2024-07,monthly,Part_2,C_100,419781,240220,159366,20195,0.5722507688532831,0.37964081270948424,0.04810841843723275,9,0.9999785602492728,105,False,14.508549027016814,14,14.5,-0.508549027016814,-0.008549027016814037,28.37300066644452,28,28.5,-0.37300066644451846,0.12699933355548154,46.35869884575027,46,46.5,-0.35869884575026845,0.14130115424973155,51.64037590579708,51,51.5,-0.6403759057970788,-0.14037590579707881,28.35869884575027
2024-07,monthly,Part_2,C_110,850977,485146,324223,41608,0.5701047149335411,0.3810008966164773,0.04889438844998161,17,0.9999800229618426,105,False,14.607564041643268,14,14.5,-0.6075640416432684,-0.10756404164326838,28.356761493315943,28,28.5,-0.3567614933159433,0.1432385066840567,46.31072625698325,46,46.5,-0.3107262569832514,0.1892737430167486,51.787522583559145,51,51.5,-0.7875225835591451,-0.28752258355914506,28.31072625698325
2024-07,monthly,Part_2,C_120,657441,324733,290574,42134,0.4939348169645641,0.4419773029062684,0.06408788012916748,7,0.9999893526567403,105,False,18.272575022216145,18,18.5,-0.27257502221614516,0.22742497778385484,32.51071153210706,32,32.5,-0.5107115321070594,-0.01071153210705944,49.44659539082917,49,49.5,-0.44659539082916666,0.05340460917083334,54.6572161741835,54,54.5,-0.6572161741835032,-0.1572161741835032,31.446595390829167
2024-07,monthly,Part_2,C_130,606819,398903,194158,13758,0.65736735336237,0.3199603176565005,0.022672328981129464,1,0.999998352062147,105,False,11.584555106167846,11,11.5,-0.584555106167846,-0.084555106167846,22.897648125178897,22,22.5,-0.8976481251788968,-0.3976481251788968,39.4620956155561,39,39.5,-0.4620956155561018,0.03790438444389821,44.54665688193083,44,44.5,-0.5466568819308293,-0.046656881930829286,21.462095615556102
2024-07,monthly,Part_2,C_301,389622,237948,141189,10485,0.6107150006929793,0.36237430124582287,0.026910698061197776,1,0.9999974334098177,105,False,13.317516316810725,13,13.5,-0.3175163168107247,0.18248368318927533,25.515731985653733,25,25.5,-0.5157319856537335,-0.01573198565373346,41.535986577181205,41,41.5,-0.5359865771812053,-0.03598657718120535,46.341559086395215,46,46.5,-0.3415590863952147,0.1584409136047853,23.535986577181205
2024-07,monthly,Part_2,C_320,417864,250335,157725,9804,0.5990824765952558,0.37745534432255473,0.02346217908218942,0,1.0,105,False,13.812559391827685,13,13.5,-0.8125593918276852,-0.3125593918276852,25.647116875793035,25,25.5,-0.647116875793035,-0.147116875793035,41.116428340342935,41,41.5,-0.11642834034293514,0.38357165965706486,45.68073788073787,45,45.5,-0.6807378807378726,-0.18073788073787256,23.116428340342935
