previous_period,period,provider,provider_name,before,after,difference,same_provider
2024-06,2024-07,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18915,18976,61,True
2024-06,2024-07,RPG,OXLEAS NHS FOUNDATION TRUST,2187,2161,-26,True
2024-06,2024-07,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1897,1935,38,True
2024-06,2024-07,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,27272,26347,-925,True
2024-06,2024-07,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,62413,61238,-1175,True
2024-06,2024-07,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,31928,36850,4922,True
2024-06,2024-07,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,33765,34299,534,True
2024-06,2024-07,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11772,11471,-301,True
2024-06,2024-07,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,90898,86576,-4322,True
2024-06,2024-07,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,5795,5060,-735,True
2024-06,2024-07,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",56716,57522,806,True
2024-06,2024-07,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15473,15486,13,True
2024-06,2024-07,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,125315,123355,-1960,True
2024-06,2024-07,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74958,75055,97,True
2024-06,2024-07,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,325,319,-6,True
2024-06,2024-07,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,101774,102762,988,True
2024-06,2024-07,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72699,72695,-4,True
2024-06,2024-07,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34987,34789,-198,True
2024-06,2024-07,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107470,107494,24,True
2024-06,2024-07,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84287,85804,1517,True
2024-06,2024-07,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,56146,57874,1728,True
2024-06,2024-07,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,47638,47889,251,True
2024-06,2024-07,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56294,57239,945,True
2024-06,2024-07,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,31306,31220,-86,True
2024-06,2024-07,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1843,1882,39,True
2024-06,2024-07,RVJ,NORTH BRISTOL NHS TRUST,46252,45732,-520,True
2024-06,2024-07,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50232,50341,109,True
2024-06,2024-07,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85778,85604,-174,True
2024-06,2024-07,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,21055,20792,-263,True
2024-06,2024-07,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3927,3704,-223,True
2024-06,2024-07,RW4,MERSEY CARE NHS FOUNDATION TRUST,50,64,14,True
2024-06,2024-07,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1544,1559,15,True
2024-06,2024-07,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,77205,77622,417,True
2024-06,2024-07,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71372,71776,404,True
2024-06,2024-07,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,112638,113500,862,True
2024-06,2024-07,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,44761,45074,313,True
2024-06,2024-07,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,53404,51474,-1930,True
2024-06,2024-07,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59011,57740,-1271,True
2024-06,2024-07,RWJ,STOCKPORT NHS FOUNDATION TRUST,37887,37379,-508,True
2024-06,2024-07,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,62018,61227,-791,True
2024-06,2024-07,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,36121,36377,256,True
2024-06,2024-07,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,171,168,-3,True
2024-06,2024-07,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35870,35336,-534,True
2024-06,2024-07,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,86661,89380,2719,True
2024-06,2024-07,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",188,210,22,True
2024-06,2024-07,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,54385,54957,572,True
2024-06,2024-07,RXF,MID YORKSHIRE TEACHING NHS TRUST,55693,55940,247,True
2024-06,2024-07,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3268,3363,95,True
2024-06,2024-07,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76281,77190,909,True
2024-06,2024-07,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,34017,34003,-14,True
2024-06,2024-07,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58299,58361,62,True
2024-06,2024-07,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,41168,40893,-275,True
2024-06,2024-07,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,50088,48682,-1406,True
2024-06,2024-07,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,71474,72330,856,True
2024-06,2024-07,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,47563,49625,2062,True
2024-06,2024-07,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,316,269,-47,True
2024-06,2024-07,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,98096,96311,-1785,True
2024-06,2024-07,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,136394,133716,-2678,True
2024-06,2024-07,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16118,15733,-385,True
2024-06,2024-07,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2770,2516,-254,True
2024-06,2024-07,S1Z4X,NEWMEDICA - BIRMINGHAM,426,498,72,True
2024-06,2024-07,T4I8V,SPAMEDICA CHESTERFIELD,14,30,16,True
2024-06,2024-07,T8R5I,SPAMEDICA WOKINGHAM,174,220,46,True
2024-06,2024-07,T8V3L,SPAMEDICA DONCASTER,156,177,21,True
2024-06,2024-07,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,450,395,-55,True
2024-06,2024-07,V4U1Y,SPAMEDICA CHESTER,102,87,-15,True
2024-06,2024-07,V5F1D,SPAMEDICA TELFORD,97,141,44,True
2024-06,2024-07,V8N5R,SPAMEDICA DALSTON,192,213,21,True
2024-06,2024-07,Y8L9S,SPAMEDICA BROMLEY,248,260,12,True
2024-06,2024-07,Z5J5V,SPAMEDICA HAYDOCK,94,153,59,True
2024-06,2024-07,Z9Z1G,SPAMEDICA GATESHEAD,194,183,-11,True
2024-07,2024-08,8KL73,ENDOCARE DIAGNOSTICS,55,51,-4,True
2024-07,2024-08,A0C5S,SPAMEDICA GLOUCESTER,82,88,6,True
2024-07,2024-08,A1U4J,SPAMEDICA PORTSMOUTH,0,4,4,False
2024-07,2024-08,A4M8P,BUCKSHAW HOSPITAL,3415,3327,-88,True
2024-07,2024-08,A4Q9X,NEWMEDICA LEICESTER,173,190,17,True
2024-07,2024-08,AAH,TETBURY HOSPITAL TRUST LTD,358,321,-37,True
2024-07,2024-08,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,3274,3750,476,True
2024-07,2024-08,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,17,20,3,True
2024-07,2024-08,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,342,315,-27,True
2024-07,2024-08,ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),110,106,-4,True
2024-07,2024-08,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,468,556,88,True
2024-07,2024-08,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,177,162,-15,True
2024-07,2024-08,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,215,251,36,True
2024-07,2024-08,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,927,843,-84,True
2024-07,2024-08,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,890,875,-15,True
2024-07,2024-08,ACG30,NEWMEDICA - WORKSOP - DUKERIES,149,105,-44,True
2024-07,2024-08,ACG31,NEWMEDICA - WORCESTER,814,666,-148,True
2024-07,2024-08,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,199,331,132,True
2024-07,2024-08,ACG37,NEWMEDICA - IPSWICH,1140,1003,-137,True
2024-07,2024-08,ACG38,NEWMEDICA - LANGFORD,238,204,-34,True
2024-07,2024-08,ACG39,NEWMEDICA - SWINDON,224,212,-12,True
2024-07,2024-08,ACG40,NEWMEDICA - WAKEFIELD,471,419,-52,True
2024-07,2024-08,ACM,EYE CARE MEDICAL LTD,6,12,6,True
2024-07,2024-08,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,2109,2372,263,True
2024-07,2024-08,ADP02,KIMS HOSPITAL (NEWNHAM COURT),1574,1623,49,True
2024-07,2024-08,AHP,ST MICHAEL'S CLINIC LIMITED,1731,1993,262,True
2024-07,2024-08,AJ8,THE GRANGE MEDICAL CENTRE HQ,149,126,-23,True
2024-07,2024-08,AJX,SUSSEX MSK PARTNERSHIP 2,7553,7527,-26,True
2024-07,2024-08,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,100,113,13,True
2024-07,2024-08,AY1,MEDEFER,3839,4249,410,True
2024-07,2024-08,B1A5K,NEWMEDICA - NOTTINGHAM,698,671,-27,True
2024-07,2024-08,B3M1X,CLAREMONT PRIVATE HOSPITAL,1470,1413,-57,True
2024-07,2024-08,B4N1U,SPAMEDICA ROMFORD,353,370,17,True
2024-07,2024-08,B5M7B,NEWMEDICA - NORWICH,534,563,29,True
2024-07,2024-08,B9J4U,SPAMEDICA PETERBOROUGH,121,114,-7,True
2024-07,2024-08,B9M3W,SPAMEDICA SOUTHAMPTON,223,225,2,True
2024-07,2024-08,C3Y0A,SPAMEDICA BLACKPOOL,78,85,7,True
2024-07,2024-08,D3O0Z,PLYMOUTH NEWMEDICA LTD,343,365,22,True
2024-07,2024-08,D5P5H,SPAMEDICA BEXHILL,190,194,4,True
2024-07,2024-08,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),879,794,-85,True
2024-07,2024-08,DFY01,COTSWOLDS SURGICAL PARTNERS,269,215,-54,True
2024-07,2024-08,DTT,PHOENIX PUBLIC HEALTH LTD,267,310,43,True
2024-07,2024-08,DX1,THE NEW FOSCOTE HOSPITAL LTD,220,275,55,True
2024-07,2024-08,DXV,OMNES HEALTHCARE LTD,7250,8507,1257,True
2024-07,2024-08,E1U4T,SPAMEDICA CARLISLE,135,149,14,True
2024-07,2024-08,E3D4A,SPAMEDICA TRURO,129,112,-17,True
2024-07,2024-08,F0R0W,NEWMEDICA - DARLINGTON,18,20,2,True
2024-07,2024-08,F9Z4V,CIRCLE READING HOSPITAL,1430,1586,156,True
2024-07,2024-08,G3O5P,SPAMEDICA NEWARK,181,218,37,True
2024-07,2024-08,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,1028,976,-52,True
2024-07,2024-08,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),3233,3073,-160,True
2024-07,2024-08,G5X2Q,SPAMEDICA NORTH TYNESIDE,98,116,18,True
2024-07,2024-08,G6S7A,SPAMEDICA TAUNTON,0,111,111,False
2024-07,2024-08,GEC01,RAPID INVESTIGATION SERVICE,153,200,47,True
2024-07,2024-08,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,3430,3253,-177,True
2024-07,2024-08,H4J9P,NEWMEDICA AZTEC WEST,314,309,-5,True
2024-07,2024-08,I2C7H,SPAMEDICA BRADFORD,183,187,4,True
2024-07,2024-08,I9A4A,SPAMEDICA BRIGHTON,205,218,13,True
2024-07,2024-08,J2H6H,SPAMEDICA COLCHESTER,114,154,40,True
2024-07,2024-08,J3J8Z,NEWMEDICA - OXFORDSHIRE,611,470,-141,True
2024-07,2024-08,J3X4C,SPAMEDICA WORCESTER,84,111,27,True
2024-07,2024-08,J7V1N,SPAMEDICA SOLIHULL,144,180,36,True
2024-07,2024-08,K8I4X,GLENDON WOOD HOSPITAL,1588,1675,87,True
2024-07,2024-08,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),861,996,135,True
2024-07,2024-08,L4R3R,NEWMEDICA - HAMPSHIRE,507,593,86,True
2024-07,2024-08,L6O7H,SPAMEDICA POOLE,716,584,-132,True
2024-07,2024-08,L9D3Z,SPAMEDICA LEICESTER,20,85,65,True
2024-07,2024-08,M0N7E,SPAMEDICA SITTINGBOURNE,107,85,-22,True
2024-07,2024-08,M3R0W,SPAMEDICA NORWICH,92,63,-29,True
2024-07,2024-08,M4C5R,NEWMEDICA - NORTHAMPTON,929,780,-149,True
2024-07,2024-08,M5E1S,SPAMEDICA EXETER,240,276,36,True
2024-07,2024-08,M7C9Q,SPAMEDICA EPSOM,232,230,-2,True
2024-07,2024-08,N6Z0R,NEWMEDICA - LINCOLN,11,17,6,True
2024-07,2024-08,N8R1N,NEWMEDICA - BERKSHIRE,55,76,21,True
2024-07,2024-08,NAM01,PROBUS SURGICAL CENTRE,1101,1097,-4,True
2024-07,2024-08,NCN,DMC HEALTHCARE,2632,2878,246,True
2024-07,2024-08,NCR,ISIGHT,892,889,-3,True
2024-07,2024-08,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,792,819,27,True
2024-07,2024-08,NDL01,SUFFOLK GP FEDERATION,83,50,-33,True
2024-07,2024-08,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,686,763,77,True
2024-07,2024-08,NEY,PIONEER HEALTHCARE LIMITED,2619,2754,135,True
2024-07,2024-08,NFH,SOMERSET SURGICAL SERVICES HQ,824,835,11,True
2024-07,2024-08,NL3,CARE PLUS GROUP,235,187,-48,True
2024-07,2024-08,NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,2167,2432,265,True
2024-07,2024-08,NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,320,405,85,True
2024-07,2024-08,NLX,SIRONA CARE & HEALTH,5120,5405,285,True
2024-07,2024-08,NMG,CONNECT HEALTH LIMITED,15938,14918,-1020,True
2024-07,2024-08,NN4,TYNESIDE SURGICAL SERVICES LTD,1048,1075,27,True
2024-07,2024-08,NN5,MANCHESTER SURGICAL SERVICES LTD,319,257,-62,True
2024-07,2024-08,NN8,SPENCER PRIVATE HOSPITALS LTD,3291,3273,-18,True
2024-07,2024-08,NNE,DORKING HEALTHCARE LIMITED (DHC),5490,5657,167,True
2024-07,2024-08,NPG01,SPAMEDICA MANCHESTER,121,188,67,True
2024-07,2024-08,NPG02,SPAMEDICA WIRRAL,143,169,26,True
2024-07,2024-08,NPG06,SPAMEDICA LIVERPOOL,208,228,20,True
2024-07,2024-08,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),139,156,17,True
2024-07,2024-08,NPG08,SPAMEDICA BOLTON,154,189,35,True
2024-07,2024-08,NPG10,SPAMEDICA SHEFFIELD,132,135,3,True
2024-07,2024-08,NPG11,SPAMEDICA BIRMINGHAM,272,281,9,True
2024-07,2024-08,NPG13,SPAMEDICA SKELMERSDALE,185,180,-5,True
2024-07,2024-08,NPG14,SPAMEDICA WIDNES,97,102,5,True
2024-07,2024-08,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,184,173,-11,True
2024-07,2024-08,NPG16,SPAMEDICA CHELMSFORD,570,474,-96,True
2024-07,2024-08,NPG17,SPAMEDICA PRESTON,155,161,6,True
2024-07,2024-08,NPG18,SPAMEDICA HULL,174,160,-14,True
2024-07,2024-08,NPG19,SPAMEDICA BEDFORD,233,213,-20,True
2024-07,2024-08,NPG20,SPAMEDICA WOLVERHAMPTON,181,252,71,True
2024-07,2024-08,NPG21,SPAMEDICA COVENTRY,229,248,19,True
2024-07,2024-08,NPG22,SPAMEDICA STOCKTON-ON-TEES,100,111,11,True
2024-07,2024-08,NPG23,SPAMEDICA DERBY,117,157,40,True
2024-07,2024-08,NPR01,ABOUT HEALTH HQ,1674,1856,182,True
2024-07,2024-08,NQH,NOVUS HEALTH LTD,1142,1172,30,True
2024-07,2024-08,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,147,134,-13,True
2024-07,2024-08,NQT5K,ST MARTINS HOSPITAL,874,954,80,True
2024-07,2024-08,NQTH0,HCRG CARE EAST RIDING LLP,3652,3359,-293,True
2024-07,2024-08,NQX01,PROVIDE WELLBEING @ TOLLGATE CLINIC,113,137,24,True
2024-07,2024-08,NR5,LIVEWELL SOUTHWEST,66,83,17,True
2024-07,2024-08,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,429,479,50,True
2024-07,2024-08,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",358,425,67,True
2024-07,2024-08,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",1237,1310,73,True
2024-07,2024-08,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",303,359,56,True
2024-07,2024-08,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",334,354,20,True
2024-07,2024-08,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",368,396,28,True
2024-07,2024-08,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",296,314,18,True
2024-07,2024-08,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",43,36,-7,True
2024-07,2024-08,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",620,772,152,True
2024-07,2024-08,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",1359,1335,-24,True
2024-07,2024-08,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",237,503,266,True
2024-07,2024-08,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",305,300,-5,True
2024-07,2024-08,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",66,98,32,True
2024-07,2024-08,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",47,154,107,True
2024-07,2024-08,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",230,199,-31,True
2024-07,2024-08,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",239,229,-10,True
2024-07,2024-08,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",1255,1483,228,True
2024-07,2024-08,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",265,365,100,True
2024-07,2024-08,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",322,343,21,True
2024-07,2024-08,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",1448,1463,15,True
2024-07,2024-08,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",1149,1151,2,True
2024-07,2024-08,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",254,230,-24,True
2024-07,2024-08,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",1392,1062,-330,True
2024-07,2024-08,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",314,281,-33,True
2024-07,2024-08,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",254,282,28,True
2024-07,2024-08,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",353,430,77,True
2024-07,2024-08,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",598,639,41,True
2024-07,2024-08,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",523,601,78,True
2024-07,2024-08,NT301,SPIRE SOUTH BANK HOSPITAL,781,841,60,True
2024-07,2024-08,NT302,SPIRE BRISTOL HOSPITAL,935,814,-121,True
2024-07,2024-08,NT304,SPIRE SOUTHAMPTON HOSPITAL,624,544,-80,True
2024-07,2024-08,NT305,SPIRE PORTSMOUTH HOSPITAL,314,795,481,True
2024-07,2024-08,NT308,SPIRE GATWICK PARK HOSPITAL,649,695,46,True
2024-07,2024-08,NT30A,SPIRE NOTTINGHAM HOSPITAL,362,438,76,True
2024-07,2024-08,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,478,478,0,True
2024-07,2024-08,NT312,SPIRE ALEXANDRA HOSPITAL,1195,1106,-89,True
2024-07,2024-08,NT313,SPIRE WELLESLEY HOSPITAL,1784,1591,-193,True
2024-07,2024-08,NT314,SPIRE LONDON EAST,1944,1938,-6,True
2024-07,2024-08,NT315,SPIRE BUSHEY HOSPITAL,509,490,-19,True
2024-07,2024-08,NT316,SPIRE HARPENDEN HOSPITAL,652,511,-141,True
2024-07,2024-08,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,263,259,-4,True
2024-07,2024-08,NT318,SPIRE NORWICH HOSPITAL,248,243,-5,True
2024-07,2024-08,NT319,SPIRE HARTSWOOD HOSPITAL,1573,1690,117,True
2024-07,2024-08,NT320,SPIRE PARKWAY HOSPITAL,1063,1248,185,True
2024-07,2024-08,NT321,SPIRE LITTLE ASTON HOSPITAL,1475,1393,-82,True
2024-07,2024-08,NT322,SPIRE LEICESTER HOSPITAL,841,791,-50,True
2024-07,2024-08,NT324,SPIRE CHESHIRE HOSPITAL,1225,1096,-129,True
2024-07,2024-08,NT325,SPIRE MURRAYFIELD HOSPITAL,740,662,-78,True
2024-07,2024-08,NT327,SPIRE MANCHESTER HOSPITAL,631,622,-9,True
2024-07,2024-08,NT332,SPIRE LEEDS HOSPITAL,841,1012,171,True
2024-07,2024-08,NT333,SPIRE WASHINGTON HOSPITAL,1254,1113,-141,True
2024-07,2024-08,NT337,SPIRE LIVERPOOL HOSPITAL,3485,3507,22,True
2024-07,2024-08,NT339,SPIRE REGENCY HOSPITAL,1735,1321,-414,True
2024-07,2024-08,NT343,SPIRE THAMES VALLEY HOSPITAL,367,356,-11,True
2024-07,2024-08,NT344,SPIRE DUNEDIN HOSPITAL,470,501,31,True
2024-07,2024-08,NT345,SPIRE CLARE PARK HOSPITAL,264,299,35,True
2024-07,2024-08,NT347,SPIRE FYLDE COAST HOSPITAL,2796,2640,-156,True
2024-07,2024-08,NT348,SPIRE ELLAND HOSPITAL,1273,1203,-70,True
2024-07,2024-08,NT350,SPIRE METHLEY PARK HOSPITAL,1387,1252,-135,True
2024-07,2024-08,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,2774,2784,10,True
2024-07,2024-08,NT364,SPIRE MONTEFIORE HOSPITAL,707,662,-45,True
2024-07,2024-08,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,701,840,139,True
2024-07,2024-08,NT401,ALEXANDRA HOSPITAL,705,720,15,True
2024-07,2024-08,NT402,BATH CLINIC,527,555,28,True
2024-07,2024-08,NT403,BEARDWOOD HOSPITAL,2283,2457,174,True
2024-07,2024-08,NT404,BEAUMONT HOSPITAL,2509,2554,45,True
2024-07,2024-08,NT405,BISHOPS WOOD HOSPITAL,550,573,23,True
2024-07,2024-08,NT406,BLACKHEATH HOSPITAL,1258,1275,17,True
2024-07,2024-08,NT408,CHAUCER HOSPITAL,958,914,-44,True
2024-07,2024-08,NT409,CHELSFIELD PARK HOSPITAL,606,630,24,True
2024-07,2024-08,NT410,CHILTERN HOSPITAL,436,396,-40,True
2024-07,2024-08,NT411,CLEMENTINE CHURCHILL HOSPITAL,2215,2134,-81,True
2024-07,2024-08,NT412,DROITWICH SPA HOSPITAL,1452,1512,60,True
2024-07,2024-08,NT416,HENDON HOSPITAL,1008,999,-9,True
2024-07,2024-08,NT417,GORING HALL HOSPITAL,1278,1449,171,True
2024-07,2024-08,NT418,HAMPSHIRE CLINIC,390,402,12,True
2024-07,2024-08,NT419,HARBOUR HOSPITAL,151,160,9,True
2024-07,2024-08,NT420,HIGHFIELD HOSPITAL,918,788,-130,True
2024-07,2024-08,NT421,KINGS OAK HOSPITAL,1330,1320,-10,True
2024-07,2024-08,NT422,LONDON INDEPENDENT HOSPITAL,4991,4912,-79,True
2024-07,2024-08,NT423,MANOR HOSPITAL,750,751,1,True
2024-07,2024-08,NT424,MERIDEN HOSPITAL,1485,1568,83,True
2024-07,2024-08,NT427,PARK HOSPITAL,1015,1048,33,True
2024-07,2024-08,NT428,PRINCESS MARGARET HOSPITAL,117,119,2,True
2024-07,2024-08,NT429,PRIORY HOSPITAL,1197,1159,-38,True
2024-07,2024-08,NT430,RIDGEWAY HOSPITAL,468,383,-85,True
2024-07,2024-08,NT431,RUNNYMEDE HOSPITAL,168,153,-15,True
2024-07,2024-08,NT433,SARUM ROAD HOSPITAL,339,349,10,True
2024-07,2024-08,NT434,SAXON CLINIC,654,637,-17,True
2024-07,2024-08,NT435,SHELBURNE HOSPITAL,183,204,21,True
2024-07,2024-08,NT436,SHIRLEY OAKS HOSPITAL,1054,1116,62,True
2024-07,2024-08,NT437,SLOANE HOSPITAL,773,773,0,True
2024-07,2024-08,NT440,THORNBURY HOSPITAL,537,541,4,True
2024-07,2024-08,NT441,THREE SHIRES HOSPITAL,3180,3315,135,True
2024-07,2024-08,NT443,WINTERBOURNE HOSPITAL,332,354,22,True
2024-07,2024-08,NT445,EDGBASTON HOSPITAL,1,1,0,True
2024-07,2024-08,NT446,ST EDMUNDS HOSPITAL,610,626,16,True
2024-07,2024-08,NT447,DUCHY HOSPITAL,513,542,29,True
2024-07,2024-08,NT448,HUDDERSFIELD HOSPITAL,814,857,43,True
2024-07,2024-08,NT449,LANCASTER HOSPITAL,422,433,11,True
2024-07,2024-08,NT450,LINCOLN HOSPITAL,1601,1628,27,True
2024-07,2024-08,NT451,CAVELL HOSPITAL,1642,1569,-73,True
2024-07,2024-08,NT455,MOUNT ALVERNIA HOSPITAL,177,179,2,True
2024-07,2024-08,NT457,WOODLANDS HOSPITAL,1941,1951,10,True
2024-07,2024-08,NT490,SOUTHEND PRIVATE HOSPITAL,1514,1455,-59,True
2024-07,2024-08,NTE02,ST HUGH'S HOSPITAL,2010,1843,-167,True
2024-07,2024-08,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,9606,9912,306,True
2024-07,2024-08,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,1832,1895,63,True
2024-07,2024-08,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,4935,4946,11,True
2024-07,2024-08,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,1263,1219,-44,True
