period,part,kind,code,name,release,total,within18_count,middle_count,over52_count,open_count,closed_share,within18_share,middle_share,over52_share,p50,p50_band_lower,p75,p75_band_lower,p92,p92_band_lower,p95,p95_band_lower,gap_weeks
2024-02,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390450,233718,142865,13867,3,0.999992316558,0.598586246638,0.365898322448,0.035515430913,13.9589605907,13,26.8080797022,26,43.3210202287,43,48.8900851277,48,25.3210202287
2024-02,Part_2,monthly,C_320,Cardiology,revised-or-established,399094,239037,150172,9885,1,0.999997494325,0.598949119756,0.376282279363,0.024768600881,14.1242443382,14,25.9422869471,25,41.0672945892,41,45.9325206992,45,23.0672945892
2024-02,Part_2,monthly,C_400,Neurology,revised-or-established,233760,125156,101105,7499,1,0.999995722108,0.535403832991,0.432516255989,0.0320799110198,16.563042028,16,29.5114822547,29,43.6113977205,43,48.3704797048,48,25.6113977205
2024-02,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7536907,4338109,2893879,304919,252,0.999966564534,0.575582132034,0.383961086424,0.0404567815418,14.7854880885,14,28.1973636615,28,44.6293613659,44,50.0046272809,50,26.6293613659
2024-03,Part_2,monthly,C_100,General surgery,revised-or-established,421329,233438,166896,20995,17,0.999959651484,0.554051584391,0.396117998049,0.0498304175597,15.5867421096,15,29.5042544229,29,46.3215881262,46,51.9596327684,51,28.3215881262
2024-03,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,835449,448436,343897,43116,28,0.999966485088,0.536760472512,0.411631350328,0.0516081771598,16.4293242562,16,29.8023754056,29,46.6356073474,46,52.329462972,52,28.6356073474
2024-03,Part_2,monthly,C_120,ENT,revised-or-established,639365,313073,283224,43068,18,0.999971847067,0.489662399412,0.442977016258,0.0673605843298,18.4812509101,18,33.5773059253,33,49.856855151,49,54.6158890116,54,31.856855151
2024-03,Part_2,monthly,C_130,Ophthalmology,revised-or-established,611342,391359,204546,15437,3,0.999995092763,0.640163770852,0.334585223983,0.0252510051657,11.2310857143,11,24.1449017011,24,40.5795094863,40,45.5673344948,45,22.5795094863
2024-03,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390454,231005,145345,14104,2,0.999994877758,0.591631792734,0.372246154477,0.0361220527898,14.0621964097,14,26.9117852771,26,43.1894101756,43,48.550334608,48,25.1894101756
2024-03,Part_2,monthly,C_320,Cardiology,revised-or-established,405304,240196,154556,10552,1,0.999997532716,0.59263170361,0.381333517557,0.0260347788327,14.273618044,14,26.2309033281,26,41.4666489362,41,46.295607763,46,23.4666489362
2024-03,Part_2,monthly,C_400,Neurology,revised-or-established,231781,122187,102403,7191,1,0.999995685583,0.527165729719,0.441809294118,0.0310249761628,16.8564930432,16,29.6512134002,29,43.931270037,43,48.0279712339,48,25.931270037
2024-03,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7538830,4312728,2916803,309299,232,0.999969225994,0.572068610116,0.386903936022,0.0410274538622,14.8694465445,14,28.0497385388,28,44.6696371692,44,49.7384971987,49,26.6696371692
2024-04,Part_2,monthly,C_100,General surgery,revised-or-established,424237,240288,164022,19927,10,0.99997642827,0.566400384691,0.386628229032,0.046971386277,14.5639393645,14,29.3579771587,29,46.342841455,46,51.3103327966,51,28.342841455
2024-04,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,832905,455785,335781,41339,33,0.999960379635,0.547223272762,0.40314441623,0.0496323110079,15.3390415993,15,29.8895470529,29,46.7264356753,46,51.9164164847,51,28.7264356753
2024-04,Part_2,monthly,C_120,ENT,revised-or-established,652244,327399,280362,44483,17,0.999973936134,0.501957856262,0.429842206291,0.0681999374467,17.8181947608,17,32.9286770561,32,50.1888893352,50,55.2994690265,55,32.1888893352
2024-04,Part_2,monthly,C_130,Ophthalmology,revised-or-established,613214,400974,197181,15059,4,0.999993476992,0.653889180612,0.321553323962,0.0245574954257,11.3272746431,11,23.9911982705,23,40.4624819028,40,45.7140147862,45,22.4624819028
2024-04,Part_2,monthly,C_301,Gastroenterology,revised-or-established,392168,237712,141300,13156,2,0.999994900145,0.606148385386,0.360304767345,0.0335468472695,13.0984123948,13,26.6254722072,26,42.8664835562,42,47.9840038314,47,24.8664835562
2024-04,Part_2,monthly,C_320,Cardiology,revised-or-established,410149,246974,152969,10206,0,1,0.602156777171,0.372959582981,0.024883639848,13.4315445026,13,26.0994740357,26,41.5525876011,41,46.1891807229,46,23.5525876011
2024-04,Part_2,monthly,C_400,Neurology,revised-or-established,234119,124840,102034,7245,2,0.999991457336,0.533233099407,0.435821099526,0.030945801067,15.9544603337,15,29.9981810833,29,44.2689122807,44,48.3349526066,48,26.2689122807
2024-04,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7570371,4408948,2858834,302589,275,0.999963674171,0.582395235319,0.377634596772,0.0399701679085,13.9131996563,13,28.0163241271,28,44.7625742611,44,49.8201718523,49,26.7625742611
2024-05,Part_2,monthly,C_100,General surgery,revised-or-established,423275,241452,161903,19920,8,0.999981099758,0.570437658733,0.382500738291,0.0470616029768,14.9512230216,14,29.5154431896,29,46.4941176471,46,51.4122164461,51,28.4941176471
2024-05,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,837731,469098,326220,42413,28,0.999966576383,0.559962565549,0.389409010768,0.0506284236825,15.4352060117,15,29.9783685876,29,47.1905751133,47,52.1701519069,52,29.1905751133
2024-05,Part_2,monthly,C_120,ENT,revised-or-established,656628,333974,277262,45392,6,0.999990862406,0.508619796902,0.422251259465,0.0691289436332,17.6282674373,17,32.970428354,32,50.4467507189,50,55.4228832952,55,32.4467507189
2024-05,Part_2,monthly,C_130,Ophthalmology,revised-or-established,613435,407490,190517,15428,9,0.999985328519,0.664275758638,0.310574062452,0.0251501789106,11.6539506046,11,23.8826501484,23,40.3164351245,40,45.7364561767,45,22.3164351245
2024-05,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390517,238399,139227,12891,1,0.999997439292,0.610470222807,0.356519690564,0.0330100866288,13.399437345,13,26.8642894462,26,42.9771286425,42,47.9074083251,47,24.9771286425
2024-05,Part_2,monthly,C_320,Cardiology,revised-or-established,412379,250004,151665,10710,1,0.999997575046,0.606248135817,0.367780609585,0.0259712545983,13.8587022702,13,26.456591514,26,41.8229140893,41,46.5967172845,46,23.8229140893
2024-05,Part_2,monthly,C_400,Neurology,revised-or-established,234234,125936,100447,7851,1,0.999995730765,0.537650383804,0.428831851909,0.033517764287,16.4444066065,16,30.5540123457,30,44.9797278912,44,48.9683266932,48,26.9797278912
2024-05,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7601650,4491807,2802343,307500,259,0.99996592845,0.59089894957,0.368649306401,0.0404517440293,14.2035131069,14,28.1169965724,28,44.9509091943,44,49.9985136519,49,26.9509091943
2024-06,Part_2,monthly,C_100,General surgery,revised-or-established,423728,240583,162755,20390,10,0.999976399955,0.567776970132,0.384102537477,0.0481204923913,14.9967133881,14,29.5133614627,29,46.6215764222,46,51.6438282648,51,28.6215764222
2024-06,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,840043,471570,325815,42658,18,0.999978572525,0.561364120646,0.38785514551,0.0507807338434,15.3536100196,15,29.8888242393,29,47.0348819607,47,52.1595353928,52,29.0348819607
2024-06,Part_2,monthly,C_120,ENT,revised-or-established,658437,329861,283743,44833,7,0.999989368763,0.50097579571,0.430934166822,0.0680900374675,17.9578439735,17,32.7583759382,32,50.1441812176,50,55.2525964813,55,32.1441812176
2024-06,Part_2,monthly,C_130,Ophthalmology,revised-or-established,610276,403453,191918,14905,8,0.999986891177,0.661099240344,0.314477384003,0.024423375653,11.4154157531,11,22.787803241,22,39.7820968908,39,45.3201384083,45,21.7820968908
2024-06,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390983,237239,141769,11975,3,0.999992327032,0.606775742168,0.362596327718,0.0306279301146,13.6162751299,13,26.4361720067,26,42.4475795707,42,47.5692255435,47,24.4475795707
2024-06,Part_2,monthly,C_320,Cardiology,revised-or-established,417312,251224,155862,10226,0,1,0.602005214324,0.373490338164,0.0245044475117,14.0574353635,14,25.8750497413,25,41.2816710183,41,46.2446222222,46,23.2816710183
2024-06,Part_2,monthly,C_400,Neurology,revised-or-established,234156,125101,100733,8322,1,0.999995729343,0.534263482465,0.430196108577,0.0355404089581,16.5829952373,16,30.6051401869,30,45.3770212766,45,49.5242564442,49,27.3770212766
2024-06,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7621297,4487082,2831522,302693,120,0.999984254649,0.588755693421,0.371527575949,0.03971673063,14.3422540374,14,27.9248100444,27,44.6961442475,44,49.8097824121,49,26.6961442475
2024-07,Part_2,monthly,C_100,General surgery,revised-or-established,419781,240220,159366,20195,9,0.999978560249,0.572250768853,0.379640812709,0.0481084184372,14.508549027,14,28.3730006664,28,46.3586988458,46,51.6403759058,51,28.3586988458
2024-07,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,850977,485146,324223,41608,17,0.999980022962,0.570104714934,0.381000896616,0.04889438845,14.6075640416,14,28.3567614933,28,46.310726257,46,51.7875225836,51,28.310726257
2024-07,Part_2,monthly,C_120,ENT,revised-or-established,657441,324733,290574,42134,7,0.999989352657,0.493934816965,0.441977302906,0.0640878801292,18.2725750222,18,32.5107115321,32,49.4465953908,49,54.6572161742,54,31.4465953908
2024-07,Part_2,monthly,C_130,Ophthalmology,revised-or-established,606819,398903,194158,13758,1,0.999998352062,0.657367353362,0.319960317657,0.0226723289811,11.5845551062,11,22.8976481252,22,39.4620956156,39,44.5466568819,44,21.4620956156
2024-07,Part_2,monthly,C_301,Gastroenterology,revised-or-established,389622,237948,141189,10485,1,0.99999743341,0.610715000693,0.362374301246,0.0269106980612,13.3175163168,13,25.5157319857,25,41.5359865772,41,46.3415590864,46,23.5359865772
2024-07,Part_2,monthly,C_320,Cardiology,revised-or-established,417864,250335,157725,9804,0,1,0.599082476595,0.377455344323,0.0234621790822,13.8125593918,13,25.6471168758,25,41.1164283403,41,45.6807378807,45,23.1164283403
2024-07,Part_2,monthly,C_400,Neurology,revised-or-established,235455,126389,100759,8307,0,1,0.53678622242,0.427933150708,0.0352806268714,16.0501821494,16,29.3676813041,29,45.0143939394,45,49.4160547397,49,27.0143939394
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7623081,4484009,2848746,290326,107,0.999985963681,0.588214791368,0.373700082683,0.0380851259484,13.9832664359,13,26.8600007684,26,44.1081757179,44,49.4181644436,49,26.1081757179
2024-08,Part_2,monthly,C_100,General surgery,revised-or-established,421682,239668,162142,19872,10,0.999976285447,0.568361940989,0.384512499941,0.0471255590706,15.0204921868,15,28.8547686654,28,46.4226936497,46,51.4424563017,51,28.4226936497
2024-08,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,853954,486868,326972,40114,18,0.999978921581,0.570133754277,0.382891818529,0.046974427194,15.0714907319,15,28.5828500768,28,46.406554873,46,51.4003945231,51,28.406554873
2024-08,Part_2,monthly,C_120,ENT,revised-or-established,651027,314918,297425,38684,7,0.999989247758,0.483724945356,0.456855092032,0.0594199626129,18.6823040762,18,32.1936294416,32,48.8712907745,48,53.9859075707,53,30.8712907745
2024-08,Part_2,monthly,C_130,Ophthalmology,revised-or-established,608212,397342,197536,13334,6,0.999990135019,0.653295232583,0.324781490664,0.0219232767522,11.9274411617,11,23.386140577,23,39.6089097651,39,44.7212410501,44,21.6089097651
2024-08,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390702,237748,142910,10044,0,1,0.608514929537,0.36577749794,0.0257075725233,13.5950757138,13,25.7557846687,25,41.7083976261,41,46.4930138827,46,23.7083976261
2024-08,Part_2,monthly,C_320,Cardiology,revised-or-established,418669,246265,162277,10127,1,0.999997611478,0.588209301381,0.38760213916,0.0241885594587,14.5778698613,14,26.5024881004,26,41.7164790047,41,46.2592724979,46,23.7164790047
2024-08,Part_2,monthly,C_400,Neurology,revised-or-established,236621,125671,101924,9026,1,0.999995773832,0.531106706505,0.430747904877,0.0381453886172,16.691972818,16,30.1219153113,30,45.8890455213,45,49.9345340383,49,27.8890455213
2024-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7641774,4452245,2906865,282664,124,0.999983773401,0.582619297561,0.38039138556,0.0369893168785,14.5976038858,14,27.4227098156,27,44.3740800315,44,49.2669083177,49,26.3740800315
2024-09,Part_2,monthly,C_100,General surgery,revised-or-established,413805,238376,158368,17061,7,0.99998308382,0.576058771644,0.382711663706,0.04122956465,14.6695109162,14,28.3581081081,28,45.4516853933,45,50.3099956446,50,27.4516853933
2024-09,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,851887,489898,325610,36379,20,0.999976522708,0.575073924124,0.382222055273,0.0427040206037,14.8231431261,14,28.0688071471,28,45.6810778837,45,50.5544402752,50,27.6810778837
2024-09,Part_2,monthly,C_120,ENT,revised-or-established,639967,310934,297472,31561,2,0.999996874839,0.485859427127,0.464823967486,0.0493166053875,18.628786826,18,31.9399285714,31,47.4130583102,47,51.8858093995,51,29.4130583102
2024-09,Part_2,monthly,C_130,Ophthalmology,revised-or-established,600374,392350,195730,12294,4,0.999993337486,0.653509312529,0.326013451615,0.0204772358563,11.9142005535,11,23.1149530902,23,38.1134082397,38,44.3030992417,44,20.1134082397
2024-09,Part_2,monthly,C_301,Gastroenterology,revised-or-established,390251,239284,142245,8722,2,0.999994875093,0.61315409826,0.364496183226,0.0223497185145,13.3477993955,13,25.2158183633,25,40.9133883058,40,45.8010901163,45,22.9133883058
2024-09,Part_2,monthly,C_320,Cardiology,revised-or-established,412164,242201,160822,9141,0,1,0.587632592851,0.390189342107,0.0221780650421,14.4503533873,14,26.4288617886,26,41.4898751201,41,45.9083267248,45,23.4898751201
2024-09,Part_2,monthly,C_400,Neurology,revised-or-established,234720,126698,99519,8503,0,1,0.539783571915,0.423990286299,0.036226141786,16.1826102108,16,29.808481153,29,45.4926853707,45,49.6126429052,49,27.4926853707
2024-09,Part_2,monthly,C_999,"England, all specialties",revised-or-established,7571549,4429902,2892623,249024,113,0.999985075709,0.585072090268,0.382038470596,0.0328894391359,14.4043179513,14,27.2932923096,27,43.6989094947,43,48.4681925538,48,25.6989094947
2024-10,Part_2,monthly,C_100,General surgery,revised-or-established,412644,239771,157044,15829,12,0.999970919243,0.581060187474,0.3805798703,0.0383599422262,14.5067259934,14,27.7481769567,27,44.8167001435,44,49.7778837814,49,26.8167001435
2024-10,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,855660,497788,323243,34629,27,0.999968445411,0.581759109927,0.377770376084,0.0404705139892,14.6327331487,14,27.2572840599,27,44.9661456348,44,50.0918671249,50,26.9661456348
2024-10,Part_2,monthly,C_120,ENT,revised-or-established,637647,310467,298068,29112,2,0.999996863468,0.486894786614,0.467449858621,0.0456553547653,18.6059825961,18,32.2833759968,32,47.1705914826,47,51.2562818792,51,29.1705914826
2024-10,Part_2,monthly,C_130,Ophthalmology,revised-or-established,593842,392659,190267,10916,8,0.999986528403,0.661217967069,0.320400039068,0.0183819938637,11.4865495711,11,23.0093981101,23,37.9020575414,37,42.5020586183,42,19.9020575414
2024-10,Part_2,monthly,C_301,Gastroenterology,revised-or-established,392609,243903,140759,7947,3,0.99999235881,0.621236395498,0.358522091954,0.0202415125481,13.0509099617,13,24.9133118827,24,39.67475,39,45.028658835,45,21.67475
2024-10,Part_2,monthly,C_320,Cardiology,revised-or-established,412017,245532,157291,9194,2,0.999995145831,0.595926867095,0.381758519673,0.022314613232,14.1373289965,14,26.2053162564,26,40.7134971645,40,45.9874338086,45,22.7134971645
