period,part,kind,code,name,release,percentile,linear,lower_bound,midpoint,upper_bound,lower_minus_linear,midpoint_minus_linear
2024-06,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,45.3201384083,45,45.5,46,-0.320138408304,0.179861591696
2024-06,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.6162751299,13,13.5,14,-0.616275129885,-0.116275129885
2024-06,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,26.4361720067,26,26.5,27,-0.436172006745,0.0638279932546
2024-06,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,42.4475795707,42,42.5,43,-0.447579570688,0.0524204293116
2024-06,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,47.5692255435,47,47.5,48,-0.569225543478,-0.0692255434783
2024-06,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.0574353635,14,14.5,15,-0.0574353635259,0.442564636474
2024-06,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.8750497413,25,25.5,26,-0.875049741345,-0.375049741345
2024-06,Part_2,monthly,C_320,Cardiology,revised-or-established,92,41.2816710183,41,41.5,42,-0.281671018277,0.218328981723
2024-06,Part_2,monthly,C_320,Cardiology,revised-or-established,95,46.2446222222,46,46.5,47,-0.244622222222,0.255377777778
2024-06,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.5829952373,16,16.5,17,-0.582995237255,-0.0829952372552
2024-06,Part_2,monthly,C_400,Neurology,revised-or-established,75,30.6051401869,30,30.5,31,-0.605140186916,-0.105140186916
2024-06,Part_2,monthly,C_400,Neurology,revised-or-established,92,45.3770212766,45,45.5,46,-0.377021276596,0.122978723404
2024-06,Part_2,monthly,C_400,Neurology,revised-or-established,95,49.5242564442,49,49.5,50,-0.524256444151,-0.0242564441507
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.9832664359,13,13.5,14,-0.983266435859,-0.483266435859
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.8600007684,26,26.5,27,-0.86000076837,-0.36000076837
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,44.1081757179,44,44.5,45,-0.108175717853,0.391824282147
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,49.4181644436,49,49.5,50,-0.418164443613,0.0818355563872
2024-07,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.508549027,14,14.5,15,-0.508549027017,-0.00854902701681
2024-07,Part_2,monthly,C_100,General surgery,revised-or-established,75,28.3730006664,28,28.5,29,-0.373000666445,0.126999333555
2024-07,Part_2,monthly,C_100,General surgery,revised-or-established,92,46.3586988458,46,46.5,47,-0.35869884575,0.14130115425
2024-07,Part_2,monthly,C_100,General surgery,revised-or-established,95,51.6403759058,51,51.5,52,-0.640375905797,-0.140375905797
2024-07,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.6075640416,14,14.5,15,-0.607564041643,-0.107564041643
2024-07,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.3567614933,28,28.5,29,-0.356761493316,0.143238506684
2024-07,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,46.310726257,46,46.5,47,-0.310726256983,0.189273743017
2024-07,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,51.7875225836,51,51.5,52,-0.787522583559,-0.287522583559
2024-07,Part_2,monthly,C_120,ENT,revised-or-established,50,18.2725750222,18,18.5,19,-0.272575022216,0.227424977784
2024-07,Part_2,monthly,C_120,ENT,revised-or-established,75,32.5107115321,32,32.5,33,-0.510711532107,-0.0107115321071
2024-07,Part_2,monthly,C_120,ENT,revised-or-established,92,49.4465953908,49,49.5,50,-0.446595390829,0.0534046091708
2024-07,Part_2,monthly,C_120,ENT,revised-or-established,95,54.6572161742,54,54.5,55,-0.657216174184,-0.157216174184
2024-07,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.5845551062,11,11.5,12,-0.584555106168,-0.0845551061678
2024-07,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,22.8976481252,22,22.5,23,-0.897648125179,-0.397648125179
2024-07,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,39.4620956156,39,39.5,40,-0.462095615556,0.0379043844439
2024-07,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,44.5466568819,44,44.5,45,-0.546656881931,-0.0466568819308
2024-07,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.3175163168,13,13.5,14,-0.317516316811,0.182483683189
2024-07,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,25.5157319857,25,25.5,26,-0.515731985654,-0.0157319856537
2024-07,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,41.5359865772,41,41.5,42,-0.535986577181,-0.0359865771812
2024-07,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,46.3415590864,46,46.5,47,-0.341559086395,0.158440913605
2024-07,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.8125593918,13,13.5,14,-0.812559391828,-0.312559391828
2024-07,Part_2,monthly,C_320,Cardiology,revised-or-established,75,25.6471168758,25,25.5,26,-0.647116875793,-0.147116875793
2024-07,Part_2,monthly,C_320,Cardiology,revised-or-established,92,41.1164283403,41,41.5,42,-0.116428340343,0.383571659657
2024-07,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.6807378807,45,45.5,46,-0.680737880738,-0.180737880738
2024-07,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.0501821494,16,16.5,17,-0.0501821493625,0.449817850638
2024-07,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.3676813041,29,29.5,30,-0.367681304059,0.132318695941
2024-07,Part_2,monthly,C_400,Neurology,revised-or-established,92,45.0143939394,45,45.5,46,-0.0143939393939,0.485606060606
2024-07,Part_2,monthly,C_400,Neurology,revised-or-established,95,49.4160547397,49,49.5,50,-0.416054739653,0.0839452603471
2024-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.5976038858,14,14.5,15,-0.597603885797,-0.0976038857973
2024-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,27.4227098156,27,27.5,28,-0.422709815636,0.0772901843643
2024-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,44.3740800315,44,44.5,45,-0.37408003154,0.12591996846
2024-08,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,49.2669083177,49,49.5,50,-0.26690831775,0.23309168225
2024-08,Part_2,monthly,C_100,General surgery,revised-or-established,50,15.0204921868,15,15.5,16,-0.020492186769,0.479507813231
2024-08,Part_2,monthly,C_100,General surgery,revised-or-established,75,28.8547686654,28,28.5,29,-0.854768665442,-0.354768665442
2024-08,Part_2,monthly,C_100,General surgery,revised-or-established,92,46.4226936497,46,46.5,47,-0.422693649686,0.077306350314
2024-08,Part_2,monthly,C_100,General surgery,revised-or-established,95,51.4424563017,51,51.5,52,-0.442456301748,0.0575436982521
2024-08,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,15.0714907319,15,15.5,16,-0.0714907318771,0.428509268123
2024-08,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.5828500768,28,28.5,29,-0.582850076753,-0.0828500767525
2024-08,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,46.406554873,46,46.5,47,-0.406554872987,0.0934451270131
2024-08,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,51.4003945231,51,51.5,52,-0.400394523091,0.0996054769088
2024-08,Part_2,monthly,C_120,ENT,revised-or-established,50,18.6823040762,18,18.5,19,-0.682304076244,-0.182304076244
2024-08,Part_2,monthly,C_120,ENT,revised-or-established,75,32.1936294416,32,32.5,33,-0.193629441624,0.306370558376
2024-08,Part_2,monthly,C_120,ENT,revised-or-established,92,48.8712907745,48,48.5,49,-0.871290774465,-0.371290774465
2024-08,Part_2,monthly,C_120,ENT,revised-or-established,95,53.9859075707,53,53.5,54,-0.98590757069,-0.48590757069
2024-08,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.9274411617,11,11.5,12,-0.927441161743,-0.427441161743
2024-08,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,23.386140577,23,23.5,24,-0.38614057698,0.11385942302
2024-08,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,39.6089097651,39,39.5,40,-0.608909765142,-0.108909765142
2024-08,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,44.7212410501,44,44.5,45,-0.721241050119,-0.221241050119
2024-08,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.5950757138,13,13.5,14,-0.59507571379,-0.0950757137903
2024-08,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,25.7557846687,25,25.5,26,-0.75578466866,-0.25578466866
2024-08,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,41.7083976261,41,41.5,42,-0.708397626113,-0.208397626113
2024-08,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,46.4930138827,46,46.5,47,-0.493013882669,0.00698611733096
2024-08,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.5778698613,14,14.5,15,-0.577869861328,-0.0778698613276
2024-08,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.5024881004,26,26.5,27,-0.502488100389,-0.00248810038944
2024-08,Part_2,monthly,C_320,Cardiology,revised-or-established,92,41.7164790047,41,41.5,42,-0.716479004666,-0.216479004666
2024-08,Part_2,monthly,C_320,Cardiology,revised-or-established,95,46.2592724979,46,46.5,47,-0.259272497897,0.240727502103
2024-08,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.691972818,16,16.5,17,-0.691972818008,-0.191972818008
2024-08,Part_2,monthly,C_400,Neurology,revised-or-established,75,30.1219153113,30,30.5,31,-0.121915311273,0.378084688727
2024-08,Part_2,monthly,C_400,Neurology,revised-or-established,92,45.8890455213,45,45.5,46,-0.889045521292,-0.389045521292
2024-08,Part_2,monthly,C_400,Neurology,revised-or-established,95,49.9345340383,49,49.5,50,-0.934534038334,-0.434534038334
2024-09,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.4043179513,14,14.5,15,-0.40431795128,0.0956820487203
2024-09,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,27.2932923096,27,27.5,28,-0.293292309603,0.206707690397
2024-09,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,43.6989094947,43,43.5,44,-0.698909494725,-0.198909494725
2024-09,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,48.4681925538,48,48.5,49,-0.46819255384,0.0318074461601
2024-09,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.6695109162,14,14.5,15,-0.669510916198,-0.169510916198
2024-09,Part_2,monthly,C_100,General surgery,revised-or-established,75,28.3581081081,28,28.5,29,-0.358108108108,0.141891891892
2024-09,Part_2,monthly,C_100,General surgery,revised-or-established,92,45.4516853933,45,45.5,46,-0.451685393258,0.0483146067416
2024-09,Part_2,monthly,C_100,General surgery,revised-or-established,95,50.3099956446,50,50.5,51,-0.309995644599,0.190004355401
2024-09,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.8231431261,14,14.5,15,-0.823143126093,-0.323143126093
2024-09,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.0688071471,28,28.5,29,-0.0688071470514,0.431192852949
2024-09,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,45.6810778837,45,45.5,46,-0.681077883667,-0.181077883667
2024-09,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,50.5544402752,50,50.5,51,-0.554440275172,-0.054440275172
2024-09,Part_2,monthly,C_120,ENT,revised-or-established,50,18.628786826,18,18.5,19,-0.628786826014,-0.128786826014
2024-09,Part_2,monthly,C_120,ENT,revised-or-established,75,31.9399285714,31,31.5,32,-0.939928571429,-0.439928571429
2024-09,Part_2,monthly,C_120,ENT,revised-or-established,92,47.4130583102,47,47.5,48,-0.413058310194,0.0869416898056
2024-09,Part_2,monthly,C_120,ENT,revised-or-established,95,51.8858093995,51,51.5,52,-0.885809399478,-0.385809399478
2024-09,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.9142005535,11,11.5,12,-0.914200553545,-0.414200553545
2024-09,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,23.1149530902,23,23.5,24,-0.114953090241,0.385046909759
2024-09,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,38.1134082397,38,38.5,39,-0.1134082397,0.3865917603
2024-09,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,44.3030992417,44,44.5,45,-0.303099241675,0.196900758325
2024-09,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.3477993955,13,13.5,14,-0.347799395542,0.152200604458
2024-09,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,25.2158183633,25,25.5,26,-0.215818363273,0.284181636727
2024-09,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,40.9133883058,40,40.5,41,-0.913388305847,-0.413388305847
2024-09,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,45.8010901163,45,45.5,46,-0.801090116279,-0.301090116279
2024-09,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.4503533873,14,14.5,15,-0.450353387347,0.049646612653
2024-09,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.4288617886,26,26.5,27,-0.428861788618,0.0711382113821
2024-09,Part_2,monthly,C_320,Cardiology,revised-or-established,92,41.4898751201,41,41.5,42,-0.489875120077,0.0101248799231
2024-09,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.9083267248,45,45.5,46,-0.908326724822,-0.408326724822
2024-09,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.1826102108,16,16.5,17,-0.182610210838,0.317389789162
2024-09,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.808481153,29,29.5,30,-0.808481152993,-0.308481152993
2024-09,Part_2,monthly,C_400,Neurology,revised-or-established,92,45.4926853707,45,45.5,46,-0.492685370741,0.0073146292585
2024-09,Part_2,monthly,C_400,Neurology,revised-or-established,95,49.6126429052,49,49.5,50,-0.612642905178,-0.112642905178
2024-10,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.2277888281,14,14.5,15,-0.227788828112,0.272211171888
2024-10,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.8616346093,26,26.5,27,-0.861634609286,-0.361634609286
2024-10,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.3644639644,42,42.5,43,-0.3644639644,0.1355360356
2024-10,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,48.0690445043,48,48.5,49,-0.0690445042642,0.430955495736
2024-10,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.5067259934,14,14.5,15,-0.506725993377,-0.00672599337748
2024-10,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.7481769567,27,27.5,28,-0.748176956733,-0.248176956733
2024-10,Part_2,monthly,C_100,General surgery,revised-or-established,92,44.8167001435,44,44.5,45,-0.816700143472,-0.316700143472
2024-10,Part_2,monthly,C_100,General surgery,revised-or-established,95,49.7778837814,49,49.5,50,-0.77788378144,-0.27788378144
2024-10,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.6327331487,14,14.5,15,-0.632733148661,-0.132733148661
2024-10,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,27.2572840599,27,27.5,28,-0.257284059895,0.242715940105
2024-10,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,44.9661456348,44,44.5,45,-0.966145634769,-0.466145634769
2024-10,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,50.0918671249,50,50.5,51,-0.0918671248568,0.408132875143
2024-10,Part_2,monthly,C_120,ENT,revised-or-established,50,18.6059825961,18,18.5,19,-0.605982596084,-0.105982596084
2024-10,Part_2,monthly,C_120,ENT,revised-or-established,75,32.2833759968,32,32.5,33,-0.283375996849,0.216624003151
2024-10,Part_2,monthly,C_120,ENT,revised-or-established,92,47.1705914826,47,47.5,48,-0.17059148265,0.32940851735
2024-10,Part_2,monthly,C_120,ENT,revised-or-established,95,51.2562818792,51,51.5,52,-0.256281879195,0.243718120805
2024-10,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.4865495711,11,11.5,12,-0.486549571103,0.0134504288965
2024-10,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,23.0093981101,23,23.5,24,-0.00939811010682,0.490601889893
2024-10,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,37.9020575414,37,37.5,38,-0.902057541412,-0.402057541412
2024-10,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,42.5020586183,42,42.5,43,-0.502058618283,-0.00205861828333
2024-10,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.0509099617,13,13.5,14,-0.0509099616858,0.449090038314
2024-10,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.9133118827,24,24.5,25,-0.91331188267,-0.41331188267
2024-10,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.67475,39,39.5,40,-0.67475,-0.17475
2024-10,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,45.028658835,45,45.5,46,-0.0286588350465,0.471341164954
2024-10,Part_2,monthly,C_320,Cardiology,revised-or-established,50,14.1373289965,14,14.5,15,-0.13732899646,0.36267100354
2024-10,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.2053162564,26,26.5,27,-0.20531625644,0.29468374356
2024-10,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.7134971645,40,40.5,41,-0.713497164461,-0.213497164461
2024-10,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.9874338086,45,45.5,46,-0.987433808554,-0.487433808554
2024-10,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.1530431706,16,16.5,17,-0.153043170559,0.346956829441
2024-10,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.4244484739,29,29.5,30,-0.424448473859,0.0755515261408
2024-10,Part_2,monthly,C_400,Neurology,revised-or-established,92,45.2640826365,45,45.5,46,-0.264082636498,0.235917363502
2024-10,Part_2,monthly,C_400,Neurology,revised-or-established,95,49.5065677966,49,49.5,50,-0.50656779661,-0.00656779661016
2024-11,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,13.997676016,13,13.5,14,-0.997676015951,-0.497676015951
2024-11,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,26.8280681326,26,26.5,27,-0.828068132582,-0.328068132582
2024-11,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.2320457238,42,42.5,43,-0.232045723845,0.267954276155
2024-11,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,46.6971043524,46,46.5,47,-0.697104352361,-0.197104352361
2024-11,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.4188913797,14,14.5,15,-0.418891379662,0.0811086203383
2024-11,Part_2,monthly,C_100,General surgery,revised-or-established,75,27.6454604096,27,27.5,28,-0.645460409611,-0.145460409611
2024-11,Part_2,monthly,C_100,General surgery,revised-or-established,92,43.6507138264,43,43.5,44,-0.650713826367,-0.150713826367
2024-11,Part_2,monthly,C_100,General surgery,revised-or-established,95,49.090806293,49,49.5,50,-0.0908062930187,0.409193706981
2024-11,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.4773289561,14,14.5,15,-0.477328956133,0.0226710438672
2024-11,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,27.2739708561,27,27.5,28,-0.273970856102,0.226029143898
2024-11,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.4902736564,43,43.5,44,-0.490273656446,0.00972634355423
2024-11,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,49.2823566879,49,49.5,50,-0.282356687898,0.217643312102
2024-11,Part_2,monthly,C_120,ENT,revised-or-established,50,18.3528444345,18,18.5,19,-0.352844434477,0.147155565523
2024-11,Part_2,monthly,C_120,ENT,revised-or-established,75,32.0122515253,32,32.5,33,-0.0122515252903,0.48774847471
2024-11,Part_2,monthly,C_120,ENT,revised-or-established,92,46.0353663214,46,46.5,47,-0.0353663214423,0.464633678558
2024-11,Part_2,monthly,C_120,ENT,revised-or-established,95,51.0764071541,51,51.5,52,-0.0764071541294,0.423592845871
2024-11,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.0174772477,11,11.5,12,-0.0174772476958,0.482522752304
2024-11,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,22.6867935916,22,22.5,23,-0.686793591572,-0.186793591572
2024-11,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,37.7664604224,37,37.5,38,-0.766460422445,-0.266460422445
2024-11,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,42.4522171254,42,42.5,43,-0.452217125382,0.0477828746177
2024-11,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,12.6534262912,12,12.5,13,-0.653426291166,-0.153426291166
2024-11,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.598188194,24,24.5,25,-0.598188194039,-0.0981881940386
2024-11,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.2054991597,39,39.5,40,-0.205499159664,0.294500840336
2024-11,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,44.0094185488,44,44.5,45,-0.00941854877462,0.490581451225
2024-11,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.9568258562,13,13.5,14,-0.956825856247,-0.456825856247
2024-11,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.1241629998,26,26.5,27,-0.124162999809,0.375837000191
2024-11,Part_2,monthly,C_320,Cardiology,revised-or-established,92,40.9344383728,40,40.5,41,-0.934438372799,-0.434438372799
2024-11,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.4599739244,45,45.5,46,-0.459973924381,0.0400260756193
2024-11,Part_2,monthly,C_400,Neurology,revised-or-established,50,15.9974079371,15,15.5,16,-0.997407937075,-0.497407937075
2024-11,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.2458568406,29,29.5,30,-0.245856840621,0.254143159379
2024-11,Part_2,monthly,C_400,Neurology,revised-or-established,92,43.996778032,43,43.5,44,-0.996778032037,-0.496778032037
2024-11,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.9738167939,48,48.5,49,-0.973816793893,-0.473816793893
2024-12,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.2134938307,14,14.5,15,-0.213493830718,0.286506169282
2024-12,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,27.2634904844,27,27.5,28,-0.26349048439,0.23650951561
2024-12,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.7349585289,42,42.5,43,-0.734958528912,-0.234958528912
2024-12,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,47.1780112238,47,47.5,48,-0.178011223809,0.321988776191
2024-12,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.6730899584,14,14.5,15,-0.673089958362,-0.173089958362
2024-12,Part_2,monthly,C_100,General surgery,revised-or-established,75,28.1158466349,28,28.5,29,-0.115846634853,0.384153365147
2024-12,Part_2,monthly,C_100,General surgery,revised-or-established,92,44.2119352664,44,44.5,45,-0.211935266352,0.288064733648
2024-12,Part_2,monthly,C_100,General surgery,revised-or-established,95,48.7325189553,48,48.5,49,-0.73251895535,-0.23251895535
2024-12,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,14.9994683914,14,14.5,15,-0.999468391441,-0.499468391441
2024-12,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,27.9327136409,27,27.5,28,-0.932713640884,-0.432713640884
2024-12,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,92,43.9893333333,43,43.5,44,-0.989333333333,-0.489333333333
2024-12,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,95,48.7452993211,48,48.5,49,-0.745299321127,-0.245299321127
2024-12,Part_2,monthly,C_120,ENT,revised-or-established,50,18.4886615602,18,18.5,19,-0.488661560169,0.0113384398307
2024-12,Part_2,monthly,C_120,ENT,revised-or-established,75,32.7221316819,32,32.5,33,-0.722131681877,-0.222131681877
2024-12,Part_2,monthly,C_120,ENT,revised-or-established,92,46.7869448685,46,46.5,47,-0.786944868533,-0.286944868533
2024-12,Part_2,monthly,C_120,ENT,revised-or-established,95,50.5101985981,50,50.5,51,-0.510198598131,-0.0101985981308
2024-12,Part_2,monthly,C_130,Ophthalmology,revised-or-established,50,11.5153090104,11,11.5,12,-0.515309010446,-0.0153090104461
2024-12,Part_2,monthly,C_130,Ophthalmology,revised-or-established,75,22.9859995659,22,22.5,23,-0.985999565878,-0.485999565878
2024-12,Part_2,monthly,C_130,Ophthalmology,revised-or-established,92,38.1889433962,38,38.5,39,-0.188943396226,0.311056603774
2024-12,Part_2,monthly,C_130,Ophthalmology,revised-or-established,95,43.2676480209,43,43.5,44,-0.267648020936,0.232351979064
2024-12,Part_2,monthly,C_301,Gastroenterology,revised-or-established,50,13.031474175,13,13.5,14,-0.0314741750359,0.468525824964
2024-12,Part_2,monthly,C_301,Gastroenterology,revised-or-established,75,24.8379426397,24,24.5,25,-0.837942639742,-0.337942639742
2024-12,Part_2,monthly,C_301,Gastroenterology,revised-or-established,92,39.2464529473,39,39.5,40,-0.24645294726,0.25354705274
2024-12,Part_2,monthly,C_301,Gastroenterology,revised-or-established,95,43.9995372318,43,43.5,44,-0.999537231805,-0.499537231805
2024-12,Part_2,monthly,C_320,Cardiology,revised-or-established,50,13.9320467635,13,13.5,14,-0.932046763518,-0.432046763518
2024-12,Part_2,monthly,C_320,Cardiology,revised-or-established,75,26.3982625483,26,26.5,27,-0.398262548263,0.101737451737
2024-12,Part_2,monthly,C_320,Cardiology,revised-or-established,92,41.3074614472,41,41.5,42,-0.307461447212,0.192538552788
2024-12,Part_2,monthly,C_320,Cardiology,revised-or-established,95,45.6573950976,45,45.5,46,-0.657395097632,-0.157395097632
2024-12,Part_2,monthly,C_400,Neurology,revised-or-established,50,16.2060536534,16,16.5,17,-0.206053653371,0.293946346629
2024-12,Part_2,monthly,C_400,Neurology,revised-or-established,75,29.711447295,29,29.5,30,-0.711447295036,-0.211447295036
2024-12,Part_2,monthly,C_400,Neurology,revised-or-established,92,44.4525587828,44,44.5,45,-0.452558782849,0.0474412171508
2024-12,Part_2,monthly,C_400,Neurology,revised-or-established,95,48.2866987179,48,48.5,49,-0.286698717949,0.213301282051
2025-01,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,14.4354037935,14,14.5,15,-0.435403793538,0.0645962064619
2025-01,Part_2,monthly,C_999,"England, all specialties",revised-or-established,75,27.2986166515,27,27.5,28,-0.29861665147,0.20138334853
2025-01,Part_2,monthly,C_999,"England, all specialties",revised-or-established,92,42.3969653248,42,42.5,43,-0.396965324816,0.103034675184
2025-01,Part_2,monthly,C_999,"England, all specialties",revised-or-established,95,47.2728363888,47,47.5,48,-0.272836388793,0.227163611207
2025-01,Part_2,monthly,C_100,General surgery,revised-or-established,50,14.8109656301,14,14.5,15,-0.810965630115,-0.310965630115
2025-01,Part_2,monthly,C_100,General surgery,revised-or-established,75,28.1887334821,28,28.5,29,-0.188733482066,0.311266517934
2025-01,Part_2,monthly,C_100,General surgery,revised-or-established,92,43.9290917647,43,43.5,44,-0.929091764706,-0.429091764706
2025-01,Part_2,monthly,C_100,General surgery,revised-or-established,95,48.6525685677,48,48.5,49,-0.652568567697,-0.152568567697
2025-01,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,50,15.4915169661,15,15.5,16,-0.491516966068,0.00848303393214
2025-01,Part_2,monthly,C_110,Trauma and orthopaedics,revised-or-established,75,28.1781492132,28,28.5,29,-0.178149213196,0.321850786804
