period,sheet,row,percentile,official,computed,lower,difference
2024-01,Sub-ICB,260,0.5,13.6285140562249,13.6285140562249,13,0.0
2024-01,Sub-ICB,260,0.92,37.967323943662,37.967323943661974,37,-2.842170943040401e-14
2024-01,Sub-ICB,261,0.5,18.2542372881356,18.25423728813559,18,-7.105427357601002e-15
2024-01,Sub-ICB,261,0.92,45.3113043478261,45.3113043478261,45,0.0
2024-01,Sub-ICB,262,0.5,14.8440860215054,14.844086021505376,14,-2.3092638912203256e-14
2024-01,Sub-ICB,262,0.92,41.3333333333333,41.333333333333336,41,3.552713678800501e-14
2024-01,Sub-ICB,263,0.5,7.41666666666667,7.416666666666667,7,-2.6645352591003757e-15
2024-01,Sub-ICB,263,0.92,27.44,27.44000000000001,27,7.105427357601002e-15
2024-01,Sub-ICB,264,0.5,20.425,20.425,20,0.0
2024-01,Sub-ICB,264,0.92,48.6781818181818,48.67818181818182,48,2.1316282072803006e-14
2024-01,Sub-ICB,265,0.5,11.835593220339,11.835593220338984,11,-1.5987211554602254e-14
2024-01,Sub-ICB,265,0.92,34.5770297029703,34.5770297029703,34,0.0
2024-01,Sub-ICB,266,0.5,12.3829113924051,12.382911392405063,12,-3.730349362740526e-14
2024-01,Sub-ICB,266,0.92,34.5409302325581,34.540930232558146,34,4.973799150320701e-14
2024-01,Sub-ICB,267,0.5,14.9507978723404,14.950797872340425,14,2.4868995751603507e-14
2024-01,Sub-ICB,267,0.92,35.9408695652174,35.9408695652174,35,0.0
2024-01,Sub-ICB,268,0.5,12.3080808080808,12.308080808080808,12,7.105427357601002e-15
2024-01,Sub-ICB,268,0.92,36.651724137931,36.65172413793104,36,4.263256414560601e-14
2024-01,Sub-ICB,269,0.5,11.175,11.175,11,0.0
2024-01,Sub-ICB,269,0.92,33.081568627451,33.08156862745098,33,-2.1316282072803006e-14
2024-01,Sub-ICB,270,0.5,11.4728682170543,11.472868217054264,11,-3.552713678800501e-14
2024-01,Sub-ICB,270,0.92,30.805,30.805000000000007,30,7.105427357601002e-15
2024-01,Sub-ICB,271,0.5,6.75,6.75,6,0.0
