period,sheet,row,percentile,official,computed,lower,difference
2024-01,Sub-ICB,872,0.92,53.0643902439024,53.064390243902444,53,4.263256414560601e-14
2024-01,Sub-ICB,873,0.5,16.2954545454545,16.295454545454547,16,4.618527782440651e-14
2024-01,Sub-ICB,873,0.92,47.2011111111111,47.20111111111112,47,1.4210854715202004e-14
2024-01,Sub-ICB,874,0.5,10.5,10.5,10,0.0
2024-01,Sub-ICB,874,0.92,36.8,36.800000000000004,36,7.105427357601002e-15
2024-01,Sub-ICB,875,0.5,13.5161290322581,13.516129032258064,13,-3.552713678800501e-14
2024-01,Sub-ICB,875,0.92,45.184,45.18400000000001,45,1.4210854715202004e-14
2024-01,Sub-ICB,876,0.5,15.4105960264901,15.410596026490067,15,-3.375077994860476e-14
2024-01,Sub-ICB,876,0.92,44.3492307692308,44.349230769230765,44,-3.552713678800501e-14
2024-01,Sub-ICB,877,0.5,17.8055555555556,17.805555555555557,17,-4.263256414560601e-14
2024-01,Sub-ICB,877,0.92,54.7914285714286,54.791428571428575,54,-2.1316282072803006e-14
2024-01,Sub-ICB,878,0.5,17.3251028806584,17.325102880658438,17,3.907985046680551e-14
2024-01,Sub-ICB,878,0.92,47.5753886693017,47.57538866930172,47,1.4210854715202004e-14
2024-01,Sub-ICB,879,0.5,17.9264069264069,17.926406926406926,17,2.4868995751603507e-14
2024-01,Sub-ICB,879,0.92,50.6668421052632,50.666842105263164,50,-3.552713678800501e-14
2024-01,Sub-ICB,880,0.5,14.6178343949045,14.617834394904458,14,-4.263256414560601e-14
2024-01,Sub-ICB,880,0.92,43.9938983050848,43.99389830508477,43,-2.842170943040401e-14
2024-01,Sub-ICB,881,0.5,15.1797385620915,15.179738562091503,15,1.7763568394002505e-15
2024-01,Sub-ICB,881,0.92,47.2128244274809,47.212824427480925,47,2.1316282072803006e-14
2024-01,Sub-ICB,882,0.5,19.7525951557093,19.752595155709344,19,4.263256414560601e-14
2024-01,Sub-ICB,882,0.92,51.6254867256637,51.62548672566372,51,2.1316282072803006e-14
2024-01,Sub-ICB,883,0.5,12.8150684931507,12.815068493150685,12,-1.5987211554602254e-14
2024-01,Sub-ICB,883,0.92,43.0313953488372,43.031395348837215,43,1.4210854715202004e-14
2024-01,Sub-ICB,884,0.5,17.2052117263844,17.205211726384366,17,-3.552713678800501e-14
2024-01,Sub-ICB,884,0.92,47.4053333333333,47.405333333333346,47,4.263256414560601e-14
2024-01,Sub-ICB,885,0.5,11.25,11.25,11,0.0
2024-01,Sub-ICB,885,0.92,44.6,44.6,44,0.0
2024-01,Sub-ICB,886,0.5,19.4318181818182,19.431818181818183,19,-1.7763568394002505e-14
2024-01,Sub-ICB,886,0.92,60.09,60.09,60,0.0
2024-01,Sub-ICB,887,0.5,14.0,14.0,13,0.0
2024-01,Sub-ICB,887,0.92,33.08,33.08,33,0.0
2024-01,Sub-ICB,888,0.5,5.16666666666667,5.166666666666667,5,-2.6645352591003757e-15
2024-01,Sub-ICB,888,0.92,14.525,14.525000000000006,14,5.329070518200751e-15
2024-01,Sub-ICB,889,0.5,15.121875,15.121875,15,0.0
2024-01,Sub-ICB,889,0.92,43.2003921568627,43.20039215686275,43,4.973799150320701e-14
2024-01,Sub-ICB,890,0.5,13.4739130434783,13.47391304347826,13,-3.907985046680551e-14
2024-01,Sub-ICB,890,0.92,36.771320754717,36.77132075471698,36,-2.1316282072803006e-14
2024-01,Sub-ICB,891,0.5,11.6010452961672,11.601045296167248,11,4.796163466380676e-14
2024-01,Sub-ICB,891,0.92,34.55,34.550000000000004,34,7.105427357601002e-15
2024-01,Sub-ICB,892,0.5,12.992,12.992,12,0.0
2024-01,Sub-ICB,892,0.92,45.9430769230769,45.94307692307692,45,2.1316282072803006e-14
2024-01,Sub-ICB,893,0.5,16.9270833333333,16.927083333333332,16,3.197442310920451e-14
2024-01,Sub-ICB,893,0.92,54.7751724137931,54.77517241379312,54,2.1316282072803006e-14
2024-01,Sub-ICB,894,0.5,11.892,11.892,11,0.0
2024-01,Sub-ICB,894,0.92,35.2414285714286,35.24142857142858,35,-2.1316282072803006e-14
2024-01,Sub-ICB,895,0.5,10.2258064516129,10.225806451612904,10,3.552713678800501e-15
2024-01,Sub-ICB,895,0.92,25.4654545454545,25.465454545454545,25,4.618527782440651e-14
2024-01,Sub-ICB,896,0.5,16.2420749279539,16.24207492795389,16,-1.0658141036401503e-14
2024-01,Sub-ICB,896,0.92,46.9928571428571,46.99285714285715,46,4.973799150320701e-14
2024-01,Sub-ICB,897,0.5,12.1385350318471,12.138535031847134,12,3.375077994860476e-14
2024-01,Sub-ICB,897,0.92,40.2712727272727,40.27127272727273,40,2.842170943040401e-14
2024-01,Sub-ICB,898,0.5,13.1463414634146,13.146341463414634,13,3.375077994860476e-14
2024-01,Sub-ICB,898,0.92,49.3066666666667,49.30666666666667,49,-2.842170943040401e-14
2024-01,Sub-ICB,899,0.5,13.28,13.28,13,0.0
2024-01,Sub-ICB,899,0.92,39.5075862068966,39.50758620689656,39,-3.552713678800501e-14
2024-01,Sub-ICB,900,0.5,14.8685258964143,14.868525896414342,14,4.263256414560601e-14
2024-01,Sub-ICB,900,0.92,43.8208955223881,43.82089552238806,43,-4.263256414560601e-14
2024-01,Sub-ICB,901,0.5,12.8333333333333,12.833333333333334,12,3.375077994860476e-14
2024-01,Sub-ICB,901,0.92,44.9471428571429,44.94714285714286,44,-4.263256414560601e-14
2024-01,Sub-ICB,902,0.5,14.7985854189336,14.798585418933623,14,2.3092638912203256e-14
2024-01,Sub-ICB,902,0.92,45.591551584078,45.591551584078,45,0.0
2024-01,Sub-ICB,903,0.5,9.01851851851852,9.018518518518519,9,-1.7763568394002505e-15
2024-01,Sub-ICB,903,0.92,31.5815384615385,31.581538461538464,31,-3.552713678800501e-14
2024-01,Sub-ICB,904,0.5,13.475,13.475,13,0.0
2024-01,Sub-ICB,904,0.92,44.8742857142857,44.87428571428571,44,1.4210854715202004e-14
2024-01,Sub-ICB,905,0.5,13.955223880597,13.955223880597014,13,1.4210854715202004e-14
2024-01,Sub-ICB,905,0.92,46.9555555555555,46.95555555555555,46,4.973799150320701e-14
2024-01,Sub-ICB,906,0.5,19.8157894736842,19.81578947368421,19,7.105427357601002e-15
2024-01,Sub-ICB,906,0.92,47.3837037037037,47.38370370370371,47,7.105427357601002e-15
2024-01,Sub-ICB,907,0.5,11.9666666666667,11.966666666666667,11,-3.375077994860476e-14
2024-01,Sub-ICB,907,0.92,34.88,34.879999999999995,34,-7.105427357601002e-15
2024-01,Sub-ICB,908,0.5,19.3095238095238,19.30952380952381,19,1.0658141036401503e-14
2024-01,Sub-ICB,908,0.92,43.808,43.80800000000001,43,7.105427357601002e-15
2024-01,Sub-ICB,909,0.5,17.8846153846154,17.884615384615383,17,-1.7763568394002505e-14
2024-01,Sub-ICB,909,0.92,60.352,60.352,60,0.0
2024-01,Sub-ICB,910,0.5,17.1666666666667,17.166666666666668,17,-3.197442310920451e-14
2024-01,Sub-ICB,910,0.92,55.14,55.14,55,0.0
2024-01,Sub-ICB,911,0.5,10.0,10.0,9,0.0
2024-01,Sub-ICB,911,0.92,22.8666666666667,22.866666666666667,22,-3.197442310920451e-14
2024-01,Sub-ICB,912,0.5,11.3611111111111,11.36111111111111,11,1.0658141036401503e-14
2024-01,Sub-ICB,912,0.92,29.3,29.30000000000001,29,1.0658141036401503e-14
2024-01,Sub-ICB,913,0.5,12.6176470588235,12.617647058823529,12,2.842170943040401e-14
2024-01,Sub-ICB,913,0.92,37.56,37.56,37,0.0
2024-01,Sub-ICB,914,0.5,11.4833333333333,11.483333333333333,11,3.197442310920451e-14
2024-01,Sub-ICB,914,0.92,35.6742857142857,35.674285714285716,35,1.4210854715202004e-14
2024-01,Sub-ICB,915,0.5,10.925,10.925,10,0.0
2024-01,Sub-ICB,915,0.92,28.8,28.800000000000004,28,3.552713678800501e-15
2024-01,Sub-ICB,916,0.5,15.8157894736842,15.81578947368421,15,1.0658141036401503e-14
2024-01,Sub-ICB,916,0.92,39.024,39.024,39,0.0
2024-01,Sub-ICB,917,0.5,21.5,21.5,21,0.0
2024-01,Sub-ICB,917,0.92,58.4266666666667,58.42666666666667,58,-2.842170943040401e-14
2024-01,Sub-ICB,918,0.5,10.6666666666667,10.666666666666666,10,-3.375077994860476e-14
2024-01,Sub-ICB,918,0.92,25.928,25.927999999999997,25,-3.552713678800501e-15
2024-01,Sub-ICB,919,0.5,10.359375,10.359375,10,0.0
2024-01,Sub-ICB,919,0.92,27.2,27.200000000000003,27,3.552713678800501e-15
2024-01,Sub-ICB,920,0.5,13.8484848484848,13.848484848484848,13,4.796163466380676e-14
2024-01,Sub-ICB,920,0.92,43.5875,43.587500000000006,43,7.105427357601002e-15
2024-01,Sub-ICB,921,0.5,11.6,11.6,11,0.0
2024-01,Sub-ICB,921,0.92,36.2218181818182,36.221818181818186,36,-1.4210854715202004e-14
2024-01,Sub-ICB,923,0.5,12.3157894736842,12.31578947368421,12,1.0658141036401503e-14
2024-01,Sub-ICB,923,0.92,40.32,40.32000000000002,40,2.1316282072803006e-14
2024-01,Sub-ICB,924,0.5,9.80434782608696,9.804347826086957,9,-3.552713678800501e-15
2024-01,Sub-ICB,924,0.92,37.28,37.28000000000001,37,7.105427357601002e-15
2024-01,Sub-ICB,925,0.5,9.3125,9.3125,9,0.0
2024-01,Sub-ICB,925,0.92,32.32,32.32000000000001,32,7.105427357601002e-15
2024-01,Sub-ICB,926,0.5,13.3409638554217,13.340963855421688,13,-1.2434497875801753e-14
2024-01,Sub-ICB,926,0.92,42.6555102040816,42.65551020408163,42,2.842170943040401e-14
2024-01,Sub-ICB,927,0.5,15.6282051282051,15.628205128205128,15,2.842170943040401e-14
2024-01,Sub-ICB,927,0.92,42.5854545454546,42.58545454545455,42,-4.973799150320701e-14
2024-01,Sub-ICB,928,0.5,16.9583333333333,16.958333333333332,16,3.197442310920451e-14
2024-01,Sub-ICB,928,0.92,49.0342857142857,49.034285714285716,49,1.4210854715202004e-14
2024-01,Sub-ICB,929,0.5,17.3193277310924,17.319327731092436,17,3.552713678800501e-14
2024-01,Sub-ICB,929,0.92,45.0908108108108,45.09081081081083,45,2.842170943040401e-14
2024-01,Sub-ICB,930,0.5,19.6372549019608,19.637254901960784,19,-1.7763568394002505e-14
2024-01,Sub-ICB,930,0.92,47.1145454545455,47.11454545454546,47,-4.263256414560601e-14
2024-01,Sub-ICB,931,0.5,15.2896825396825,15.28968253968254,15,3.907985046680551e-14
2024-01,Sub-ICB,931,0.92,43.1393939393939,43.13939393939395,43,4.973799150320701e-14
2024-01,Sub-ICB,932,0.5,18.1098484848485,18.109848484848484,18,-1.4210854715202004e-14
2024-01,Sub-ICB,932,0.92,46.7152941176471,46.715294117647076,46,-2.1316282072803006e-14
2024-01,Sub-ICB,933,0.5,13.125,13.125,13,0.0
2024-01,Sub-ICB,933,0.92,39.12,39.120000000000005,39,7.105427357601002e-15
2024-01,Sub-ICB,934,0.5,12.0277777777778,12.027777777777779,12,-2.1316282072803006e-14
2024-01,Sub-ICB,934,0.92,43.32,43.31999999999999,43,-7.105427357601002e-15
2024-01,Sub-ICB,936,0.5,4.0,4.0,3,0.0
2024-01,Sub-ICB,936,0.92,25.96,25.96,25,0.0
2024-01,Sub-ICB,937,0.5,15.410447761194,15.41044776119403,15,3.019806626980426e-14
2024-01,Sub-ICB,937,0.92,47.3946666666667,47.39466666666667,47,-2.842170943040401e-14
2024-01,Sub-ICB,938,0.5,18.5245901639344,18.524590163934427,18,2.842170943040401e-14
2024-01,Sub-ICB,938,0.92,44.8385714285714,44.83857142857143,44,2.842170943040401e-14
2024-01,Sub-ICB,939,0.5,9.06410256410256,9.064102564102564,9,3.552713678800501e-15
2024-01,Sub-ICB,939,0.92,37.06,37.06000000000002,37,1.4210854715202004e-14
2024-01,Sub-ICB,940,0.5,10.75,10.75,10,0.0
2024-01,Sub-ICB,940,0.92,27.5333333333333,27.533333333333342,27,4.263256414560601e-14
2024-01,Sub-ICB,941,0.5,12.3333333333333,12.333333333333334,12,3.375077994860476e-14
2024-01,Sub-ICB,941,0.92,27.4311111111111,27.43111111111111,27,1.0658141036401503e-14
2024-01,Sub-ICB,942,0.5,11.0428571428571,11.042857142857143,11,4.263256414560601e-14
2024-01,Sub-ICB,942,0.92,30.87,30.870000000000005,30,3.552713678800501e-15
2024-01,Sub-ICB,943,0.5,7.3,7.3,7,0.0
2024-01,Sub-ICB,943,0.92,23.88,23.880000000000006,23,7.105427357601002e-15
2024-01,Sub-ICB,944,0.5,21.0945945945946,21.094594594594593,21,-7.105427357601002e-15
2024-01,Sub-ICB,944,0.92,49.8412903225806,49.84129032258064,49,4.263256414560601e-14
2024-01,Sub-ICB,945,0.5,11.5546875,11.5546875,11,0.0
2024-01,Sub-ICB,945,0.92,33.1310344827586,33.13103448275863,33,2.842170943040401e-14
2024-01,Sub-ICB,947,0.5,13.6492537313433,13.649253731343283,13,-1.7763568394002505e-14
2024-01,Sub-ICB,947,0.92,43.3694117647059,43.36941176470588,43,-2.1316282072803006e-14
2024-01,Sub-ICB,948,0.5,11.5588235294118,11.558823529411764,11,-3.552713678800501e-14
2024-01,Sub-ICB,948,0.92,37.8977777777778,37.8977777777778,37,0.0
2024-01,Sub-ICB,949,0.5,13.3,13.3,13,0.0
2024-01,Sub-ICB,949,0.92,36.9811764705882,36.98117647058824,36,3.552713678800501e-14
2024-01,Sub-ICB,950,0.5,15.6441090555015,15.64410905550146,15,-4.085620730620576e-14
2024-01,Sub-ICB,950,0.92,43.958803986711,43.95880398671096,43,-3.552713678800501e-14
2024-01,Sub-ICB,951,0.5,15.8660714285714,15.866071428571429,15,2.842170943040401e-14
2024-01,Sub-ICB,951,0.92,40.7458823529412,40.74588235294118,40,-2.1316282072803006e-14
2024-01,Sub-ICB,952,0.5,18.8409090909091,18.84090909090909,18,-1.0658141036401503e-14
2024-01,Sub-ICB,952,0.92,48.0033333333333,48.00333333333333,48,2.842170943040401e-14
2024-01,Sub-ICB,953,0.5,16.9220779220779,16.92207792207792,16,2.1316282072803006e-14
2024-01,Sub-ICB,953,0.92,45.5234285714286,45.52342857142859,45,-1.4210854715202004e-14
2024-01,Sub-ICB,954,0.5,21.3145161290323,21.31451612903226,21,-3.907985046680551e-14
2024-01,Sub-ICB,954,0.92,47.1914285714286,47.191428571428574,47,-2.842170943040401e-14
2024-01,Sub-ICB,955,0.5,15.0,15.0,14,0.0
2024-01,Sub-ICB,955,0.92,43.04,43.04,43,0.0
2024-01,Sub-ICB,956,0.5,19.0,19.0,18,0.0
2024-01,Sub-ICB,956,0.92,48.56,48.56,48,0.0
2024-01,Sub-ICB,957,0.5,13.5,13.5,13,0.0
2024-01,Sub-ICB,957,0.92,38.7333333333333,38.733333333333334,38,3.552713678800501e-14
2024-01,Sub-ICB,958,0.5,11.4615384615385,11.461538461538462,11,-3.907985046680551e-14
2024-01,Sub-ICB,958,0.92,47.12,47.120000000000005,47,7.105427357601002e-15
2024-01,Sub-ICB,960,0.5,1.75,1.75,1,0.0
2024-01,Sub-ICB,960,0.92,8.0,8.0,7,0.0
2024-01,Sub-ICB,961,0.5,16.4821428571429,16.482142857142858,16,-4.263256414560601e-14
2024-01,Sub-ICB,961,0.92,49.34,49.34,49,0.0
2024-01,Sub-ICB,962,0.5,18.2321428571429,18.232142857142858,18,-4.263256414560601e-14
2024-01,Sub-ICB,962,0.92,44.2457142857143,44.24571428571429,44,-7.105427357601002e-15
2024-01,Sub-ICB,963,0.5,7.125,7.125,7,0.0
2024-01,Sub-ICB,963,0.92,28.81,28.810000000000002,28,3.552713678800501e-15
2024-01,Sub-ICB,964,0.5,9.87837837837838,9.878378378378379,9,-1.7763568394002505e-15
2024-01,Sub-ICB,964,0.92,27.4533333333333,27.453333333333337,27,3.552713678800501e-14
2024-01,Sub-ICB,965,0.5,11.6842105263158,11.68421052631579,11,-1.0658141036401503e-14
2024-01,Sub-ICB,965,0.92,24.5285714285714,24.52857142857143,24,2.842170943040401e-14
2024-01,Sub-ICB,966,0.5,9.325,9.325,9,0.0
2024-01,Sub-ICB,966,0.92,23.6933333333333,23.693333333333346,23,4.618527782440651e-14
2024-01,Sub-ICB,967,0.5,8.3,8.3,8,0.0
2024-01,Sub-ICB,967,0.92,24.7066666666667,24.706666666666667,24,-3.197442310920451e-14
2024-01,Sub-ICB,968,0.5,23.8524590163934,23.852459016393443,23,4.263256414560601e-14
2024-01,Sub-ICB,968,0.92,51.7169230769231,51.71692307692309,51,-1.4210854715202004e-14
2024-01,Sub-ICB,969,0.5,11.3672566371681,11.367256637168142,11,4.085620730620576e-14
2024-01,Sub-ICB,969,0.92,32.0958333333333,32.09583333333334,32,3.552713678800501e-14
2024-01,Sub-ICB,971,0.5,13.6717171717172,13.671717171717171,13,-2.842170943040401e-14
2024-01,Sub-ICB,971,0.92,41.5184615384615,41.51846153846154,41,3.552713678800501e-14
2024-01,Sub-ICB,972,0.5,11.8214285714286,11.821428571428571,11,-2.842170943040401e-14
2024-01,Sub-ICB,972,0.92,37.9018181818182,37.901818181818186,37,-1.4210854715202004e-14
2024-01,Sub-ICB,973,0.5,14.90625,14.90625,14,0.0
2024-01,Sub-ICB,973,0.92,39.5630769230769,39.56307692307693,39,2.842170943040401e-14
2024-01,Sub-ICB,974,0.5,15.6405810684161,15.64058106841612,15,1.9539925233402755e-14
2024-01,Sub-ICB,974,0.92,43.6995041322314,43.6995041322314,43,0.0
2024-01,Sub-ICB,975,0.5,15.3469387755102,15.346938775510203,15,3.552713678800501e-15
2024-01,Sub-ICB,975,0.92,42.9657142857143,42.965714285714284,42,-1.4210854715202004e-14
2024-01,Sub-ICB,976,0.5,16.5375,16.5375,16,0.0
2024-01,Sub-ICB,976,0.92,46.8036363636364,46.80363636363638,46,-2.1316282072803006e-14
2024-01,Sub-ICB,977,0.5,17.7530120481928,17.753012048192772,17,-2.842170943040401e-14
2024-01,Sub-ICB,977,0.92,46.4548837209302,46.45488372093024,46,4.263256414560601e-14
2024-01,Sub-ICB,978,0.5,19.2142857142857,19.214285714285715,19,1.4210854715202004e-14
2024-01,Sub-ICB,978,0.92,47.366,47.36600000000001,47,7.105427357601002e-15
2024-01,Sub-ICB,979,0.5,15.3130434782609,15.31304347826087,15,-3.019806626980426e-14
2024-01,Sub-ICB,979,0.92,42.5806451612903,42.58064516129032,42,2.1316282072803006e-14
2024-01,Sub-ICB,980,0.5,16.95,16.95,16,0.0
2024-01,Sub-ICB,980,0.92,53.05,53.05,53,0.0
2024-01,Sub-ICB,981,0.5,18.25,18.25,18,0.0
2024-01,Sub-ICB,981,0.92,49.4133333333333,49.413333333333334,49,3.552713678800501e-14
2024-01,Sub-ICB,982,0.5,11.9545454545455,11.954545454545455,11,-4.440892098500626e-14
2024-01,Sub-ICB,982,0.92,46.28,46.28,46,0.0
2024-01,Sub-ICB,984,0.5,10.7222222222222,10.722222222222221,10,2.1316282072803006e-14
2024-01,Sub-ICB,984,0.92,33.3733333333333,33.373333333333335,33,3.552713678800501e-14
2024-01,Sub-ICB,985,0.5,15.7772277227723,15.777227722772277,15,-2.3092638912203256e-14
2024-01,Sub-ICB,985,0.92,45.685,45.685,45,0.0
2024-01,Sub-ICB,986,0.5,17.6397058823529,17.639705882352942,17,4.263256414560601e-14
2024-01,Sub-ICB,986,0.92,44.8117647058824,44.81176470588236,44,-4.263256414560601e-14
2024-01,Sub-ICB,987,0.5,12.7571428571429,12.757142857142856,12,-4.440892098500626e-14
2024-01,Sub-ICB,987,0.92,43.2971428571429,43.297142857142866,43,-3.552713678800501e-14
2024-01,Sub-ICB,988,0.5,10.5967741935484,10.596774193548388,10,-1.2434497875801753e-14
2024-01,Sub-ICB,988,0.92,27.7566666666667,27.75666666666667,27,-2.842170943040401e-14
2024-01,Sub-ICB,989,0.5,11.6086956521739,11.608695652173914,11,1.4210854715202004e-14
2024-01,Sub-ICB,989,0.92,27.375,27.375,27,0.0
2024-01,Sub-ICB,990,0.5,12.5833333333333,12.583333333333334,12,3.375077994860476e-14
2024-01,Sub-ICB,990,0.92,32.0466666666667,32.04666666666666,32,-4.263256414560601e-14
2024-01,Sub-ICB,991,0.5,10.9230769230769,10.923076923076923,10,2.3092638912203256e-14
2024-01,Sub-ICB,991,0.92,37.92,37.920000000000016,37,1.4210854715202004e-14
2024-01,Sub-ICB,992,0.5,23.0724637681159,23.07246376811594,23,4.263256414560601e-14
2024-01,Sub-ICB,992,0.92,51.7232,51.7232,51,0.0
2024-01,Sub-ICB,993,0.5,11.6054421768707,11.60544217687075,11,4.973799150320701e-14
2024-01,Sub-ICB,993,0.92,34.1051851851852,34.10518518518519,34,-7.105427357601002e-15
2024-01,Sub-ICB,995,0.5,14.3805970149254,14.380597014925373,14,-2.6645352591003757e-14
2024-01,Sub-ICB,995,0.92,43.9386666666667,43.93866666666666,43,-3.552713678800501e-14
2024-01,Sub-ICB,996,0.5,11.2428571428571,11.242857142857142,11,4.263256414560601e-14
2024-01,Sub-ICB,996,0.92,41.064,41.06400000000001,41,7.105427357601002e-15
2024-01,Sub-ICB,997,0.5,13.625,13.625,13,0.0
2024-01,Sub-ICB,997,0.92,37.1755555555556,37.17555555555556,37,-3.552713678800501e-14
2024-01,Sub-ICB,998,0.5,15.6339622641509,15.633962264150943,15,4.263256414560601e-14
2024-01,Sub-ICB,998,0.92,43.9003870967742,43.9003870967742,43,0.0
2024-01,Sub-ICB,999,0.5,17.44,17.44,17,0.0
2024-01,Sub-ICB,999,0.92,46.4063157894737,46.406315789473695,46,-7.105427357601002e-15
2024-01,Sub-ICB,1000,0.5,17.2179487179487,17.21794871794872,17,1.7763568394002505e-14
2024-01,Sub-ICB,1000,0.92,43.8213333333333,43.82133333333334,43,4.263256414560601e-14
2024-01,Sub-ICB,1001,0.5,14.9679487179487,14.967948717948717,14,1.7763568394002505e-14
2024-01,Sub-ICB,1001,0.92,40.4575,40.45750000000001,40,7.105427357601002e-15
2024-01,Sub-ICB,1002,0.5,18.4705882352941,18.470588235294116,18,1.4210854715202004e-14
2024-01,Sub-ICB,1002,0.92,43.7428571428571,43.74285714285715,43,4.973799150320701e-14
2024-01,Sub-ICB,1003,0.5,9.80555555555556,9.805555555555555,9,-5.329070518200751e-15
2024-01,Sub-ICB,1003,0.92,34.1527272727273,34.152727272727276,34,-2.1316282072803006e-14
2024-01,Sub-ICB,1004,0.5,17.3421052631579,17.342105263157894,17,-7.105427357601002e-15
2024-01,Sub-ICB,1004,0.92,46.7244444444444,46.724444444444444,46,4.263256414560601e-14
2024-01,Sub-ICB,1005,0.5,22.75,22.75,22,0.0
2024-01,Sub-ICB,1005,0.92,51.68,51.68000000000001,51,7.105427357601002e-15
2024-01,Sub-ICB,1006,0.5,20.1428571428571,20.142857142857142,20,4.263256414560601e-14
2024-01,Sub-ICB,1006,0.92,44.4266666666667,44.42666666666667,44,-2.842170943040401e-14
2024-01,Sub-ICB,1008,0.5,14.5,14.5,14,0.0
2024-01,Sub-ICB,1008,0.92,40.68,40.68,40,0.0
2024-01,Sub-ICB,1009,0.5,15.2083333333333,15.208333333333334,15,3.375077994860476e-14
2024-01,Sub-ICB,1009,0.92,41.7890909090909,41.789090909090916,41,1.4210854715202004e-14
2024-01,Sub-ICB,1010,0.5,16.1666666666667,16.166666666666668,16,-3.197442310920451e-14
2024-01,Sub-ICB,1010,0.92,43.0892307692308,43.089230769230774,43,-2.842170943040401e-14
2024-01,Sub-ICB,1011,0.5,13.6842105263158,13.68421052631579,13,-1.0658141036401503e-14
2024-01,Sub-ICB,1011,0.92,40.84,40.84000000000003,40,2.842170943040401e-14
2024-01,Sub-ICB,1012,0.5,14.4444444444444,14.444444444444445,14,4.440892098500626e-14
2024-01,Sub-ICB,1012,0.92,46.83,46.83000000000001,46,1.4210854715202004e-14
2024-01,Sub-ICB,1013,0.5,13.2916666666667,13.291666666666666,13,-3.375077994860476e-14
2024-01,Sub-ICB,1013,0.92,44.14,44.14,44,0.0
2024-01,Sub-ICB,1014,0.5,16.8,16.8,16,0.0
2024-01,Sub-ICB,1014,0.92,40.0266666666667,40.02666666666667,40,-2.842170943040401e-14
2024-01,Sub-ICB,1016,0.5,19.2619047619048,19.261904761904763,19,-3.552713678800501e-14
2024-01,Sub-ICB,1016,0.92,46.6033333333333,46.60333333333333,46,2.842170943040401e-14
2024-01,Sub-ICB,1017,0.5,14.2602739726027,14.26027397260274,14,3.907985046680551e-14
2024-01,Sub-ICB,1017,0.92,37.2418181818182,37.24181818181819,37,-1.4210854715202004e-14
2024-01,Sub-ICB,1019,0.5,14.8461538461538,14.846153846153847,14,4.618527782440651e-14
2024-01,Sub-ICB,1019,0.92,44.56,44.56,44,0.0
2024-01,Sub-ICB,1020,0.5,16.5,16.5,16,0.0
2024-01,Sub-ICB,1020,0.92,44.92,44.920000000000016,44,1.4210854715202004e-14
2024-01,Sub-ICB,1021,0.5,3.71590909090909,3.715909090909091,3,8.881784197001252e-16
2024-01,Sub-ICB,1021,0.92,20.384,20.384000000000004,20,3.552713678800501e-15
2024-01,Sub-ICB,1022,0.5,15.3293718166384,15.32937181663837,15,-3.019806626980426e-14
2024-01,Sub-ICB,1022,0.92,42.3403703703704,42.34037037037039,42,-1.4210854715202004e-14
2024-01,Sub-ICB,1023,0.5,17.3548387096774,17.35483870967742,17,2.1316282072803006e-14
2024-01,Sub-ICB,1023,0.92,41.4675,41.4675,41,0.0
2024-01,Sub-ICB,1024,0.5,17.8666666666667,17.866666666666667,17,-3.197442310920451e-14
2024-01,Sub-ICB,1024,0.92,47.7571428571429,47.75714285714286,47,-4.263256414560601e-14
2024-01,Sub-ICB,1025,0.5,18.5051020408163,18.505102040816325,18,2.4868995751603507e-14
2024-01,Sub-ICB,1025,0.92,47.6615384615385,47.66153846153847,47,-2.842170943040401e-14
2024-01,Sub-ICB,1026,0.5,16.6777777777778,16.677777777777777,16,-2.1316282072803006e-14
2024-01,Sub-ICB,1026,0.92,43.6463157894737,43.64631578947368,43,-1.4210854715202004e-14
2024-01,Sub-ICB,1027,0.5,16.0875,16.0875,16,0.0
2024-01,Sub-ICB,1027,0.92,44.1305263157895,44.130526315789474,44,-2.842170943040401e-14
2024-01,Sub-ICB,1028,0.5,13.2916666666667,13.291666666666666,13,-3.375077994860476e-14
2024-01,Sub-ICB,1028,0.92,38.85,38.85000000000001,38,7.105427357601002e-15
2024-01,Sub-ICB,1029,0.5,22.5,22.5,22,0.0
2024-01,Sub-ICB,1029,0.92,47.78,47.78,47,0.0
2024-01,Sub-ICB,1030,0.5,13.5,13.5,13,0.0
2024-01,Sub-ICB,1030,0.92,51.44,51.44,51,0.0
2024-01,Sub-ICB,1033,0.5,17.8571428571429,17.857142857142858,17,-4.263256414560601e-14
2024-01,Sub-ICB,1033,0.92,39.4133333333333,39.413333333333334,39,3.552713678800501e-14
2024-01,Sub-ICB,1034,0.5,17.95,17.95,17,0.0
2024-01,Sub-ICB,1034,0.92,41.5818181818182,41.58181818181819,41,-7.105427357601002e-15
2024-01,Sub-ICB,1035,0.5,27.3103448275862,27.310344827586206,27,7.105427357601002e-15
2024-01,Sub-ICB,1035,0.92,59.7846153846154,59.784615384615385,59,-1.4210854715202004e-14
2024-01,Sub-ICB,1036,0.5,14.4333333333333,14.433333333333334,14,3.375077994860476e-14
2024-01,Sub-ICB,1036,0.92,39.93,39.93000000000001,39,7.105427357601002e-15
2024-01,Sub-ICB,1037,0.5,19.0789473684211,19.07894736842105,19,-4.973799150320701e-14
2024-01,Sub-ICB,1037,0.92,40.568,40.568000000000005,40,7.105427357601002e-15
2024-01,Sub-ICB,1038,0.5,16.5555555555556,16.555555555555557,16,-4.263256414560601e-14
2024-01,Sub-ICB,1038,0.92,37.812,37.812,37,0.0
