period,part,kind,code,name,release,lower_week,upper_week,open_band,count,share,group
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,9,10,False,198497,0.0260389467198,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,10,11,False,243899,0.0319948062994,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,11,12,False,232016,0.0304359877588,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,12,13,False,184039,0.0241423382488,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,13,14,False,217497,0.0285313772738,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,14,15,False,203762,0.0267296123444,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,15,16,False,184113,0.0241520456099,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,16,17,False,170983,0.0224296449165,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,17,18,False,109971,0.014426056866,within18
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,18,19,False,159686,0.0209476981814,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,19,20,False,156108,0.0204783341539,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,20,21,False,153423,0.0201261143624,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,21,22,False,145558,0.0190943792936,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,22,23,False,137697,0.018063168947,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,23,24,False,129504,0.016988406656,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,24,25,False,126344,0.0165738761008,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,25,26,False,124249,0.016299052837,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,26,27,False,117131,0.0153653096432,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,27,28,False,111405,0.0146141697825,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,28,29,False,106501,0.0139708603385,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,29,30,False,91677,0.0120262397842,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,30,31,False,59107,0.00775368909238,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,31,32,False,50341,0.00660376034309,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,32,33,False,87979,0.01154113409,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,33,34,False,84989,0.0111489042291,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,34,35,False,82089,0.0107684806183,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,35,36,False,80073,0.0105040206184,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,36,37,False,77331,0.0101443235353,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,37,38,False,74363,0.00975497964668,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,38,39,False,69749,0.00914971256373,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,39,40,False,63518,0.00833232652257,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,40,41,False,62748,0.00823131749486,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,41,42,False,60843,0.00798141853668,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,42,43,False,57336,0.00752136832863,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,43,44,False,53931,0.00707469853724,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,44,45,False,51264,0.0067248399958,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,45,46,False,48111,0.00631122770439,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,46,47,False,46275,0.00607038020454,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,47,48,False,41949,0.00550289312156,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,48,49,False,30995,0.0040659413169,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,49,50,False,37411,0.00490759576082,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,50,51,False,35291,0.00462949298322,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,51,52,False,33770,0.00442996735834,middle
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,52,53,False,31165,0.00408824201133,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,53,54,False,28028,0.00367672860881,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,54,55,False,25841,0.00338983673399,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,55,56,False,24287,0.00318598215079,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,56,57,False,21013,0.00275649701217,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,57,58,False,18993,0.00249151229011,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,58,59,False,17375,0.00227926215135,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,59,60,False,16616,0.00217969610975,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,60,61,False,14357,0.00188335923493,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,61,62,False,10575,0.00138723437413,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,62,63,False,12275,0.00161024131844,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,63,64,False,11160,0.00146397499909,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,64,65,False,7781,0.00102071590214,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,65,66,False,6414,0.000841392082807,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,66,67,False,6945,0.000911048957764,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,67,68,False,5838,0.000765832082855,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,68,69,False,3387,0.000444308541389,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,69,70,False,4900,0.00064278472182,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,70,71,False,4411,0.000578637430194,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,71,72,False,3722,0.000488254027473,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,72,73,False,3262,0.000427910971955,over52
2024-07,Part_2,monthly,C_999,"England, all specialties",revised-or-established,73,74,False,2800,0.000367305555326,over52
