period_raw,specialty_code,specialty_name,total_waiting,waiting_0_18w,waiting_18_52w,waiting_52w_plus,date,pct_within_18w,pct_over_52w
RTT-October-2024,X04,Other - Paediatric Services,343753.0,199840.0,134788.0,9125.0,2024-10-01,58.13,2.65
RTT-October-2024,C_430,Elderly Medicine Service,24458.0,19943.0,4431.0,84.0,2024-10-01,81.54,0.34
RTT-October-2024,C_120,Ear Nose and Throat Service,637647.0,310467.0,298068.0,29112.0,2024-10-01,48.69,4.57
RTT-October-2024,C_160,Plastic Surgery Service,108465.0,59865.0,42823.0,5777.0,2024-10-01,55.19,5.33
RTT-October-2024,X03,Other - Mental Health Services,3001.0,2185.0,807.0,9.0,2024-10-01,72.81,0.3
RTT-October-2024,C_110,Trauma and Orthopaedic Service,855660.0,497788.0,323243.0,34629.0,2024-10-01,58.18,4.05
RTT-October-2024,C_300,General Internal Medicine Service,39204.0,27284.0,11467.0,453.0,2024-10-01,69.59,1.16
RTT-October-2024,C_410,Rheumatology Service,125910.0,82905.0,40844.0,2161.0,2024-10-01,65.84,1.72
RTT-October-2024,C_150,Neurosurgical Service,60662.0,36549.0,22343.0,1770.0,2024-10-01,60.25,2.92
RTT-October-2024,C_101,Urology Service,404218.0,232760.0,157816.0,13642.0,2024-10-01,57.58,3.37
RTT-October-2024,C_330,Dermatology Service,436787.0,260783.0,163146.0,12858.0,2024-10-01,59.7,2.94
RTT-October-2024,C_502,Gynaecology Service,590381.0,326801.0,241498.0,22082.0,2024-10-01,55.35,3.74
RTT-October-2024,X06,Other - Other Services,175693.0,123864.0,48228.0,3601.0,2024-10-01,70.5,2.05
RTT-October-2024,C_140,Oral Surgery Service,326403.0,164383.0,146848.0,15172.0,2024-10-01,50.36,4.65
RTT-October-2024,C_999,Total,7541371.0,4444500.0,2861957.0,234914.0,2024-10-01,58.93,3.12
RTT-October-2024,C_340,Respiratory Medicine Service,226162.0,139374.0,83306.0,3482.0,2024-10-01,61.63,1.54
RTT-October-2024,X05,Other - Surgical Services,485436.0,291478.0,177188.0,16770.0,2024-10-01,60.04,3.45
RTT-October-2024,C_400,Neurology Service,234414.0,127401.0,98515.0,8498.0,2024-10-01,54.35,3.63
RTT-October-2024,C_320,Cardiology Service,412017.0,245532.0,157291.0,9194.0,2024-10-01,59.59,2.23
RTT-October-2024,X02,Other - Medical Services,643077.0,412832.0,218644.0,11601.0,2024-10-01,64.2,1.8
RTT-October-2024,C_170,Cardiothoracic Surgery Service,8928.0,6133.0,2593.0,202.0,2024-10-01,68.69,2.26
RTT-October-2024,C_301,Gastroenterology Service,392609.0,243903.0,140759.0,7947.0,2024-10-01,62.12,2.02
RTT-October-2024,C_100,General Surgery Service,412644.0,239771.0,157044.0,15829.0,2024-10-01,58.11,3.84
RTT-November-2024,C_410,Rheumatology Service,124909.0,81754.0,41170.0,1985.0,2024-11-01,65.45,1.59
RTT-November-2024,C_130,Ophthalmology Service,583645.0,388707.0,184994.0,9944.0,2024-11-01,66.6,1.7
RTT-November-2024,C_430,Elderly Medicine Service,24331.0,19951.0,4294.0,86.0,2024-11-01,82.0,0.35
RTT-November-2024,C_320,Cardiology Service,411612.0,244919.0,157039.0,9654.0,2024-11-01,59.5,2.35
RTT-November-2024,C_330,Dermatology Service,420136.0,248673.0,160092.0,11371.0,2024-11-01,59.19,2.71
RTT-November-2024,C_120,Ear Nose and Throat Service,633270.0,311915.0,293203.0,28152.0,2024-11-01,49.25,4.45
RTT-November-2024,C_160,Plastic Surgery Service,106025.0,57967.0,42973.0,5085.0,2024-11-01,54.67,4.8
RTT-November-2024,C_301,Gastroenterology Service,392808.0,246015.0,139158.0,7635.0,2024-11-01,62.63,1.94
RTT-November-2024,C_101,Urology Service,406608.0,237545.0,155925.0,13138.0,2024-11-01,58.42,3.23
RTT-November-2024,X06,Other - Other Services,174363.0,122585.0,48261.0,3517.0,2024-11-01,70.3,2.02
RTT-November-2024,C_340,Respiratory Medicine Service,223739.0,137737.0,82881.0,3121.0,2024-11-01,61.56,1.39
RTT-November-2024,C_300,General Internal Medicine Service,39777.0,27628.0,11717.0,432.0,2024-11-01,69.46,1.09
RTT-November-2024,X03,Other - Mental Health Services,3088.0,2294.0,789.0,5.0,2024-11-01,74.29,0.16
RTT-November-2024,C_150,Neurosurgical Service,59830.0,36244.0,21867.0,1719.0,2024-11-01,60.58,2.87
RTT-November-2024,C_999,Total,7479867.0,4424701.0,2833599.0,221567.0,2024-11-01,59.15,2.96
RTT-November-2024,C_110,Trauma and Orthopaedic Service,853875.0,497556.0,324334.0,31985.0,2024-11-01,58.27,3.75
RTT-November-2024,C_400,Neurology Service,234563.0,127977.0,98503.0,8083.0,2024-11-01,54.56,3.45
RTT-November-2024,C_140,Oral Surgery Service,328381.0,167942.0,145243.0,15196.0,2024-11-01,51.14,4.63
RTT-November-2024,X05,Other - Surgical Services,482367.0,290950.0,176595.0,14822.0,2024-11-01,60.32,3.07
RTT-November-2024,X02,Other - Medical Services,636871.0,408722.0,217078.0,11071.0,2024-11-01,64.18,1.74
RTT-November-2024,C_100,General Surgery Service,409066.0,237867.0,156502.0,14697.0,2024-11-01,58.15,3.59
RTT-November-2024,C_502,Gynaecology Service,584820.0,326037.0,237995.0,20788.0,2024-11-01,55.75,3.55
RTT-November-2024,C_170,Cardiothoracic Surgery Service,8977.0,6163.0,2630.0,184.0,2024-11-01,68.65,2.05
RTT-November-2024,X04,Other - Paediatric Services,336806.0,197553.0,130356.0,8897.0,2024-11-01,58.65,2.64
RTT-December-2024,C_999,Total,7463085.0,4398544.0,2864139.0,200402.0,2024-12-01,58.94,2.69
RTT-December-2024,X02,Other - Medical Services,641604.0,411589.0,219992.0,10023.0,2024-12-01,64.15,1.56
RTT-December-2024,C_150,Neurosurgical Service,59873.0,36467.0,21810.0,1596.0,2024-12-01,60.91,2.67
RTT-December-2024,C_340,Respiratory Medicine Service,219618.0,137220.0,79862.0,2536.0,2024-12-01,62.48,1.15
RTT-December-2024,C_410,Rheumatology Service,124071.0,80467.0,41908.0,1696.0,2024-12-01,64.86,1.37
RTT-December-2024,C_130,Ophthalmology Service,589336.0,393427.0,186423.0,9486.0,2024-12-01,66.76,1.61
RTT-December-2024,C_160,Plastic Surgery Service,105251.0,56586.0,44354.0,4311.0,2024-12-01,53.76,4.1
RTT-December-2024,X04,Other - Paediatric Services,337769.0,200325.0,128880.0,8564.0,2024-12-01,59.31,2.54
RTT-December-2024,C_101,Urology Service,410468.0,241215.0,157425.0,11828.0,2024-12-01,58.77,2.88
RTT-December-2024,C_301,Gastroenterology Service,396642.0,248013.0,141594.0,7035.0,2024-12-01,62.53,1.77
RTT-December-2024,C_400,Neurology Service,233555.0,126510.0,99960.0,7085.0,2024-12-01,54.17,3.03
RTT-December-2024,C_502,Gynaecology Service,586202.0,324934.0,242409.0,18859.0,2024-12-01,55.43,3.22
RTT-December-2024,C_140,Oral Surgery Service,325770.0,164481.0,147393.0,13896.0,2024-12-01,50.49,4.27
RTT-December-2024,C_300,General Internal Medicine Service,39745.0,27108.0,12258.0,379.0,2024-12-01,68.2,0.95
RTT-December-2024,X03,Other - Mental Health Services,3088.0,2336.0,745.0,7.0,2024-12-01,75.65,0.23
RTT-December-2024,C_430,Elderly Medicine Service,24582.0,20167.0,4356.0,59.0,2024-12-01,82.04,0.24
RTT-December-2024,X05,Other - Surgical Services,477532.0,285913.0,179173.0,12446.0,2024-12-01,59.87,2.61
RTT-December-2024,C_170,Cardiothoracic Surgery Service,10292.0,7029.0,3073.0,190.0,2024-12-01,68.3,1.85
RTT-December-2024,C_120,Ear Nose and Throat Service,633387.0,311845.0,295393.0,26149.0,2024-12-01,49.23,4.13
RTT-December-2024,C_100,General Surgery Service,407980.0,235553.0,158689.0,13738.0,2024-12-01,57.74,3.37
RTT-December-2024,C_110,Trauma and Orthopaedic Service,853202.0,489190.0,334808.0,29204.0,2024-12-01,57.34,3.42
RTT-December-2024,X06,Other - Other Services,166250.0,118240.0,45047.0,2963.0,2024-12-01,71.12,1.78
RTT-December-2024,C_320,Cardiology Service,412953.0,247292.0,156842.0,8819.0,2024-12-01,59.88,2.14
RTT-December-2024,C_330,Dermatology Service,403915.0,232637.0,161745.0,9533.0,2024-12-01,57.6,2.36
RTT-January-2025,C_101,Urology Service,411866.0,243912.0,156151.0,11803.0,2025-01-01,59.22,2.87
RTT-January-2025,X02,Other - Medical Services,631833.0,404521.0,217022.0,10290.0,2025-01-01,64.02,1.63
RTT-January-2025,C_320,Cardiology Service,415196.0,250129.0,156241.0,8826.0,2025-01-01,60.24,2.13
RTT-January-2025,C_330,Dermatology Service,400119.0,228718.0,162311.0,9090.0,2025-01-01,57.16,2.27
RTT-January-2025,C_400,Neurology Service,232985.0,125291.0,100422.0,7272.0,2025-01-01,53.78,3.12
RTT-January-2025,C_150,Neurosurgical Service,59655.0,35992.0,22041.0,1622.0,2025-01-01,60.33,2.72
RTT-January-2025,C_430,Elderly Medicine Service,24159.0,19680.0,4437.0,42.0,2025-01-01,81.46,0.17
RTT-January-2025,C_300,General Internal Medicine Service,39415.0,27110.0,12020.0,285.0,2025-01-01,68.78,0.72
RTT-January-2025,C_502,Gynaecology Service,582922.0,321489.0,242628.0,18805.0,2025-01-01,55.15,3.23
RTT-January-2025,C_110,Trauma and Orthopaedic Service,847963.0,479617.0,339895.0,28451.0,2025-01-01,56.56,3.36
RTT-January-2025,C_170,Cardiothoracic Surgery Service,10173.0,6972.0,3012.0,189.0,2025-01-01,68.53,1.86
RTT-January-2025,C_100,General Surgery Service,406921.0,234847.0,158945.0,13129.0,2025-01-01,57.71,3.23
RTT-January-2025,C_410,Rheumatology Service,122534.0,79155.0,41722.0,1657.0,2025-01-01,64.6,1.35
RTT-January-2025,C_120,Ear Nose and Throat Service,637631.0,315556.0,295431.0,26644.0,2025-01-01,49.49,4.18
RTT-January-2025,C_999,Total,7427669.0,4371844.0,2856997.0,198828.0,2025-01-01,58.86,2.68
RTT-January-2025,X03,Other - Mental Health Services,3005.0,2303.0,697.0,5.0,2025-01-01,76.64,0.17
RTT-January-2025,X05,Other - Surgical Services,480582.0,288424.0,180116.0,12042.0,2025-01-01,60.02,2.51
RTT-January-2025,C_340,Respiratory Medicine Service,219832.0,139054.0,78035.0,2743.0,2025-01-01,63.25,1.25
RTT-January-2025,X04,Other - Paediatric Services,331749.0,198334.0,124912.0,8503.0,2025-01-01,59.78,2.56
RTT-January-2025,C_301,Gastroenterology Service,395862.0,247323.0,141442.0,7097.0,2025-01-01,62.48,1.79
RTT-January-2025,C_130,Ophthalmology Service,579892.0,387020.0,183671.0,9201.0,2025-01-01,66.74,1.59
RTT-January-2025,C_140,Oral Surgery Service,325158.0,164500.0,146807.0,13851.0,2025-01-01,50.59,4.26
RTT-January-2025,X06,Other - Other Services,163723.0,116619.0,44012.0,3092.0,2025-01-01,71.23,1.89
RTT-January-2025,C_160,Plastic Surgery Service,104494.0,55278.0,45027.0,4189.0,2025-01-01,52.9,4.01
RTT-February-2025,C_160,Plastic Surgery Service,102844.0,54823.0,44223.0,3798.0,2025-02-01,53.31,3.69
RTT-February-2025,C_330,Dermatology Service,389749.0,225935.0,155200.0,8614.0,2025-02-01,57.97,2.21
RTT-February-2025,X03,Other - Mental Health Services,2974.0,2258.0,708.0,8.0,2025-02-01,75.92,0.27
RTT-February-2025,C_130,Ophthalmology Service,582395.0,392636.0,180533.0,9226.0,2025-02-01,67.42,1.58
RTT-February-2025,C_110,Trauma and Orthopaedic Service,841700.0,473041.0,342011.0,26648.0,2025-02-01,56.2,3.17
RTT-February-2025,C_502,Gynaecology Service,581573.0,322797.0,240608.0,18168.0,2025-02-01,55.5,3.12
RTT-February-2025,C_300,General Internal Medicine Service,42178.0,29260.0,12608.0,310.0,2025-02-01,69.37,0.73
RTT-February-2025,C_150,Neurosurgical Service,59364.0,35493.0,22330.0,1541.0,2025-02-01,59.79,2.6
RTT-February-2025,C_100,General Surgery Service,407640.0,237157.0,157824.0,12659.0,2025-02-01,58.18,3.11
RTT-February-2025,C_320,Cardiology Service,411581.0,248491.0,154918.0,8172.0,2025-02-01,60.37,1.99
RTT-February-2025,C_410,Rheumatology Service,121539.0,78844.0,41106.0,1589.0,2025-02-01,64.87,1.31
RTT-February-2025,C_999,Total,7401153.0,4379951.0,2827677.0,193525.0,2025-02-01,59.18,2.61
RTT-February-2025,C_101,Urology Service,412747.0,245271.0,155233.0,12243.0,2025-02-01,59.42,2.97
RTT-February-2025,X02,Other - Medical Services,629526.0,404183.0,215350.0,9993.0,2025-02-01,64.2,1.59
RTT-February-2025,C_430,Elderly Medicine Service,23950.0,19512.0,4388.0,50.0,2025-02-01,81.47,0.21
RTT-February-2025,X04,Other - Paediatric Services,332249.0,201190.0,122431.0,8628.0,2025-02-01,60.55,2.6
RTT-February-2025,C_120,Ear Nose and Throat Service,634084.0,318084.0,289610.0,26390.0,2025-02-01,50.16,4.16
RTT-February-2025,C_340,Respiratory Medicine Service,216816.0,137794.0,76088.0,2934.0,2025-02-01,63.55,1.35
RTT-February-2025,C_301,Gastroenterology Service,394200.0,246268.0,141490.0,6442.0,2025-02-01,62.47,1.63
RTT-February-2025,C_400,Neurology Service,229775.0,123341.0,99211.0,7223.0,2025-02-01,53.68,3.14
RTT-February-2025,X05,Other - Surgical Services,483017.0,292890.0,178354.0,11773.0,2025-02-01,60.64,2.44
RTT-February-2025,X06,Other - Other Services,163840.0,117827.0,43126.0,2887.0,2025-02-01,71.92,1.76
RTT-February-2025,C_140,Oral Surgery Service,327310.0,166045.0,147206.0,14059.0,2025-02-01,50.73,4.3
RTT-February-2025,C_170,Cardiothoracic Surgery Service,10102.0,6811.0,3121.0,170.0,2025-02-01,67.42,1.68
RTT-March-2025,X02,Other - Medical Services,629580.0,408919.0,211098.0,9563.0,2025-03-01,64.95,1.52
RTT-March-2025,X05,Other - Surgical Services,484335.0,295105.0,177895.0,11335.0,2025-03-01,60.93,2.34
RTT-March-2025,C_400,Neurology Service,226120.0,122232.0,97643.0,6245.0,2025-03-01,54.06,2.76
RTT-March-2025,C_110,Trauma and Orthopaedic Service,843066.0,478393.0,341038.0,23635.0,2025-03-01,56.74,2.8
RTT-March-2025,C_120,Ear Nose and Throat Service,637737.0,324966.0,287664.0,25107.0,2025-03-01,50.96,3.94
RTT-March-2025,C_430,Elderly Medicine Service,23987.0,19505.0,4438.0,44.0,2025-03-01,81.31,0.18
RTT-March-2025,C_320,Cardiology Service,415194.0,252962.0,154383.0,7849.0,2025-03-01,60.93,1.89
RTT-March-2025,C_301,Gastroenterology Service,395202.0,247353.0,141540.0,6309.0,2025-03-01,62.59,1.6
RTT-March-2025,C_170,Cardiothoracic Surgery Service,10178.0,6852.0,3147.0,179.0,2025-03-01,67.32,1.76
RTT-March-2025,C_100,General Surgery Service,403986.0,238183.0,154420.0,11383.0,2025-03-01,58.96,2.82
RTT-March-2025,C_101,Urology Service,414585.0,248123.0,154619.0,11843.0,2025-03-01,59.85,2.86
RTT-March-2025,C_410,Rheumatology Service,122137.0,80432.0,40173.0,1532.0,2025-03-01,65.85,1.25
RTT-March-2025,C_502,Gynaecology Service,582709.0,325212.0,240667.0,16830.0,2025-03-01,55.81,2.89
RTT-March-2025,C_140,Oral Surgery Service,328829.0,166642.0,148869.0,13318.0,2025-03-01,50.68,4.05
RTT-March-2025,C_130,Ophthalmology Service,586084.0,399949.0,177650.0,8485.0,2025-03-01,68.24,1.45
RTT-March-2025,C_340,Respiratory Medicine Service,216131.0,138767.0,74460.0,2904.0,2025-03-01,64.21,1.34
RTT-March-2025,C_330,Dermatology Service,395257.0,235157.0,152113.0,7987.0,2025-03-01,59.49,2.02
RTT-March-2025,C_160,Plastic Surgery Service,102628.0,55467.0,43741.0,3420.0,2025-03-01,54.05,3.33
RTT-March-2025,C_300,General Internal Medicine Service,40538.0,27327.0,12875.0,336.0,2025-03-01,67.41,0.83
RTT-March-2025,C_999,Total,7418598.0,4434722.0,2803633.0,180243.0,2025-03-01,59.78,2.43
RTT-March-2025,X03,Other - Mental Health Services,2802.0,2154.0,644.0,4.0,2025-03-01,76.87,0.14
RTT-March-2025,X06,Other - Other Services,167587.0,122217.0,42563.0,2807.0,2025-03-01,72.93,1.67
RTT-March-2025,C_150,Neurosurgical Service,58423.0,34732.0,22332.0,1359.0,2025-03-01,59.45,2.33
RTT-March-2025,X04,Other - Paediatric Services,331503.0,204073.0,119661.0,7769.0,2025-03-01,61.56,2.34
RTT-April-2025,C_150,Neurosurgical Service,58329.0,34214.0,22717.0,1398.0,2025-04-01,58.66,2.4
RTT-April-2025,C_430,Elderly Medicine Service,23571.0,19262.0,4261.0,48.0,2025-04-01,81.72,0.2
RTT-April-2025,C_110,Trauma and Orthopaedic Service,844120.0,477639.0,341886.0,24595.0,2025-04-01,56.58,2.91
RTT-April-2025,C_410,Rheumatology Service,123675.0,82098.0,39959.0,1618.0,2025-04-01,66.38,1.31
RTT-April-2025,X05,Other - Surgical Services,481133.0,294570.0,174590.0,11973.0,2025-04-01,61.22,2.49
RTT-April-2025,C_300,General Internal Medicine Service,37671.0,25675.0,11718.0,278.0,2025-04-01,68.16,0.74
RTT-April-2025,C_140,Oral Surgery Service,329477.0,165944.0,149804.0,13729.0,2025-04-01,50.37,4.17
RTT-April-2025,X06,Other - Other Services,165090.0,120362.0,41760.0,2968.0,2025-04-01,72.91,1.8
RTT-April-2025,C_320,Cardiology Service,409020.0,247379.0,153940.0,7701.0,2025-04-01,60.48,1.88
RTT-April-2025,C_400,Neurology Service,223699.0,120448.0,96629.0,6622.0,2025-04-01,53.84,2.96
RTT-April-2025,C_502,Gynaecology Service,580003.0,319750.0,242079.0,18174.0,2025-04-01,55.13,3.13
RTT-April-2025,C_999,Total,7389065.0,4413682.0,2785360.0,190023.0,2025-04-01,59.73,2.57
RTT-April-2025,C_301,Gastroenterology Service,387015.0,241934.0,138243.0,6838.0,2025-04-01,62.51,1.77
RTT-April-2025,C_170,Cardiothoracic Surgery Service,9872.0,6594.0,3104.0,174.0,2025-04-01,66.79,1.76
RTT-April-2025,C_340,Respiratory Medicine Service,212881.0,136172.0,73857.0,2852.0,2025-04-01,63.97,1.34
RTT-April-2025,C_160,Plastic Surgery Service,101264.0,54628.0,43038.0,3598.0,2025-04-01,53.95,3.55
RTT-April-2025,C_330,Dermatology Service,401261.0,243019.0,149073.0,9169.0,2025-04-01,60.56,2.29
RTT-April-2025,C_120,Ear Nose and Throat Service,638914.0,325185.0,287060.0,26669.0,2025-04-01,50.9,4.17
RTT-April-2025,X03,Other - Mental Health Services,2502.0,1845.0,652.0,5.0,2025-04-01,73.74,0.2
RTT-April-2025,X04,Other - Paediatric Services,331432.0,202858.0,120065.0,8509.0,2025-04-01,61.21,2.57
RTT-April-2025,C_130,Ophthalmology Service,588639.0,405214.0,174139.0,9286.0,2025-04-01,68.84,1.58
RTT-April-2025,C_100,General Surgery Service,397004.0,234740.0,150529.0,11735.0,2025-04-01,59.13,2.96
RTT-April-2025,X02,Other - Medical Services,633842.0,412167.0,211659.0,10016.0,2025-04-01,65.03,1.58
RTT-April-2025,C_101,Urology Service,408651.0,241985.0,154598.0,12068.0,2025-04-01,59.22,2.95
RTT-May-2025,X05,Other - Surgical Services,480884.0,299253.0,168945.0,12686.0,2025-05-01,62.23,2.64
RTT-May-2025,C_140,Oral Surgery Service,329587.0,170423.0,145464.0,13700.0,2025-05-01,51.71,4.16
RTT-May-2025,C_340,Respiratory Medicine Service,207710.0,134639.0,69971.0,3100.0,2025-05-01,64.82,1.49
RTT-May-2025,C_410,Rheumatology Service,122989.0,83502.0,37846.0,1641.0,2025-05-01,67.89,1.33
RTT-May-2025,X02,Other - Medical Services,638827.0,420640.0,207034.0,11153.0,2025-05-01,65.85,1.75
RTT-May-2025,C_130,Ophthalmology Service,589546.0,414116.0,165881.0,9549.0,2025-05-01,70.24,1.62
RTT-May-2025,C_502,Gynaecology Service,578272.0,326246.0,233623.0,18403.0,2025-05-01,56.42,3.18
RTT-May-2025,C_999,Total,7355950.0,4482076.0,2677035.0,196839.0,2025-05-01,60.93,2.68
RTT-May-2025,C_100,General Surgery Service,394228.0,237313.0,145447.0,11468.0,2025-05-01,60.2,2.91
RTT-May-2025,C_301,Gastroenterology Service,376849.0,240350.0,129956.0,6543.0,2025-05-01,63.78,1.74
RTT-May-2025,X04,Other - Paediatric Services,330317.0,206091.0,115159.0,9067.0,2025-05-01,62.39,2.74
RTT-May-2025,C_300,General Internal Medicine Service,35865.0,25210.0,10394.0,261.0,2025-05-01,70.29,0.73
RTT-May-2025,C_430,Elderly Medicine Service,23599.0,19598.0,3943.0,58.0,2025-05-01,83.05,0.25
RTT-May-2025,C_110,Trauma and Orthopaedic Service,843398.0,489666.0,328571.0,25161.0,2025-05-01,58.06,2.98
RTT-May-2025,C_320,Cardiology Service,400038.0,245882.0,146501.0,7655.0,2025-05-01,61.46,1.91
RTT-May-2025,C_120,Ear Nose and Throat Service,636238.0,328412.0,279296.0,28530.0,2025-05-01,51.62,4.48
RTT-May-2025,C_170,Cardiothoracic Surgery Service,9762.0,6567.0,3003.0,192.0,2025-05-01,67.27,1.97
RTT-May-2025,C_101,Urology Service,400589.0,240125.0,148606.0,11858.0,2025-05-01,59.94,2.96
RTT-May-2025,C_400,Neurology Service,222406.0,123241.0,92414.0,6751.0,2025-05-01,55.41,3.04
RTT-May-2025,C_150,Neurosurgical Service,57858.0,34890.0,21345.0,1623.0,2025-05-01,60.3,2.81
RTT-May-2025,C_160,Plastic Surgery Service,101834.0,56719.0,41191.0,3924.0,2025-05-01,55.7,3.85
RTT-May-2025,X03,Other - Mental Health Services,2428.0,1874.0,550.0,4.0,2025-05-01,77.18,0.16
RTT-May-2025,C_330,Dermatology Service,413232.0,258104.0,144563.0,10565.0,2025-05-01,62.46,2.56
RTT-May-2025,X06,Other - Other Services,159494.0,119215.0,37332.0,2947.0,2025-05-01,74.75,1.85
RTT-June-2025,C_320,Cardiology Service,395307.0,244312.0,143638.0,7357.0,2025-06-01,61.8,1.86
RTT-June-2025,C_150,Neurosurgical Service,57090.0,34464.0,21200.0,1426.0,2025-06-01,60.37,2.5
RTT-June-2025,X05,Other - Surgical Services,485325.0,305744.0,167250.0,12331.0,2025-06-01,63.0,2.54
RTT-June-2025,C_140,Oral Surgery Service,327657.0,169222.0,145276.0,13159.0,2025-06-01,51.65,4.02
RTT-June-2025,X06,Other - Other Services,155400.0,115830.0,36593.0,2977.0,2025-06-01,74.54,1.92
RTT-June-2025,X03,Other - Mental Health Services,2463.0,1829.0,630.0,4.0,2025-06-01,74.26,0.16
RTT-June-2025,C_110,Trauma and Orthopaedic Service,848356.0,499760.0,323064.0,25532.0,2025-06-01,58.91,3.01
RTT-June-2025,C_100,General Surgery Service,394989.0,241189.0,142790.0,11010.0,2025-06-01,61.06,2.79
RTT-June-2025,C_999,Total,7367836.0,4533070.0,2643011.0,191755.0,2025-06-01,61.53,2.6
RTT-June-2025,C_120,Ear Nose and Throat Service,635920.0,329485.0,278606.0,27829.0,2025-06-01,51.81,4.38
RTT-June-2025,C_340,Respiratory Medicine Service,203990.0,134701.0,66718.0,2571.0,2025-06-01,66.03,1.26
RTT-June-2025,C_300,General Internal Medicine Service,35558.0,24857.0,10471.0,230.0,2025-06-01,69.91,0.65
RTT-June-2025,C_400,Neurology Service,222585.0,125636.0,90231.0,6718.0,2025-06-01,56.44,3.02
RTT-June-2025,C_410,Rheumatology Service,124146.0,85401.0,37269.0,1476.0,2025-06-01,68.79,1.19
RTT-June-2025,C_430,Elderly Medicine Service,24341.0,20501.0,3792.0,48.0,2025-06-01,84.22,0.2
RTT-June-2025,C_160,Plastic Surgery Service,102925.0,58667.0,40191.0,4067.0,2025-06-01,57.0,3.95
RTT-June-2025,X02,Other - Medical Services,643170.0,426742.0,205436.0,10992.0,2025-06-01,66.35,1.71
RTT-June-2025,X04,Other - Paediatric Services,328080.0,205333.0,113787.0,8960.0,2025-06-01,62.59,2.73
RTT-June-2025,C_130,Ophthalmology Service,592361.0,418677.0,164878.0,8806.0,2025-06-01,70.68,1.49
RTT-June-2025,C_330,Dermatology Service,428279.0,272606.0,144773.0,10900.0,2025-06-01,63.65,2.55
RTT-June-2025,C_101,Urology Service,395910.0,238451.0,146333.0,11126.0,2025-06-01,60.23,2.81
RTT-June-2025,C_170,Cardiothoracic Surgery Service,10107.0,7194.0,2741.0,172.0,2025-06-01,71.18,1.7
RTT-June-2025,C_301,Gastroenterology Service,373867.0,241376.0,126316.0,6175.0,2025-06-01,64.56,1.65
RTT-June-2025,C_502,Gynaecology Service,580010.0,331093.0,231028.0,17889.0,2025-06-01,57.08,3.08
RTT-July-2025,C_110,Trauma and Orthopaedic Service,847453.0,498780.0,322240.0,26433.0,2025-07-01,58.86,3.12
RTT-July-2025,X05,Other - Surgical Services,476584.0,299073.0,165104.0,12407.0,2025-07-01,62.75,2.6
RTT-July-2025,C_330,Dermatology Service,436979.0,280075.0,145702.0,11202.0,2025-07-01,64.09,2.56
RTT-July-2025,C_999,Total,7299023.0,4468469.0,2641138.0,189416.0,2025-07-01,61.22,2.6
RTT-July-2025,C_170,Cardiothoracic Surgery Service,9034.0,6376.0,2483.0,175.0,2025-07-01,70.58,1.94
RTT-July-2025,X04,Other - Paediatric Services,329526.0,203907.0,116886.0,8733.0,2025-07-01,61.88,2.65
RTT-July-2025,X02,Other - Medical Services,628175.0,416156.0,201408.0,10611.0,2025-07-01,66.25,1.69
RTT-July-2025,C_100,General Surgery Service,395120.0,241466.0,142547.0,11107.0,2025-07-01,61.11,2.81
RTT-July-2025,C_340,Respiratory Medicine Service,199887.0,131432.0,65959.0,2496.0,2025-07-01,65.75,1.25
RTT-July-2025,C_320,Cardiology Service,388296.0,239231.0,142128.0,6937.0,2025-07-01,61.61,1.79
RTT-July-2025,C_502,Gynaecology Service,574663.0,324250.0,232408.0,18005.0,2025-07-01,56.42,3.13
RTT-July-2025,X06,Other - Other Services,151789.0,112670.0,36503.0,2616.0,2025-07-01,74.23,1.72
RTT-July-2025,C_410,Rheumatology Service,123212.0,83782.0,37957.0,1473.0,2025-07-01,68.0,1.2
RTT-July-2025,C_400,Neurology Service,218289.0,122110.0,89526.0,6653.0,2025-07-01,55.94,3.05
RTT-July-2025,C_300,General Internal Medicine Service,32845.0,22352.0,10211.0,282.0,2025-07-01,68.05,0.86
RTT-July-2025,C_120,Ear Nose and Throat Service,628560.0,320013.0,281560.0,26987.0,2025-07-01,50.91,4.29
RTT-July-2025,C_101,Urology Service,389366.0,234116.0,145190.0,10060.0,2025-07-01,60.13,2.58
RTT-July-2025,C_160,Plastic Surgery Service,101766.0,58918.0,38687.0,4161.0,2025-07-01,57.9,4.09
RTT-July-2025,X03,Other - Mental Health Services,2628.0,1932.0,693.0,3.0,2025-07-01,73.52,0.11
RTT-July-2025,C_140,Oral Surgery Service,322308.0,164794.0,144544.0,12970.0,2025-07-01,51.13,4.02
RTT-July-2025,C_150,Neurosurgical Service,56894.0,33921.0,21556.0,1417.0,2025-07-01,59.62,2.49
RTT-July-2025,C_301,Gastroenterology Service,374892.0,241775.0,126655.0,6462.0,2025-07-01,64.49,1.72
RTT-July-2025,C_130,Ophthalmology Service,585619.0,410068.0,167353.0,8198.0,2025-07-01,70.02,1.4
RTT-July-2025,C_430,Elderly Medicine Service,25138.0,21272.0,3838.0,28.0,2025-07-01,84.62,0.11
RTT-August-2025,C_300,General Internal Medicine Service,32547.0,22077.0,10156.0,314.0,2025-08-01,67.83,0.96
RTT-August-2025,C_140,Oral Surgery Service,321005.0,162193.0,145731.0,13081.0,2025-08-01,50.53,4.08
RTT-August-2025,C_101,Urology Service,386948.0,231899.0,145225.0,9824.0,2025-08-01,59.93,2.54
