specialty_code,specialty,provider_code,from_period,to_period,from_total,to_total,relative_change,material_event,opposite_siblings,sibling_details,opposite_material_sibling
C_301,Gastroenterology,NT350,2026-03,2026-04,8.0,0.0,-1.0,False,C_160,C_160 17->23 (+35.3%),False
C_301,Gastroenterology,NT350,2026-04,2026-05,0.0,20.0,inf,False,C_100,C_100 215->185 (-14.0%),False
C_301,Gastroenterology,NT351,2025-12,2026-01,0.0,1.0,inf,False,C_101|C_502,C_101 54->35 (-35.2%); C_502 1->0 (-100.0%),False
C_301,Gastroenterology,NT351,2026-02,2026-03,1.0,2.0,1.0,False,C_100|C_120|C_150|C_330|C_400,C_100 442->395 (-10.6%); C_120 97->95 (-2.1%); C_150 134->101 (-24.6%); C_330 99->88 (-11.1%); C_400 106->63 (-40.6%),False
C_301,Gastroenterology,NT351,2026-04,2026-05,1.0,3.0,2.0,False,C_100,C_100 698->409 (-41.4%),False
C_301,Gastroenterology,NT364,2024-02,2024-03,1.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NT364,2024-12,2025-01,0.0,5.0,inf,False,C_100|C_110,C_100 322->308 (-4.3%); C_110 1343->1271 (-5.4%),False
C_301,Gastroenterology,NT364,2025-01,2025-02,5.0,1.0,-0.8,False,C_100|X05,C_100 308->312 (+1.3%); X05 2->4 (+100.0%),False
C_301,Gastroenterology,NT364,2025-02,2025-03,1.0,2.0,1.0,False,C_100|C_110|C_150|X05,C_100 312->272 (-12.8%); C_110 1226->1122 (-8.5%); C_150 2->1 (-50.0%); X05 4->3 (-25.0%),False
C_301,Gastroenterology,NT364,2025-03,2025-04,2.0,0.0,-1.0,False,C_140|C_160,C_140 0->1 (+inf%); C_160 0->37 (+inf%),False
C_301,Gastroenterology,NT364,2025-04,2025-05,0.0,2.0,inf,False,C_140|C_160,C_140 1->0 (-100.0%); C_160 37->0 (-100.0%),False
C_301,Gastroenterology,NT364,2025-05,2025-06,2.0,7.0,2.5,False,C_100|C_110,C_100 275->227 (-17.5%); C_110 1047->876 (-16.3%),False
C_301,Gastroenterology,NT364,2025-06,2025-07,7.0,2.0,-0.7142857142857143,False,X05,X05 3->8 (+166.7%),False
C_301,Gastroenterology,NT364,2025-10,2025-11,1.0,2.0,1.0,False,C_100|C_110|X05,C_100 175->170 (-2.9%); C_110 698->628 (-10.0%); X05 3->2 (-33.3%),False
C_301,Gastroenterology,NT364,2025-12,2026-01,1.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NT364,2026-04,2026-05,0.0,1.0,inf,False,,,False
C_301,Gastroenterology,NT3X3,2024-01,2024-02,14.0,31.0,1.2142857142857142,False,C_150,C_150 16->11 (-31.2%),False
C_301,Gastroenterology,NT3X3,2024-05,2024-06,20.0,8.0,-0.6,False,C_110|C_120|C_150|X05,C_110 125->180 (+44.0%); C_120 30->42 (+40.0%); C_150 8->14 (+75.0%); X05 38->43 (+13.2%),False
C_301,Gastroenterology,NT3X3,2024-06,2024-07,8.0,16.0,1.0,False,C_100|C_120|C_502,C_100 382->263 (-31.2%); C_120 42->35 (-16.7%); C_502 101->77 (-23.8%),False
C_301,Gastroenterology,NT3X3,2024-12,2025-01,8.0,30.0,2.75,False,C_101|C_110|C_320|X05,C_101 5->3 (-40.0%); C_110 509->484 (-4.9%); C_320 14->10 (-28.6%); X05 263->237 (-9.9%),False
C_301,Gastroenterology,NT3X3,2025-12,2026-01,1.0,0.0,-1.0,False,C_100|C_320|X05,C_100 510->600 (+17.6%); C_320 7->13 (+85.7%); X05 23->101 (+339.1%),False
C_301,Gastroenterology,NT3X3,2026-02,2026-03,0.0,1.0,inf,False,C_100|C_320,C_100 615->317 (-48.5%); C_320 14->4 (-71.4%),False
C_301,Gastroenterology,NT3X3,2026-03,2026-04,1.0,0.0,-1.0,False,C_100|C_150|X05,C_100 317->468 (+47.6%); C_150 28->35 (+25.0%); X05 372->376 (+1.1%),False
C_301,Gastroenterology,NT3X3,2026-04,2026-05,0.0,3.0,inf,False,C_100|C_120|C_150|C_320,C_100 468->450 (-3.8%); C_120 13->8 (-38.5%); C_150 35->34 (-2.9%); C_320 4->1 (-75.0%),False
C_301,Gastroenterology,NT403,2025-09,2025-10,21.0,33.0,0.5714285714285714,False,C_100|C_101|C_110|C_120|C_150|C_502|X06,C_100 318->248 (-22.0%); C_101 166->165 (-0.6%); C_110 1199->1125 (-6.2%); C_120 109->94 (-13.8%); C_150 15->13 (-13.3%); C_502 569->501 (-12.0%); X06 6->5 (-16.7%),False
C_301,Gastroenterology,NT403,2025-11,2025-12,38.0,60.0,0.5789473684210527,False,,,False
C_301,Gastroenterology,NT403,2026-04,2026-05,52.0,0.0,-1.0,False,C_100|X06,C_100 240->248 (+3.3%); X06 7->14 (+100.0%),False
C_301,Gastroenterology,NT404,2024-07,2024-08,5.0,8.0,0.6,False,C_100|C_101|C_120|C_502,C_100 418->399 (-4.5%); C_101 301->286 (-5.0%); C_120 291->286 (-1.7%); C_502 432->426 (-1.4%),False
C_301,Gastroenterology,NT404,2024-10,2024-11,4.0,11.0,1.75,False,C_120|C_400|C_502|X06,C_120 283->270 (-4.6%); C_400 2->1 (-50.0%); C_502 373->302 (-19.0%); X06 124->116 (-6.5%),False
C_301,Gastroenterology,NT404,2025-03,2025-04,7.0,2.0,-0.7142857142857143,False,C_101|C_120|C_400|X06,C_101 391->419 (+7.2%); C_120 242->249 (+2.9%); C_400 4->6 (+50.0%); X06 149->162 (+8.7%),False
C_301,Gastroenterology,NT404,2025-04,2025-05,2.0,4.0,1.0,False,C_100|C_120|C_400|C_502|X06,C_100 354->352 (-0.6%); C_120 249->220 (-11.6%); C_400 6->0 (-100.0%); C_502 44->25 (-43.2%); X06 162->155 (-4.3%),False
C_301,Gastroenterology,NT404,2025-05,2025-06,4.0,9.0,1.25,False,C_100|C_120,C_100 352->339 (-3.7%); C_120 220->197 (-10.5%),False
C_301,Gastroenterology,NT404,2025-09,2025-10,6.0,10.0,0.6666666666666666,False,C_101|C_110|C_120|C_400|C_502,C_101 411->373 (-9.2%); C_110 1322->1253 (-5.2%); C_120 174->172 (-1.1%); C_400 1->0 (-100.0%); C_502 418->415 (-0.7%),False
C_301,Gastroenterology,NT404,2025-10,2025-11,10.0,17.0,0.7,False,C_101,C_101 373->334 (-10.5%),False
C_301,Gastroenterology,NT404,2026-01,2026-02,11.0,105.0,8.545454545454545,False,C_101,C_101 286->263 (-8.0%),False
C_301,Gastroenterology,NT404,2026-02,2026-03,105.0,24.0,-0.7714285714285715,False,C_110|C_502|X06,C_110 1194->1213 (+1.6%); C_502 553->597 (+8.0%); X06 206->213 (+3.4%),False
C_301,Gastroenterology,NT408,2025-05,2025-06,6.0,2.0,-0.6666666666666666,False,C_101|C_110|C_130,C_101 6->7 (+16.7%); C_110 454->456 (+0.4%); C_130 224->254 (+13.4%),False
C_301,Gastroenterology,NT408,2025-09,2025-10,1.0,0.0,-1.0,False,C_100|C_110,C_100 96->98 (+2.1%); C_110 531->573 (+7.9%),False
C_301,Gastroenterology,NT410,2025-01,2025-02,17.0,26.0,0.5294117647058824,False,,,False
C_301,Gastroenterology,NT410,2025-08,2025-09,13.0,20.0,0.5384615384615384,False,C_101|X06,C_101 31->25 (-19.4%); X06 22->16 (-27.3%),False
C_301,Gastroenterology,NT412,2025-11,2025-12,100.0,165.0,0.65,False,C_100|C_120|C_130|X06,C_100 471->417 (-11.5%); C_120 48->47 (-2.1%); C_130 17->16 (-5.9%); X06 14->13 (-7.1%),False
C_301,Gastroenterology,NT418,2024-03,2024-04,29.0,44.0,0.5172413793103449,False,C_502|X06,C_502 91->89 (-2.2%); X06 11->6 (-45.5%),False
C_301,Gastroenterology,NT421,2026-04,2026-05,29.0,99.0,2.413793103448276,False,C_101,C_101 347->324 (-6.6%),False
C_301,Gastroenterology,NT423,2024-02,2024-03,0.0,121.0,inf,False,C_101|C_502|X06,C_101 83->0 (-100.0%); C_502 275->0 (-100.0%); X06 18->0 (-100.0%),False
C_301,Gastroenterology,NT423,2024-03,2024-04,121.0,0.0,-1.0,False,C_101|C_502|X06,C_101 0->60 (+inf%); C_502 0->335 (+inf%); X06 0->11 (+inf%),False
C_301,Gastroenterology,NT427,2024-10,2024-11,44.0,71.0,0.6136363636363636,False,C_101|C_110,C_101 85->80 (-5.9%); C_110 663->633 (-4.5%),False
C_301,Gastroenterology,NT427,2025-12,2026-01,23.0,39.0,0.6956521739130435,False,C_100|C_101|C_110|C_150|X06,C_100 191->168 (-12.0%); C_101 56->41 (-26.8%); C_110 1082->1067 (-1.4%); C_150 10->5 (-50.0%); X06 27->17 (-37.0%),False
C_301,Gastroenterology,NT427,2026-01,2026-02,39.0,70.0,0.7948717948717948,False,,,False
C_301,Gastroenterology,NT429,2024-09,2024-10,95.0,44.0,-0.5368421052631579,False,C_140,C_140 0->1 (+inf%),False
C_301,Gastroenterology,NT429,2024-10,2024-11,44.0,10.0,-0.7727272727272727,False,C_110|X06,C_110 891->975 (+9.4%); X06 0->8 (+inf%),False
C_301,Gastroenterology,NT429,2024-12,2025-01,6.0,1.0,-0.8333333333333334,False,C_110,C_110 953->983 (+3.1%),False
C_301,Gastroenterology,NT429,2025-01,2025-02,1.0,0.0,-1.0,False,C_502,C_502 1->2 (+100.0%),False
C_301,Gastroenterology,NT430,2024-08,2024-09,10.0,3.0,-0.7,False,C_120|C_130,C_120 1->2 (+100.0%); C_130 282->300 (+6.4%),False
C_301,Gastroenterology,NT430,2024-09,2024-10,3.0,8.0,1.6666666666666667,False,C_100|C_110|C_120|C_502,C_100 23->10 (-56.5%); C_110 26->12 (-53.8%); C_120 2->0 (-100.0%); C_502 12->11 (-8.3%),False
C_301,Gastroenterology,NT430,2024-10,2024-11,8.0,35.0,3.375,False,C_110|C_130|C_502|X06,C_110 12->2 (-83.3%); C_130 306->296 (-3.3%); C_502 11->4 (-63.6%); X06 1->0 (-100.0%),False
C_301,Gastroenterology,NT430,2025-05,2025-06,19.0,9.0,-0.5263157894736842,False,,,False
C_301,Gastroenterology,NT430,2025-06,2025-07,9.0,4.0,-0.5555555555555556,False,C_100|C_110,C_100 73->98 (+34.2%); C_110 17->19 (+11.8%),False
C_301,Gastroenterology,NT430,2025-08,2025-09,2.0,12.0,5.0,False,C_100|C_110|C_120,C_100 96->80 (-16.7%); C_110 22->17 (-22.7%); C_120 1->0 (-100.0%),False
C_301,Gastroenterology,NT433,2024-01,2024-02,1.0,0.0,-1.0,False,C_130,C_130 4->11 (+175.0%),False
C_301,Gastroenterology,NT433,2024-04,2024-05,0.0,3.0,inf,False,C_110,C_110 304->299 (-1.6%),False
C_301,Gastroenterology,NT433,2024-08,2024-09,1.0,2.0,1.0,False,C_100,C_100 22->18 (-18.2%),False
C_301,Gastroenterology,NT433,2024-12,2025-01,2.0,0.0,-1.0,False,C_100,C_100 19->23 (+21.1%),False
C_301,Gastroenterology,NT433,2025-03,2025-04,0.0,1.0,inf,False,C_100|X06,C_100 18->17 (-5.6%); X06 59->57 (-3.4%),False
C_301,Gastroenterology,NT433,2025-04,2025-05,1.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NT433,2025-05,2025-06,0.0,2.0,inf,False,X06,X06 50->46 (-8.0%),False
C_301,Gastroenterology,NT433,2025-07,2025-08,1.0,2.0,1.0,False,,,False
C_301,Gastroenterology,NT433,2025-10,2025-11,3.0,1.0,-0.6666666666666666,False,C_100|C_330,C_100 20->25 (+25.0%); C_330 0->1 (+inf%),False
C_301,Gastroenterology,NT433,2025-11,2025-12,1.0,2.0,1.0,False,C_100|X06,C_100 25->18 (-28.0%); X06 43->41 (-4.7%),False
C_301,Gastroenterology,NT433,2026-01,2026-02,2.0,0.0,-1.0,False,C_110,C_110 314->336 (+7.0%),False
C_301,Gastroenterology,NT435,2024-11,2024-12,0.0,39.0,inf,False,C_101|C_502|X06,C_101 16->0 (-100.0%); C_502 27->0 (-100.0%); X06 16->1 (-93.8%),False
C_301,Gastroenterology,NT435,2024-12,2025-01,39.0,0.0,-1.0,False,C_101|C_502|X06,C_101 0->12 (+inf%); C_502 0->20 (+inf%); X06 1->23 (+2200.0%),False
C_301,Gastroenterology,NT437,2024-01,2024-02,1.0,6.0,5.0,False,C_100,C_100 131->130 (-0.8%),False
C_301,Gastroenterology,NT437,2025-07,2025-08,29.0,47.0,0.6206896551724138,False,C_100|C_110|C_150|C_502|X06,C_100 100->90 (-10.0%); C_110 440->424 (-3.6%); C_150 6->4 (-33.3%); C_502 16->11 (-31.2%); X06 211->184 (-12.8%),False
C_301,Gastroenterology,NT437,2026-02,2026-03,23.0,46.0,1.0,False,C_101|C_110,C_101 95->85 (-10.5%); C_110 399->395 (-1.0%),False
C_301,Gastroenterology,NT440,2024-01,2024-02,3.0,1.0,-0.6666666666666666,False,C_400|C_502|X06,C_400 2->3 (+50.0%); C_502 80->83 (+3.8%); X06 3->5 (+66.7%),False
C_301,Gastroenterology,NT440,2024-02,2024-03,1.0,3.0,2.0,False,C_110|X06,C_110 265->258 (-2.6%); X06 5->3 (-40.0%),False
C_301,Gastroenterology,NT440,2024-06,2024-07,5.0,9.0,0.8,False,X06,X06 7->5 (-28.6%),False
C_301,Gastroenterology,NT440,2024-09,2024-10,5.0,8.0,0.6,False,C_400,C_400 4->3 (-25.0%),False
C_301,Gastroenterology,NT440,2025-03,2025-04,5.0,11.0,1.2,False,C_100|C_502|X06,C_100 86->71 (-17.4%); C_502 260->244 (-6.2%); X06 5->2 (-60.0%),False
C_301,Gastroenterology,NT440,2025-08,2025-09,6.0,11.0,0.8333333333333334,False,C_100|C_150|C_502,C_100 106->87 (-17.9%); C_150 1->0 (-100.0%); C_502 217->196 (-9.7%),False
C_301,Gastroenterology,NT440,2026-02,2026-03,4.0,8.0,1.0,False,C_100|C_150,C_100 97->96 (-1.0%); C_150 7->5 (-28.6%),False
C_301,Gastroenterology,NT441,2024-02,2024-03,9.0,3.0,-0.6666666666666666,False,C_110|C_502,C_110 1321->1405 (+6.4%); C_502 455->508 (+11.6%),False
C_301,Gastroenterology,NT441,2024-03,2024-04,3.0,6.0,1.0,False,,,False
C_301,Gastroenterology,NT441,2024-06,2024-07,12.0,5.0,-0.5833333333333334,False,C_100|C_110|C_502,C_100 542->597 (+10.1%); C_110 1595->1780 (+11.6%); C_502 670->718 (+7.2%),False
C_301,Gastroenterology,NT441,2024-09,2024-10,5.0,9.0,0.8,False,C_100|C_502,C_100 665->613 (-7.8%); C_502 788->723 (-8.2%),False
C_301,Gastroenterology,NT441,2024-10,2024-11,9.0,2.0,-0.7777777777777778,False,C_150,C_150 90->114 (+26.7%),False
C_301,Gastroenterology,NT441,2024-11,2024-12,2.0,10.0,4.0,False,C_100|C_150|X06,C_100 611->604 (-1.1%); C_150 114->111 (-2.6%); X06 12->10 (-16.7%),False
C_301,Gastroenterology,NT441,2025-01,2025-02,11.0,2.0,-0.8181818181818182,False,C_110|C_130|C_150|X06,C_110 1864->1889 (+1.3%); C_130 0->1 (+inf%); C_150 122->126 (+3.3%); X06 12->15 (+25.0%),False
C_301,Gastroenterology,NT441,2025-03,2025-04,1.0,8.0,7.0,False,C_100,C_100 609->570 (-6.4%),False
C_301,Gastroenterology,NT441,2025-06,2025-07,10.0,31.0,2.1,False,C_100|C_502|X06,C_100 515->504 (-2.1%); C_502 771->757 (-1.8%); X06 7->5 (-28.6%),False
C_301,Gastroenterology,NT441,2025-07,2025-08,31.0,13.0,-0.5806451612903226,False,C_100|C_150|X06,C_100 504->505 (+0.2%); C_150 121->174 (+43.8%); X06 5->15 (+200.0%),False
C_301,Gastroenterology,NT441,2025-09,2025-10,7.0,18.0,1.5714285714285714,False,C_150|X06,C_150 209->176 (-15.8%); X06 10->9 (-10.0%),False
C_301,Gastroenterology,NT446,2025-02,2025-03,5.0,11.0,1.2,False,C_110|X06,C_110 438->436 (-0.5%); X06 1->0 (-100.0%),False
C_301,Gastroenterology,NT446,2025-11,2025-12,8.0,18.0,1.25,False,C_110,C_110 478->450 (-5.9%),False
C_301,Gastroenterology,NT447,2024-07,2024-08,7.0,12.0,0.7142857142857143,False,,,False
C_301,Gastroenterology,NT447,2025-01,2025-02,7.0,11.0,0.5714285714285714,False,C_100|C_101|C_110|C_150,C_100 180->170 (-5.6%); C_101 94->82 (-12.8%); C_110 238->225 (-5.5%); C_150 5->3 (-40.0%),False
C_301,Gastroenterology,NT447,2025-11,2025-12,3.0,1.0,-0.6666666666666666,False,C_101,C_101 21->27 (+28.6%),False
C_301,Gastroenterology,NT447,2025-12,2026-01,1.0,0.0,-1.0,False,C_100|C_150|C_400|X06,C_100 27->33 (+22.2%); C_150 3->4 (+33.3%); C_400 9->12 (+33.3%); X06 0->1 (+inf%),False
C_301,Gastroenterology,NT449,2024-02,2024-03,3.0,8.0,1.6666666666666667,False,,,False
C_301,Gastroenterology,NT449,2024-05,2024-06,8.0,13.0,0.625,False,X06,X06 2->1 (-50.0%),False
C_301,Gastroenterology,NT449,2024-07,2024-08,15.0,25.0,0.6666666666666666,False,C_150|X06,C_150 23->13 (-43.5%); X06 2->1 (-50.0%),False
C_301,Gastroenterology,NT449,2026-03,2026-04,1.0,0.0,-1.0,False,C_502,C_502 1->30 (+2900.0%),False
C_301,Gastroenterology,NT450,2025-02,2025-03,0.0,6.0,inf,False,C_101|C_110|C_130|C_502|X06,C_101 180->160 (-11.1%); C_110 1071->927 (-13.4%); C_130 112->92 (-17.9%); C_502 16->0 (-100.0%); X06 4->1 (-75.0%),False
C_301,Gastroenterology,NT450,2025-03,2025-04,6.0,12.0,1.0,False,C_130,C_130 92->83 (-9.8%),False
C_301,Gastroenterology,NT450,2025-05,2025-06,18.0,37.0,1.0555555555555556,False,C_101,C_101 147->135 (-8.2%),False
C_301,Gastroenterology,NT455,2024-01,2024-02,9.0,16.0,0.7777777777777778,False,C_101|C_110,C_101 39->36 (-7.7%); C_110 61->56 (-8.2%),False
C_301,Gastroenterology,NT455,2024-09,2024-10,9.0,14.0,0.5555555555555556,False,,,False
C_301,Gastroenterology,NT455,2025-01,2025-02,11.0,17.0,0.5454545454545454,False,C_100|C_101|C_110|X06,C_100 45->39 (-13.3%); C_101 27->24 (-11.1%); C_110 100->93 (-7.0%); X06 25->24 (-4.0%),False
C_301,Gastroenterology,NT455,2025-09,2025-10,11.0,20.0,0.8181818181818182,False,C_100|C_110,C_100 51->37 (-27.5%); C_110 156->155 (-0.6%),False
C_301,Gastroenterology,NT457,2025-06,2025-07,0.0,1.0,inf,False,C_110|C_120,C_110 836->833 (-0.4%); C_120 152->147 (-3.3%),False
C_301,Gastroenterology,NT457,2025-08,2025-09,1.0,6.0,5.0,False,X06,X06 93->82 (-11.8%),False
C_301,Gastroenterology,NT457,2025-10,2025-11,7.0,12.0,0.7142857142857143,False,C_110,C_110 807->782 (-3.1%),False
C_301,Gastroenterology,NT457,2025-11,2025-12,12.0,30.0,1.5,False,C_110|C_120|C_130|C_150|C_502,C_110 782->731 (-6.5%); C_120 197->159 (-19.3%); C_130 458->437 (-4.6%); C_150 3->1 (-66.7%); C_502 399->358 (-10.3%),False
C_301,Gastroenterology,NT457,2025-12,2026-01,30.0,58.0,0.9333333333333333,False,C_100|C_101|C_110|C_502,C_100 344->339 (-1.5%); C_101 185->179 (-3.2%); C_110 731->693 (-5.2%); C_502 358->350 (-2.2%),False
C_301,Gastroenterology,NTE02,2025-10,2025-11,44.0,19.0,-0.5681818181818182,False,C_130,C_130 56->72 (+28.6%),False
C_301,Gastroenterology,NTP11,2025-03,2025-04,170.0,261.0,0.5352941176470588,False,C_100|C_101|C_110|C_120|C_502,C_100 844->709 (-16.0%); C_101 429->363 (-15.4%); C_110 1277->1158 (-9.3%); C_120 796->747 (-6.2%); C_502 689->659 (-4.4%),False
C_301,Gastroenterology,NTP15,2024-06,2024-07,537.0,265.0,-0.5065176908752328,True,C_130,C_130 94->102 (+8.5%),False
C_301,Gastroenterology,NTP16,2024-01,2024-02,248.0,387.0,0.5604838709677419,False,,,False
C_301,Gastroenterology,NTP16,2025-02,2025-03,174.0,271.0,0.5574712643678161,False,C_110,C_110 208->201 (-3.4%),False
C_301,Gastroenterology,NTP16,2025-07,2025-08,252.0,108.0,-0.5714285714285714,False,C_110|C_130,C_110 140->147 (+5.0%); C_130 400->429 (+7.2%),False
C_301,Gastroenterology,NTPH2,2024-10,2024-11,370.0,588.0,0.5891891891891892,True,,,False
C_301,Gastroenterology,NTPH3,2024-10,2024-11,143.0,235.0,0.6433566433566433,False,,,False
C_301,Gastroenterology,NTPH3,2025-10,2025-11,93.0,171.0,0.8387096774193549,False,C_100|C_110|C_130|C_502,C_100 131->128 (-2.3%); C_110 340->304 (-10.6%); C_130 364->320 (-12.1%); C_502 154->138 (-10.4%),False
C_301,Gastroenterology,NV1,2024-12,2025-01,1344.0,0.0,-1.0,True,C_120,C_120 469->567 (+20.9%),False
C_301,Gastroenterology,NVC02,2024-04,2024-05,0.0,1.0,inf,False,C_101,C_101 245->233 (-4.9%),False
C_301,Gastroenterology,NVC02,2024-05,2024-06,1.0,2.0,1.0,False,C_101|C_130,C_101 233->208 (-10.7%); C_130 36->29 (-19.4%),False
C_301,Gastroenterology,NVC02,2024-06,2024-07,2.0,0.0,-1.0,False,C_110|C_130,C_110 567->612 (+7.9%); C_130 29->30 (+3.4%),False
C_301,Gastroenterology,NVC02,2024-12,2025-01,0.0,7.0,inf,False,C_100|C_101|C_110|C_130,C_100 147->145 (-1.4%); C_101 174->162 (-6.9%); C_110 689->663 (-3.8%); C_130 27->25 (-7.4%),False
C_301,Gastroenterology,NVC02,2025-01,2025-02,7.0,59.0,7.428571428571429,False,C_110|C_130|C_502,C_110 663->644 (-2.9%); C_130 25->21 (-16.0%); C_502 134->106 (-20.9%),False
C_301,Gastroenterology,NVC02,2025-05,2025-06,57.0,25.0,-0.5614035087719298,False,C_110|C_300|C_502,C_110 675->731 (+8.3%); C_300 1->2 (+100.0%); C_502 59->71 (+20.3%),False
C_301,Gastroenterology,NVC02,2025-06,2025-07,25.0,6.0,-0.76,False,C_100|C_101|C_110|C_130|C_160,C_100 91->92 (+1.1%); C_101 200->225 (+12.5%); C_110 731->745 (+1.9%); C_130 23->38 (+65.2%); C_160 0->1 (+inf%),False
C_301,Gastroenterology,NVC02,2025-07,2025-08,6.0,2.0,-0.6666666666666666,False,C_101|C_110|C_502,C_101 225->256 (+13.8%); C_110 745->751 (+0.8%); C_502 56->59 (+5.4%),False
C_301,Gastroenterology,NVC02,2025-12,2026-01,1.0,0.0,-1.0,False,C_130|C_502,C_130 34->68 (+100.0%); C_502 48->64 (+33.3%),False
C_301,Gastroenterology,NVC02,2026-03,2026-04,0.0,1.0,inf,False,C_101,C_101 253->231 (-8.7%),False
C_301,Gastroenterology,NVC02,2026-04,2026-05,1.0,0.0,-1.0,False,C_101|C_110|C_130|C_502,C_101 231->248 (+7.4%); C_110 625->641 (+2.6%); C_130 37->59 (+59.5%); C_502 81->103 (+27.2%),False
C_301,Gastroenterology,NVC05,2024-01,2024-02,11.0,2.0,-0.8181818181818182,False,C_101|C_120|X02,C_101 2->4 (+100.0%); C_120 5->11 (+120.0%); X02 282->334 (+18.4%),False
C_301,Gastroenterology,NVC05,2024-03,2024-04,3.0,1.0,-0.6666666666666666,False,C_100|C_110|X02,C_100 402->403 (+0.2%); C_110 1429->1505 (+5.3%); X02 359->391 (+8.9%),False
C_301,Gastroenterology,NVC05,2024-04,2024-05,1.0,0.0,-1.0,False,C_100|C_110|C_502|X02,C_100 403->412 (+2.2%); C_110 1505->1595 (+6.0%); C_502 251->276 (+10.0%); X02 391->413 (+5.6%),False
C_301,Gastroenterology,NVC05,2024-05,2024-06,0.0,3.0,inf,False,X02,X02 413->386 (-6.5%),False
C_301,Gastroenterology,NVC05,2025-05,2025-06,1.0,0.0,-1.0,False,C_100|C_110|C_120|C_502|X02|X06,C_100 804->852 (+6.0%); C_110 1653->1717 (+3.9%); C_120 7->11 (+57.1%); C_502 244->248 (+1.6%); X02 229->285 (+24.5%); X06 0->1 (+inf%),False
C_301,Gastroenterology,NVC05,2025-08,2025-09,0.0,2.0,inf,False,C_100|C_110|C_160|C_400|C_502,C_100 867->823 (-5.1%); C_110 1820->1721 (-5.4%); C_160 3->1 (-66.7%); C_400 2->1 (-50.0%); C_502 225->221 (-1.8%),False
C_301,Gastroenterology,NVC05,2025-10,2025-11,1.0,0.0,-1.0,False,C_100|C_110|C_120|C_502,C_100 572->633 (+10.7%); C_110 1701->1872 (+10.1%); C_120 11->12 (+9.1%); C_502 245->273 (+11.4%),False
C_301,Gastroenterology,NVC05,2025-11,2025-12,0.0,1.0,inf,False,C_101|C_502|X02,C_101 11->9 (-18.2%); C_502 273->241 (-11.7%); X02 171->103 (-39.8%),False
C_301,Gastroenterology,NVC05,2025-12,2026-01,1.0,4.0,3.0,False,C_502|X02,C_502 241->240 (-0.4%); X02 103->98 (-4.9%),False
C_301,Gastroenterology,NVC07,2024-09,2024-10,27.0,13.0,-0.5185185185185185,False,C_100|C_101|C_130|C_400|C_502|X05,C_100 557->578 (+3.8%); C_101 699->803 (+14.9%); C_130 240->243 (+1.2%); C_400 37->79 (+113.5%); C_502 882->907 (+2.8%); X05 26->85 (+226.9%),False
C_301,Gastroenterology,NVC07,2025-07,2025-08,1.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NVC07,2025-10,2025-11,0.0,4.0,inf,False,C_100|C_101|C_400|C_502|X02,C_100 487->475 (-2.5%); C_101 610->551 (-9.7%); C_400 1->0 (-100.0%); C_502 592->576 (-2.7%); X02 888->612 (-31.1%),False
C_301,Gastroenterology,NVC07,2026-02,2026-03,3.0,1.0,-0.6666666666666666,False,C_100|C_130|C_160|C_502|X02|X05|X06,C_100 491->536 (+9.2%); C_130 248->319 (+28.6%); C_160 4->8 (+100.0%); C_502 537->560 (+4.3%); X02 37->52 (+40.5%); X05 0->2 (+inf%); X06 0->1 (+inf%),False
C_301,Gastroenterology,NVC07,2026-03,2026-04,1.0,2.0,1.0,False,C_101|C_160|X02|X06,C_101 482->475 (-1.5%); C_160 8->5 (-37.5%); X02 52->42 (-19.2%); X06 1->0 (-100.0%),False
C_301,Gastroenterology,NVC08,2024-08,2024-09,0.0,1.0,inf,False,C_100|C_110|C_120|C_160|C_502,C_100 203->196 (-3.4%); C_110 897->894 (-0.3%); C_120 1->0 (-100.0%); C_160 65->62 (-4.6%); C_502 313->295 (-5.8%),False
C_301,Gastroenterology,NVC08,2024-09,2024-10,1.0,6.0,5.0,False,C_100|C_130|C_160,C_100 196->191 (-2.6%); C_130 220->219 (-0.5%); C_160 62->46 (-25.8%),False
C_301,Gastroenterology,NVC08,2024-11,2024-12,9.0,16.0,0.7777777777777778,False,C_130,C_130 192->156 (-18.8%),False
C_301,Gastroenterology,NVC12,2025-08,2025-09,29.0,57.0,0.9655172413793104,False,C_101|C_110|C_120|C_130|C_320|C_502,C_101 245->241 (-1.6%); C_110 2866->2835 (-1.1%); C_120 1->0 (-100.0%); C_130 6->4 (-33.3%); C_320 13->9 (-30.8%); C_502 1->0 (-100.0%),False
C_301,Gastroenterology,NVC13,2025-03,2025-04,8.0,2.0,-0.75,False,C_100|X02,C_100 143->145 (+1.4%); X02 42->45 (+7.1%),False
C_301,Gastroenterology,NVC13,2025-06,2025-07,2.0,9.0,3.5,False,C_100|C_110|C_120,C_100 174->168 (-3.4%); C_110 258->256 (-0.8%); C_120 52->50 (-3.8%),False
C_301,Gastroenterology,NVC13,2025-09,2025-10,3.0,15.0,4.0,False,C_101|C_110|C_130,C_101 60->52 (-13.3%); C_110 283->260 (-8.1%); C_130 21->16 (-23.8%),False
