specialty_code,specialty,provider_code,from_period,to_period,from_total,to_total,relative_change,material_event,opposite_siblings,sibling_details,opposite_material_sibling
C_301,Gastroenterology,NVC13,2025-10,2025-11,15.0,7.0,-0.5333333333333333,False,C_100|C_110|C_120|C_130|C_502|X02,C_100 207->230 (+11.1%); C_110 260->273 (+5.0%); C_120 63->71 (+12.7%); C_130 16->18 (+12.5%); C_502 164->176 (+7.3%); X02 32->65 (+103.1%),False
C_301,Gastroenterology,NVC14,2025-05,2025-06,0.0,1.0,inf,False,,,False
C_301,Gastroenterology,NVC14,2025-07,2025-08,1.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NVC15,2024-01,2024-02,80.0,33.0,-0.5875,False,C_101|X02,C_101 9->18 (+100.0%); X02 77->82 (+6.5%),False
C_301,Gastroenterology,NVC15,2025-04,2025-05,92.0,26.0,-0.717391304347826,False,C_101|C_410,C_101 20->23 (+15.0%); C_410 0->1 (+inf%),False
C_301,Gastroenterology,NVC15,2025-05,2025-06,26.0,50.0,0.9230769230769231,False,C_110|X02,C_110 715->706 (-1.3%); X02 163->154 (-5.5%),False
C_301,Gastroenterology,NVC16,2024-01,2024-02,42.0,83.0,0.9761904761904762,False,C_101|C_120|C_400|C_502|X02,C_101 276->260 (-5.8%); C_120 114->85 (-25.4%); C_400 1->0 (-100.0%); C_502 3->1 (-66.7%); X02 668->660 (-1.2%),False
C_301,Gastroenterology,NVC16,2024-09,2024-10,122.0,236.0,0.9344262295081968,False,C_100|C_101|C_160|C_410,C_100 511->435 (-14.9%); C_101 218->210 (-3.7%); C_160 5->3 (-40.0%); C_410 1->0 (-100.0%),False
C_301,Gastroenterology,NVC17,2024-08,2024-09,38.0,80.0,1.105263157894737,False,C_101|C_110|C_502|X02,C_101 21->17 (-19.0%); C_110 1911->1845 (-3.5%); C_502 470->456 (-3.0%); X02 132->124 (-6.1%),False
C_301,Gastroenterology,NVC1H,2024-12,2025-01,8.0,20.0,1.5,False,C_101|C_110|C_120|C_130|C_502|X02|X06,C_101 256->240 (-6.2%); C_110 1718->1629 (-5.2%); C_120 2->1 (-50.0%); C_130 237->223 (-5.9%); C_502 324->281 (-13.3%); X02 130->113 (-13.1%); X06 16->8 (-50.0%),False
C_301,Gastroenterology,NVC1H,2025-06,2025-07,9.0,3.0,-0.6666666666666666,False,C_160|C_502|X02|X06,C_160 0->1 (+inf%); C_502 316->318 (+0.6%); X02 200->232 (+16.0%); X06 16->21 (+31.2%),False
C_301,Gastroenterology,NVC1H,2025-07,2025-08,3.0,5.0,0.6666666666666666,False,C_101|X06,C_101 258->248 (-3.9%); X06 21->20 (-4.8%),False
C_301,Gastroenterology,NVC1H,2025-09,2025-10,6.0,14.0,1.3333333333333333,False,C_130|C_160|X02|X06,C_130 250->240 (-4.0%); C_160 1->0 (-100.0%); X02 292->288 (-1.4%); X06 19->16 (-15.8%),False
C_301,Gastroenterology,NVC1H,2026-01,2026-02,7.0,15.0,1.1428571428571428,False,C_100|C_110|C_130|C_502|X02,C_100 533->523 (-1.9%); C_110 1464->1392 (-4.9%); C_130 286->284 (-0.7%); C_502 484->469 (-3.1%); X02 282->277 (-1.8%),False
C_301,Gastroenterology,NVC1H,2026-02,2026-03,15.0,6.0,-0.6,False,C_130|C_160,C_130 284->313 (+10.2%); C_160 0->1 (+inf%),False
C_301,Gastroenterology,NVC20,2025-07,2025-08,324.0,494.0,0.5246913580246914,False,C_100|C_130|C_160|C_340|C_400,C_100 1530->1359 (-11.2%); C_130 550->545 (-0.9%); C_160 247->228 (-7.7%); C_340 376->366 (-2.7%); C_400 130->83 (-36.2%),False
C_301,Gastroenterology,NVC21,2025-01,2025-02,3.0,5.0,0.6666666666666666,False,C_100|C_101|C_110|C_502|X02|X06,C_100 142->113 (-20.4%); C_101 113->94 (-16.8%); C_110 679->628 (-7.5%); C_502 110->105 (-4.5%); X02 21->16 (-23.8%); X06 10->7 (-30.0%),False
C_301,Gastroenterology,NVC21,2025-04,2025-05,3.0,5.0,0.6666666666666666,False,C_100|C_101|C_110|C_130|C_502|X02,C_100 93->68 (-26.9%); C_101 72->42 (-41.7%); C_110 695->581 (-16.4%); C_130 1->0 (-100.0%); C_502 97->96 (-1.0%); X02 12->11 (-8.3%),False
C_301,Gastroenterology,NVC21,2025-05,2025-06,5.0,8.0,0.6,False,C_101,C_101 42->41 (-2.4%),False
C_301,Gastroenterology,NVC21,2025-08,2025-09,9.0,4.0,-0.5555555555555556,False,X06,X06 7->9 (+28.6%),False
C_301,Gastroenterology,NVC21,2026-04,2026-05,1.0,0.0,-1.0,False,C_100|C_101|C_110|C_502|X02,C_100 20->23 (+15.0%); C_101 15->21 (+40.0%); C_110 393->449 (+14.2%); C_502 44->56 (+27.3%); X02 18->20 (+11.1%),False
C_301,Gastroenterology,NVC22,2024-09,2024-10,76.0,126.0,0.6578947368421053,False,C_101|C_120|C_160,C_101 53->52 (-1.9%); C_120 52->50 (-3.8%); C_160 78->69 (-11.5%),False
C_301,Gastroenterology,NVC23,2024-06,2024-07,1.0,4.0,3.0,False,C_100|C_101|C_110|C_160|C_400|C_502,C_100 435->420 (-3.4%); C_101 450->448 (-0.4%); C_110 3517->3417 (-2.8%); C_160 37->34 (-8.1%); C_400 42->30 (-28.6%); C_502 741->712 (-3.9%),False
C_301,Gastroenterology,NVC23,2024-08,2024-09,4.0,27.0,5.75,False,C_100|C_110|C_120|C_130|C_160|C_400|C_502,C_100 411->368 (-10.5%); C_110 3412->3301 (-3.3%); C_120 40->14 (-65.0%); C_130 15->11 (-26.7%); C_160 39->33 (-15.4%); C_400 33->26 (-21.2%); C_502 745->697 (-6.4%),False
C_301,Gastroenterology,NVC23,2024-09,2024-10,27.0,48.0,0.7777777777777778,False,C_100|C_101|C_120|C_130|C_160|C_400,C_100 368->321 (-12.8%); C_101 476->448 (-5.9%); C_120 14->10 (-28.6%); C_130 11->7 (-36.4%); C_160 33->28 (-15.2%); C_400 26->21 (-19.2%),False
C_301,Gastroenterology,NVG01,2025-03,2025-04,134.0,0.0,-1.0,False,,,False
C_301,Gastroenterology,NWF01,2024-11,2024-12,146.0,227.0,0.5547945205479452,False,C_110|C_120,C_110 608->575 (-5.4%); C_120 208->205 (-1.4%),False
C_301,Gastroenterology,R1F,2024-07,2024-08,494.0,759.0,0.5364372469635628,True,C_100|C_101|C_320|C_430|C_502|X02,C_100 990->925 (-6.6%); C_101 952->922 (-3.2%); C_320 1164->1135 (-2.5%); C_430 61->51 (-16.4%); C_502 1461->1406 (-3.8%); X02 825->767 (-7.0%),False
C_301,Gastroenterology,RA9,2026-03,2026-04,1674.0,0.0,-1.0,True,,,False
C_301,Gastroenterology,RAL,2024-12,2025-01,4950.0,7493.0,0.5137373737373737,True,C_140|C_160,C_140 4->3 (-25.0%); C_160 2968->2947 (-0.7%),False
C_301,Gastroenterology,RAN,2024-01,2024-02,17.0,8.0,-0.5294117647058824,False,X02|X03|X04|X06,X02 1159->1227 (+5.9%); X03 21->32 (+52.4%); X04 546->560 (+2.6%); X06 57->64 (+12.3%),False
C_301,Gastroenterology,RAN,2024-05,2024-06,10.0,18.0,0.8,False,C_101|C_110|C_410|X02|X03|X04,C_101 79->74 (-6.3%); C_110 5679->5646 (-0.6%); C_410 190->144 (-24.2%); X02 1376->1351 (-1.8%); X03 28->20 (-28.6%); X04 639->607 (-5.0%),False
C_301,Gastroenterology,RAN,2024-06,2024-07,18.0,43.0,1.3888888888888888,False,C_101|X03|X06,C_101 74->72 (-2.7%); X03 20->9 (-55.0%); X06 54->10 (-81.5%),False
C_301,Gastroenterology,RAN,2024-09,2024-10,26.0,50.0,0.9230769230769231,False,C_160|X02|X03|X04,C_160 5->4 (-20.0%); X02 1557->1515 (-2.7%); X03 1->0 (-100.0%); X04 591->552 (-6.6%),False
C_301,Gastroenterology,RAN,2025-02,2025-03,12.0,28.0,1.3333333333333333,False,X06,X06 30->5 (-83.3%),False
C_301,Gastroenterology,RAN,2025-06,2025-07,20.0,32.0,0.6,False,C_110|C_160|C_410|X03,C_110 6573->6379 (-3.0%); C_160 12->11 (-8.3%); C_410 133->129 (-3.0%); X03 4->1 (-75.0%),False
C_301,Gastroenterology,RAN,2025-11,2025-12,8.0,2.0,-0.75,False,C_101|X05|X06,C_101 89->94 (+5.6%); X05 0->2105 (+inf%); X06 232->254 (+9.5%),True
C_301,Gastroenterology,RAN,2026-04,2026-05,1.0,3.0,2.0,False,C_101|C_110|C_400|X05,C_101 126->117 (-7.1%); C_110 4436->4396 (-0.9%); C_400 1->0 (-100.0%); X05 2140->2081 (-2.8%),False
C_301,Gastroenterology,RAP,2024-12,2025-01,2706.0,0.0,-1.0,True,,,False
C_301,Gastroenterology,RD8,2024-08,2024-09,913.0,1539.0,0.6856516976998904,True,C_100|C_300|C_330|C_400|X02|X05,C_100 1642->1562 (-4.9%); C_300 522->158 (-69.7%); C_330 1311->1193 (-9.0%); C_400 1243->1144 (-8.0%); X02 4568->4064 (-11.0%); X05 1838->1790 (-2.6%),True
C_301,Gastroenterology,RF4,2025-10,2025-11,2310.0,0.0,-1.0,True,,,False
C_301,Gastroenterology,RF4,2025-11,2025-12,0.0,3978.0,inf,True,,,False
C_301,Gastroenterology,RHQ,2025-06,2025-07,2994.0,0.0,-1.0,True,,,False
C_301,Gastroenterology,RJL,2024-01,2024-02,0.0,2574.0,inf,True,C_100|C_101|C_140|C_300|C_320|C_430|C_502|X05|X06,C_100 4672->4041 (-13.5%); C_101 3377->3292 (-2.5%); C_140 2157->2004 (-7.1%); C_300 4242->70 (-98.3%); C_320 2250->2197 (-2.4%); C_430 204->115 (-43.6%); C_502 4797->4772 (-0.5%); X05 2299->476 (-79.3%); X06 691->258 (-62.7%),True
C_301,Gastroenterology,RLT,2025-01,2025-02,678.0,225.0,-0.668141592920354,True,C_100|C_101|C_110|C_120|C_130|C_160|C_300|C_410|C_502|X02|X06,C_100 2021->3202 (+58.4%); C_101 1036->1187 (+14.6%); C_110 1865->2117 (+13.5%); C_120 2599->2653 (+2.1%); C_130 986->1471 (+49.2%); C_160 247->264 (+6.9%); C_300 533->2652 (+397.6%); C_410 257->281 (+9.3%); C_502 2248->2331 (+3.7%); X02 910->949 (+4.3%); X06 1245->1529 (+22.8%),True
C_301,Gastroenterology,RLT,2025-06,2025-07,207.0,1178.0,4.690821256038648,True,C_100|C_110|C_120|C_130|C_160|C_300|C_410|C_430,C_100 2862->1460 (-49.0%); C_110 2037->1989 (-2.4%); C_120 2677->2393 (-10.6%); C_130 1677->1200 (-28.4%); C_160 204->200 (-2.0%); C_300 2885->249 (-91.4%); C_410 266->242 (-9.0%); C_430 63->47 (-25.4%),True
C_301,Gastroenterology,RP4,2025-12,2026-01,0.0,1.0,inf,False,X04,X04 6155->6134 (-0.3%),False
C_301,Gastroenterology,RP4,2026-04,2026-05,1.0,0.0,-1.0,False,X02|X05|X06,X02 2023->2043 (+1.0%); X05 57->60 (+5.3%); X06 75->82 (+9.3%),False
C_301,Gastroenterology,RVV,2026-02,2026-03,2807.0,4795.0,0.7082294264339152,True,C_100|C_101|C_110|C_140|C_170|C_340|C_410,C_100 8345->8259 (-1.0%); C_101 4506->4501 (-0.1%); C_110 7926->7796 (-1.6%); C_140 5379->5244 (-2.5%); C_170 2->1 (-50.0%); C_340 4833->4724 (-2.3%); C_410 3161->3149 (-0.4%),False
C_301,Gastroenterology,RW1,2024-11,2024-12,165.0,251.0,0.5212121212121212,False,C_320|C_340|C_410|C_430|X05,C_320 252->250 (-0.8%); C_340 44->28 (-36.4%); C_410 80->78 (-2.5%); C_430 23->17 (-26.1%); X05 138->132 (-4.3%),False
C_301,Gastroenterology,RX1,2025-11,2025-12,5089.0,8316.0,0.6341127922971114,True,C_110|C_150|C_320|C_330|C_400|X05|X06,C_110 10097->10015 (-0.8%); C_150 1055->1050 (-0.5%); C_320 2455->2325 (-5.3%); C_330 8156->7809 (-4.3%); C_400 1566->1480 (-5.5%); X05 7495->7060 (-5.8%); X06 1233->1227 (-0.5%),False
C_301,Gastroenterology,RXW,2024-03,2024-04,2253.0,3483.0,0.5459387483355526,True,C_100|C_340|C_430,C_100 5779->5664 (-2.0%); C_340 1987->1891 (-4.8%); C_430 149->137 (-8.1%),False
C_301,Gastroenterology,S3H9L,2024-08,2024-09,0.0,75.0,inf,False,,,False
C_301,Gastroenterology,S3H9L,2024-11,2024-12,89.0,141.0,0.5842696629213483,False,C_330|X02,C_330 347->335 (-3.5%); X02 54->37 (-31.5%),False
C_301,Gastroenterology,S3H9L,2025-02,2025-03,195.0,304.0,0.558974358974359,False,C_130|X02|X06,C_130 1->0 (-100.0%); X02 10->5 (-50.0%); X06 4->3 (-25.0%),False
C_301,Gastroenterology,S3H9L,2026-01,2026-02,151.0,59.0,-0.609271523178808,False,C_110,C_110 94->101 (+7.4%),False
C_301,Gastroenterology,S3H9L,2026-02,2026-03,59.0,8.0,-0.864406779661017,False,,,False
C_301,Gastroenterology,Y9S1N,2025-03,2025-04,0.0,159.0,inf,False,,,False
C_130,Ophthalmology,A0C5S,2026-03,2026-04,64.0,108.0,0.6875,False,,,False
C_130,Ophthalmology,A1D1B,2025-03,2025-04,0.0,19.0,inf,False,,,False
C_130,Ophthalmology,A1D1B,2025-04,2025-05,19.0,81.0,3.263157894736842,False,,,False
C_130,Ophthalmology,A1S9E,2026-02,2026-03,0.0,472.0,inf,False,,,False
C_130,Ophthalmology,A1U4J,2024-07,2024-08,0.0,4.0,inf,False,,,False
C_130,Ophthalmology,A1U4J,2024-08,2024-09,4.0,22.0,4.5,False,,,False
C_130,Ophthalmology,A1U4J,2024-10,2024-11,32.0,65.0,1.03125,False,,,False
C_130,Ophthalmology,A4Y8X,2025-10,2025-11,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,A4Y8X,2025-11,2025-12,1.0,3.0,2.0,False,,,False
C_130,Ophthalmology,A4Y8X,2025-12,2026-01,3.0,33.0,10.0,False,,,False
C_130,Ophthalmology,A4Y8X,2026-04,2026-05,26.0,49.0,0.8846153846153846,False,,,False
C_130,Ophthalmology,A5E1F,2026-02,2026-03,0.0,233.0,inf,False,,,False
C_130,Ophthalmology,A6U7U,2026-02,2026-03,0.0,75.0,inf,False,,,False
C_130,Ophthalmology,A6U7U,2026-03,2026-04,75.0,114.0,0.52,False,,,False
C_130,Ophthalmology,A8L1O,2026-02,2026-03,0.0,121.0,inf,False,,,False
C_130,Ophthalmology,A8L1O,2026-03,2026-04,121.0,190.0,0.5702479338842975,False,,,False
C_130,Ophthalmology,A9P5F,2025-10,2025-11,0.0,9.0,inf,False,,,False
C_130,Ophthalmology,A9P5F,2025-12,2026-01,11.0,109.0,8.909090909090908,False,,,False
C_130,Ophthalmology,AAH,2024-01,2024-02,99.0,159.0,0.6060606060606061,False,C_100|C_340,C_100 107->35 (-67.3%); C_340 2->1 (-50.0%),False
C_130,Ophthalmology,AAH,2025-12,2026-01,70.0,134.0,0.9142857142857143,False,C_100|C_140|C_502,C_100 89->49 (-44.9%); C_140 31->19 (-38.7%); C_502 21->10 (-52.4%),False
C_130,Ophthalmology,ACG07,2024-01,2024-02,54.0,0.0,-1.0,False,,,False
C_130,Ophthalmology,ACG08,2024-04,2024-05,8.0,13.0,0.625,False,,,False
C_130,Ophthalmology,ACG08,2024-06,2024-07,9.0,17.0,0.8888888888888888,False,,,False
C_130,Ophthalmology,ACG08,2024-11,2024-12,11.0,18.0,0.6363636363636364,False,,,False
C_130,Ophthalmology,ACG08,2025-06,2025-07,16.0,28.0,0.75,False,,,False
C_130,Ophthalmology,ACG08,2025-11,2025-12,20.0,3.0,-0.85,False,,,False
C_130,Ophthalmology,ACG08,2025-12,2026-01,3.0,19.0,5.333333333333333,False,,,False
C_130,Ophthalmology,ACG08,2026-01,2026-02,19.0,7.0,-0.631578947368421,False,,,False
C_130,Ophthalmology,ACG08,2026-02,2026-03,7.0,17.0,1.4285714285714286,False,,,False
C_130,Ophthalmology,ACG12,2024-09,2024-10,247.0,495.0,1.0040485829959513,False,,,False
C_130,Ophthalmology,ACG22,2024-09,2024-10,293.0,445.0,0.5187713310580204,False,,,False
C_130,Ophthalmology,ACG30,2024-06,2024-07,86.0,149.0,0.7325581395348837,False,,,False
C_130,Ophthalmology,ACG36,2024-07,2024-08,199.0,331.0,0.6633165829145728,False,,,False
C_130,Ophthalmology,ACG39,2025-07,2025-08,131.0,56.0,-0.5725190839694656,False,,,False
C_130,Ophthalmology,ACG39,2026-01,2026-02,15.0,0.0,-1.0,False,,,False
C_130,Ophthalmology,ACM,2024-01,2024-02,3.0,8.0,1.6666666666666667,False,,,False
C_130,Ophthalmology,ACM,2024-06,2024-07,3.0,6.0,1.0,False,,,False
C_130,Ophthalmology,ACM,2024-07,2024-08,6.0,12.0,1.0,False,,,False
C_130,Ophthalmology,ACM,2025-01,2025-02,9.0,4.0,-0.5555555555555556,False,,,False
C_130,Ophthalmology,ACM,2025-05,2025-06,8.0,2.0,-0.75,False,,,False
C_130,Ophthalmology,ACM,2025-06,2025-07,2.0,8.0,3.0,False,,,False
C_130,Ophthalmology,ACM,2025-09,2025-10,8.0,13.0,0.625,False,,,False
C_130,Ophthalmology,ACM,2025-10,2025-11,13.0,4.0,-0.6923076923076923,False,,,False
C_130,Ophthalmology,ACM,2025-11,2025-12,4.0,1.0,-0.75,False,,,False
C_130,Ophthalmology,ACM,2025-12,2026-01,1.0,6.0,5.0,False,,,False
C_130,Ophthalmology,ACM,2026-01,2026-02,6.0,13.0,1.1666666666666667,False,,,False
C_130,Ophthalmology,ACM,2026-04,2026-05,8.0,3.0,-0.625,False,,,False
C_130,Ophthalmology,ADP02,2024-10,2024-11,28.0,0.0,-1.0,False,C_100|C_101,C_100 78->85 (+9.0%); C_101 30->32 (+6.7%),False
C_130,Ophthalmology,ADP02,2025-01,2025-02,0.0,12.0,inf,False,C_100,C_100 114->96 (-15.8%),False
C_130,Ophthalmology,ADP02,2025-02,2025-03,12.0,0.0,-1.0,False,C_100|C_101|C_110|C_502,C_100 96->142 (+47.9%); C_101 30->41 (+36.7%); C_110 796->819 (+2.9%); C_502 139->166 (+19.4%),False
C_130,Ophthalmology,ADP02,2025-12,2026-01,0.0,2.0,inf,False,C_101|C_110|C_120|C_300|C_301|C_502,C_101 35->31 (-11.4%); C_110 963->956 (-0.7%); C_120 29->28 (-3.4%); C_300 1->0 (-100.0%); C_301 8->7 (-12.5%); C_502 163->162 (-0.6%),False
C_130,Ophthalmology,ADP02,2026-02,2026-03,1.0,0.0,-1.0,False,C_101|C_502|X02,C_101 21->22 (+4.8%); C_502 147->148 (+0.7%); X02 273->294 (+7.7%),False
C_130,Ophthalmology,B3M1X,2024-01,2024-02,15.0,7.0,-0.5333333333333333,False,C_100|C_120,C_100 217->246 (+13.4%); C_120 72->83 (+15.3%),False
C_130,Ophthalmology,B3M1X,2024-04,2024-05,6.0,11.0,0.8333333333333334,False,C_101|C_150,C_101 58->55 (-5.2%); C_150 479->472 (-1.5%),False
C_130,Ophthalmology,B3M1X,2024-08,2024-09,6.0,10.0,0.6666666666666666,False,C_120|C_330,C_120 111->94 (-15.3%); C_330 1->0 (-100.0%),False
C_130,Ophthalmology,B3M1X,2025-07,2025-08,4.0,16.0,3.0,False,C_110|C_150|C_330,C_110 1022->1001 (-2.1%); C_150 354->326 (-7.9%); C_330 1->0 (-100.0%),False
C_130,Ophthalmology,B4N1U,2024-11,2024-12,330.0,505.0,0.5303030303030303,True,,,False
C_130,Ophthalmology,B4N1U,2025-04,2025-05,231.0,360.0,0.5584415584415584,False,,,False
C_130,Ophthalmology,B4N1U,2026-01,2026-02,375.0,593.0,0.5813333333333334,True,,,False
C_130,Ophthalmology,B6Z0N,2026-02,2026-03,0.0,258.0,inf,False,,,False
C_130,Ophthalmology,B9J4U,2026-01,2026-02,280.0,506.0,0.8071428571428572,True,,,False
C_130,Ophthalmology,B9M3W,2025-03,2025-04,139.0,413.0,1.9712230215827338,False,,,False
C_130,Ophthalmology,C3Y0A,2024-03,2024-04,31.0,106.0,2.4193548387096775,False,,,False
C_130,Ophthalmology,C3Y0A,2024-11,2024-12,63.0,116.0,0.8412698412698413,False,,,False
C_130,Ophthalmology,C5Y9L,2024-12,2025-01,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,C5Y9L,2025-01,2025-02,1.0,16.0,15.0,False,,,False
C_130,Ophthalmology,C5Y9L,2025-02,2025-03,16.0,28.0,0.75,False,,,False
C_130,Ophthalmology,C5Y9L,2025-07,2025-08,45.0,70.0,0.5555555555555556,False,,,False
C_130,Ophthalmology,C9A7J,2024-10,2024-11,0.0,22.0,inf,False,,,False
C_130,Ophthalmology,C9A7J,2024-11,2024-12,22.0,68.0,2.090909090909091,False,,,False
C_130,Ophthalmology,C9A7J,2025-02,2025-03,82.0,129.0,0.573170731707317,False,,,False
C_130,Ophthalmology,D0V5X,2025-07,2025-08,0.0,53.0,inf,False,,,False
C_130,Ophthalmology,D0V5X,2025-09,2025-10,70.0,110.0,0.5714285714285714,False,,,False
C_130,Ophthalmology,D0Y2J,2026-02,2026-03,0.0,25.0,inf,False,,,False
C_130,Ophthalmology,D1V5N,2025-12,2026-01,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,D1V5N,2026-02,2026-03,1.0,0.0,-1.0,False,,,False
C_130,Ophthalmology,D1V5N,2026-04,2026-05,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,D2L5T,2025-10,2025-11,0.0,18.0,inf,False,,,False
C_130,Ophthalmology,D2L5T,2025-12,2026-01,18.0,62.0,2.4444444444444446,False,,,False
C_130,Ophthalmology,D5P5H,2024-11,2024-12,155.0,287.0,0.8516129032258064,False,,,False
C_130,Ophthalmology,D5P5H,2025-07,2025-08,135.0,237.0,0.7555555555555555,False,,,False
C_130,Ophthalmology,D9E5L,2026-02,2026-03,0.0,758.0,inf,True,,,False
C_130,Ophthalmology,DPK,2025-05,2025-06,0.0,221.0,inf,False,,,False
C_130,Ophthalmology,E3D4A,2025-11,2025-12,155.0,274.0,0.7677419354838709,False,,,False
C_130,Ophthalmology,E4K5T,2026-02,2026-03,0.0,436.0,inf,False,,,False
C_130,Ophthalmology,E6F9I,2025-12,2026-01,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,E6F9I,2026-01,2026-02,1.0,2.0,1.0,False,,,False
C_130,Ophthalmology,E6F9I,2026-04,2026-05,1.0,3.0,2.0,False,,,False
C_130,Ophthalmology,F0R0W,2024-06,2024-07,0.0,18.0,inf,False,,,False
C_130,Ophthalmology,F0R0W,2024-12,2025-01,13.0,25.0,0.9230769230769231,False,,,False
C_130,Ophthalmology,F1Y1H,2024-11,2024-12,0.0,38.0,inf,False,,,False
C_130,Ophthalmology,F1Y1H,2024-12,2025-01,38.0,92.0,1.4210526315789473,False,,,False
C_130,Ophthalmology,F2C9F,2025-12,2026-01,0.0,3.0,inf,False,,,False
C_130,Ophthalmology,F2C9F,2026-04,2026-05,1.0,0.0,-1.0,False,,,False
C_130,Ophthalmology,F4B0R,2025-11,2025-12,0.0,1.0,inf,False,,,False
C_130,Ophthalmology,F4B0R,2025-12,2026-01,1.0,10.0,9.0,False,,,False
C_130,Ophthalmology,F7B2B,2025-10,2025-11,0.0,2.0,inf,False,,,False
C_130,Ophthalmology,F7B2B,2025-12,2026-01,2.0,12.0,5.0,False,,,False
C_130,Ophthalmology,F7F6D,2025-02,2025-03,0.0,36.0,inf,False,,,False
C_130,Ophthalmology,F7F6D,2025-03,2025-04,36.0,55.0,0.5277777777777778,False,,,False
C_130,Ophthalmology,F7F6D,2025-04,2025-05,55.0,101.0,0.8363636363636363,False,,,False
C_130,Ophthalmology,F7F6D,2025-05,2025-06,101.0,177.0,0.7524752475247525,False,,,False
C_130,Ophthalmology,G3E7R,2026-02,2026-03,0.0,472.0,inf,False,,,False
C_130,Ophthalmology,G4H0I,2024-10,2024-11,0.0,110.0,inf,False,,,False
C_130,Ophthalmology,G4H0I,2024-11,2024-12,110.0,231.0,1.1,False,,,False
C_130,Ophthalmology,G5X2Q,2024-11,2024-12,113.0,189.0,0.672566371681416,False,,,False
C_130,Ophthalmology,G5X2Q,2024-12,2025-01,189.0,84.0,-0.5555555555555556,False,,,False
C_130,Ophthalmology,G6S7A,2024-07,2024-08,0.0,111.0,inf,False,,,False
C_130,Ophthalmology,G6S7A,2024-10,2024-11,140.0,226.0,0.6142857142857143,False,,,False
C_130,Ophthalmology,G6S7A,2024-11,2024-12,226.0,385.0,0.7035398230088495,False,,,False
C_130,Ophthalmology,G6S7A,2025-01,2025-02,307.0,92.0,-0.7003257328990228,False,,,False
C_130,Ophthalmology,G6S7A,2025-02,2025-03,92.0,292.0,2.1739130434782608,False,,,False
C_130,Ophthalmology,H1T2P,2024-09,2024-10,0.0,15.0,inf,False,,,False
C_130,Ophthalmology,H1T2P,2024-10,2024-11,15.0,28.0,0.8666666666666667,False,,,False
C_130,Ophthalmology,H1T2P,2024-11,2024-12,28.0,64.0,1.2857142857142858,False,,,False
C_130,Ophthalmology,H1T2P,2025-02,2025-03,50.0,80.0,0.6,False,,,False
C_130,Ophthalmology,H1T2P,2025-11,2025-12,40.0,76.0,0.9,False,,,False
C_130,Ophthalmology,H2K1G,2024-10,2024-11,0.0,73.0,inf,False,,,False
C_130,Ophthalmology,H2K1G,2025-02,2025-03,89.0,156.0,0.7528089887640449,False,,,False
C_130,Ophthalmology,H3W7Q,2025-10,2025-11,0.0,8.0,inf,False,,,False
C_130,Ophthalmology,H3W7Q,2025-12,2026-01,9.0,74.0,7.222222222222222,False,,,False
C_130,Ophthalmology,H4Y7F,2025-08,2025-09,0.0,6.0,inf,False,,,False
C_130,Ophthalmology,H4Y7F,2025-09,2025-10,6.0,115.0,18.166666666666668,False,,,False
C_130,Ophthalmology,H4Y7F,2025-10,2025-11,115.0,176.0,0.5304347826086957,False,,,False
C_130,Ophthalmology,H4Y7F,2026-02,2026-03,321.0,494.0,0.5389408099688473,False,,,False
C_130,Ophthalmology,H7X1I,2025-10,2025-11,0.0,17.0,inf,False,,,False
C_130,Ophthalmology,H7X1I,2025-12,2026-01,21.0,229.0,9.904761904761905,False,,,False
C_130,Ophthalmology,I1H7K,2024-09,2024-10,0.0,6.0,inf,False,,,False
C_130,Ophthalmology,I1H7K,2024-10,2024-11,6.0,22.0,2.6666666666666665,False,,,False
C_130,Ophthalmology,I1H7K,2024-11,2024-12,22.0,41.0,0.8636363636363636,False,,,False
C_130,Ophthalmology,I1H7K,2025-01,2025-02,39.0,62.0,0.5897435897435898,False,,,False
C_130,Ophthalmology,I1H7K,2025-08,2025-09,74.0,115.0,0.5540540540540541,False,,,False
C_130,Ophthalmology,I2C7H,2024-11,2024-12,215.0,343.0,0.5953488372093023,False,,,False
C_130,Ophthalmology,I7G8X,2025-10,2025-11,0.0,7.0,inf,False,,,False
C_130,Ophthalmology,I7G8X,2025-12,2026-01,7.0,24.0,2.4285714285714284,False,,,False
C_130,Ophthalmology,I7Q4A,2026-02,2026-03,0.0,560.0,inf,True,,,False
C_130,Ophthalmology,J0M7P,2025-03,2025-04,0.0,11.0,inf,False,,,False
C_130,Ophthalmology,J0M7P,2025-04,2025-05,11.0,19.0,0.7272727272727273,False,,,False
C_130,Ophthalmology,J0M7P,2025-06,2025-07,11.0,22.0,1.0,False,,,False
C_130,Ophthalmology,J0M7P,2026-03,2026-04,25.0,42.0,0.68,False,,,False
C_130,Ophthalmology,J2H6H,2024-01,2024-02,0.0,74.0,inf,False,,,False
C_130,Ophthalmology,J2H6H,2024-02,2024-03,74.0,123.0,0.6621621621621622,False,,,False
C_130,Ophthalmology,J2H6H,2024-04,2024-05,85.0,130.0,0.5294117647058824,False,,,False
