specialty_code,specialty,floor,provider_code,provider_name,months_in_bottom_decile,months_in_top_decile,mean_pct,panel
C_301,Gastroenterology,500,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,0,2,69.95707374594211,moving
C_130,Ophthalmology,500,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,29,0,41.25780111174927,moving
C_130,Ophthalmology,500,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,8,0,63.54724310381873,moving
C_130,Ophthalmology,500,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,7,0,57.53155369437014,moving
C_130,Ophthalmology,500,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,28,0,50.91980220065687,moving
C_130,Ophthalmology,500,RWJ,STOCKPORT NHS FOUNDATION TRUST,3,0,70.23056068621831,moving
C_130,Ophthalmology,500,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,28,0,48.15243706393002,moving
C_130,Ophthalmology,500,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9,0,57.3094591075202,moving
C_130,Ophthalmology,500,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2,0,65.17573908713243,moving
C_130,Ophthalmology,500,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,29,0,51.128442835796605,moving
C_130,Ophthalmology,500,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3,0,64.06589676601956,moving
C_130,Ophthalmology,500,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,10,0,57.070461159463115,moving
C_130,Ophthalmology,500,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,9,0,55.70297769447485,moving
C_130,Ophthalmology,500,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,6,0,62.69291266514378,moving
C_130,Ophthalmology,500,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1,0,59.77073598765197,moving
C_130,Ophthalmology,500,ACG31,NEWMEDICA - WORCESTER,0,15,95.86405066234998,moving
C_130,Ophthalmology,500,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,0,28,98.5102016586832,moving
C_130,Ophthalmology,500,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,0,22,95.72681714379851,moving
C_130,Ophthalmology,500,L6O7H,SPAMEDICA POOLE,0,13,97.39187654518467,moving
C_130,Ophthalmology,500,NPG16,SPAMEDICA CHELMSFORD,0,7,96.26909976782888,moving
C_130,Ophthalmology,500,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0,2,90.82661601442508,moving
C_130,Ophthalmology,500,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),0,11,92.30961897684713,moving
C_130,Ophthalmology,500,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,0,17,95.47516009862859,moving
C_130,Ophthalmology,500,ACG37,NEWMEDICA - IPSWICH,0,26,97.59348703950798,moving
C_130,Ophthalmology,500,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,22,97.2674506585794,moving
C_130,Ophthalmology,500,M4C5R,NEWMEDICA - NORTHAMPTON,0,19,95.0292122617676,moving
C_130,Ophthalmology,500,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,2,13,89.47577195053813,moving
C_130,Ophthalmology,500,B5M7B,NEWMEDICA - NORWICH,0,21,95.52417673047954,moving
C_130,Ophthalmology,500,H4J9P,NEWMEDICA AZTEC WEST,0,6,88.9776886886652,moving
C_130,Ophthalmology,500,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,2,0,91.8468595253046,moving
C_130,Ophthalmology,500,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,27,0,49.6880453262047,moving
C_130,Ophthalmology,500,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,19,0,54.94430776433791,moving
C_130,Ophthalmology,500,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,16,0,55.18050859447167,moving
C_130,Ophthalmology,500,RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",2,0,71.31375898602182,moving
C_130,Ophthalmology,500,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,0,2,87.65340225634347,moving
C_130,Ophthalmology,500,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,6,0,73.76899928978901,moving
C_130,Ophthalmology,500,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,0,12,94.01968047560003,moving
C_130,Ophthalmology,500,NAM01,PROBUS SURGICAL CENTRE,0,14,94.49917726982602,moving
C_130,Ophthalmology,500,NVC20,THE YORKSHIRE CLINIC,0,3,92.63336988351827,moving
C_130,Ophthalmology,500,NEY,PIONEER HEALTHCARE LIMITED,2,0,39.409541010550555,moving
C_130,Ophthalmology,500,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1,0,64.42426219924764,moving
C_130,Ophthalmology,500,RLQ,WYE VALLEY NHS TRUST,3,0,61.76172545350076,moving
C_130,Ophthalmology,500,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,6,0,62.132089725092925,moving
C_130,Ophthalmology,500,L4R3R,NEWMEDICA - HAMPSHIRE,1,5,86.42024091766602,moving
C_130,Ophthalmology,500,J3J8Z,NEWMEDICA - OXFORDSHIRE,0,13,97.0295477070855,moving
C_130,Ophthalmology,500,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,12,0,59.31115623899961,moving
C_130,Ophthalmology,500,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,8,0,66.48698110696071,moving
C_130,Ophthalmology,500,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15,0,56.589920634383255,moving
C_130,Ophthalmology,500,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,22,0,53.91783698251579,moving
C_130,Ophthalmology,500,S1Z4X,NEWMEDICA - BIRMINGHAM,0,12,95.84945036652317,moving
C_130,Ophthalmology,500,B1A5K,NEWMEDICA - NOTTINGHAM,0,8,92.49598597238531,moving
C_130,Ophthalmology,500,NVC40,WOODTHORPE HOSPITAL,0,5,93.70021776849453,moving
C_130,Ophthalmology,500,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,2,0,60.969516774669174,moving
C_130,Ophthalmology,500,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,10,0,57.28601908064881,moving
C_130,Ophthalmology,500,RNZ,SALISBURY NHS FOUNDATION TRUST,1,0,66.61848627903284,moving
C_130,Ophthalmology,500,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,0,5,88.33388833218751,moving
C_130,Ophthalmology,500,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,0,5,88.23890770417322,moving
C_130,Ophthalmology,500,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3,0,57.48128866445679,moving
C_130,Ophthalmology,500,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1,0,59.60315500526113,moving
C_130,Ophthalmology,500,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,18,0,54.519366551869496,moving
C_130,Ophthalmology,500,Y8L9S,SPAMEDICA BROMLEY,0,1,95.16569275210836,moving
C_130,Ophthalmology,500,B4N1U,SPAMEDICA ROMFORD,0,1,94.65500549961195,moving
C_130,Ophthalmology,500,NNH,OPTEGRA UK,0,13,97.61732850551067,moving
C_130,Ophthalmology,500,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,11,0,61.173418961890896,moving
C_130,Ophthalmology,500,NCR,ISIGHT,0,4,91.85385129105286,moving
C_130,Ophthalmology,500,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0,2,89.39749309019926,moving
C_130,Ophthalmology,500,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4,0,60.605337464586775,moving
C_130,Ophthalmology,500,NX5,ANGLIA COMMUNITY EYE SERVICE LTD,0,2,91.32605423127934,moving
C_130,Ophthalmology,500,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,4,0,59.35732774133204,moving
C_130,Ophthalmology,500,S4E3I,MIDLAND EYE (EYE-DOCS LTD),0,8,94.79629799531672,moving
C_130,Ophthalmology,500,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5,0,61.90157271311146,moving
C_130,Ophthalmology,500,G4H0I,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,0,11,98.1532052185834,moving
C_130,Ophthalmology,500,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8,0,61.28287368724488,moving
C_130,Ophthalmology,500,R7W2O,NEWCASTLE NEWMEDICA LTD,0,11,98.95377356330344,moving
C_130,Ophthalmology,500,ACG40,NEWMEDICA - WAKEFIELD,0,2,89.82746079976599,moving
C_130,Ophthalmology,500,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,7,0,65.7050278986019,moving
C_130,Ophthalmology,500,B9M3W,SPAMEDICA SOUTHAMPTON,1,0,84.46223352558036,moving
C_130,Ophthalmology,500,NPG11,SPAMEDICA BIRMINGHAM,0,3,95.79370164457724,moving
C_130,Ophthalmology,500,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,6,0,61.056715305328,moving
C_130,Ophthalmology,500,A4Q9X,NEWMEDICA LEICESTER,0,2,96.45537693294706,moving
C_130,Ophthalmology,500,NVC27,BOSTON WEST HOSPITAL,0,1,86.53050462273829,moving
C_130,Ophthalmology,500,RJN,EAST CHESHIRE NHS TRUST,4,0,72.33605570738864,moving
C_130,Ophthalmology,500,P5Y6K,NEWMEDICA - SHREWSBURY,0,2,98.08182096187687,moving
C_130,Ophthalmology,500,NX501,ANGLIA COMMUNITY EYE SERVICE LTD,0,1,89.83721388418336,moving
C_130,Ophthalmology,500,NPG08,SPAMEDICA BOLTON,0,6,98.17285978956349,moving
C_130,Ophthalmology,500,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),0,5,95.42731680384976,moving
C_130,Ophthalmology,500,RBK,WALSALL HEALTHCARE NHS TRUST,0,3,85.41087404918633,moving
C_130,Ophthalmology,500,G6S7A,SPAMEDICA TAUNTON,0,1,94.647530070729,moving
C_130,Ophthalmology,500,DPK,THE STONEYGATE EYE HOSPITAL,0,3,93.61966001514928,moving
C_130,Ophthalmology,500,NPG20,SPAMEDICA WOLVERHAMPTON,0,1,95.9757854315975,moving
C_130,Ophthalmology,500,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,4,0,64.59502405108579,moving
C_130,Ophthalmology,500,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4,0,61.9351556729958,moving
C_130,Ophthalmology,500,O1P6X,SPAMEDICA OLDHAM,0,1,96.66339776157672,moving
C_130,Ophthalmology,500,E1U4T,SPAMEDICA CARLISLE,0,2,97.81970145215793,moving
C_130,Ophthalmology,500,B9J4U,SPAMEDICA PETERBOROUGH,0,1,96.38367948145421,moving
C_130,Ophthalmology,500,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,3,0,63.6973922963815,moving
C_130,Ophthalmology,500,R1F,ISLE OF WIGHT NHS TRUST,3,0,63.001968908978704,moving
C_130,Ophthalmology,500,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,3,0,60.897626768101425,moving
C_130,Ophthalmology,500,NNH03,OPTEGRA (SURREY EYE HOSPITAL),0,3,99.95501574448944,moving
C_130,Ophthalmology,500,NNH06,OPTEGRA (SOLENT EYE HOSPITAL),0,3,99.80815347721823,moving
C_130,Ophthalmology,500,D9E5L,OPTEGRA EYE HOSPITAL BRIGHTON,0,3,99.86036757930248,moving
C_130,Ophthalmology,500,NNH04,OPTEGRA (MANCHESTER EYE HOSPITAL),0,3,97.43659016778844,moving
C_130,Ophthalmology,500,NNH05,OPTEGRA (BIRMINGHAM EYE HOSPITAL),0,3,96.00670440304134,moving
C_130,Ophthalmology,500,NNH07,OPTEGRA LONDON EYE HOSPITAL,0,1,94.12487767123726,moving
C_130,Ophthalmology,500,Z9Z1G,SPAMEDICA GATESHEAD,0,2,98.12195148954162,moving
C_130,Ophthalmology,500,I7Q4A,OPTEGRA EYE HOSPITAL WEST LONDON,0,1,91.71604944281107,moving
C_130,Ophthalmology,500,RA2,ROYAL SURREY NHS FOUNDATION TRUST,2,0,66.47046667019283,moving
C_130,Ophthalmology,500,H4Y7F,SPAMEDICA DORCHESTER,0,1,97.0746329047065,moving
C_130,Ophthalmology,500,A1S9E,OPTEGRA EYE HOSPITAL YORK,0,2,96.99898981258578,moving
C_130,Ophthalmology,500,NPG23,SPAMEDICA DERBY,0,2,96.98302494569977,moving
C_130,Ophthalmology,500,NPG18,SPAMEDICA HULL,0,1,98.5770904781548,moving
C_130,Ophthalmology,500,Q1W6P,SPAMEDICA WATFORD,0,1,95.80082515178731,moving
C_130,Ophthalmology,500,G3O5P,SPAMEDICA NEWARK,0,1,96.80871207017758,moving
C_120,"Ear, Nose and Throat",500,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17,0,39.6893750571596,moving
C_120,"Ear, Nose and Throat",500,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,23,0,30.89790152756862,moving
C_120,"Ear, Nose and Throat",500,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,10,0,43.50119371805848,moving
C_120,"Ear, Nose and Throat",500,RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,1,0,55.53316819697263,moving
C_120,"Ear, Nose and Throat",500,R1F,ISLE OF WIGHT NHS TRUST,8,0,44.79465809233753,moving
C_120,"Ear, Nose and Throat",500,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,21,0,38.99932018006536,moving
C_120,"Ear, Nose and Throat",500,RMC,BOLTON NHS FOUNDATION TRUST,9,0,45.02616240067642,moving
C_120,"Ear, Nose and Throat",500,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15,0,40.972596068074886,moving
C_120,"Ear, Nose and Throat",500,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,11,0,42.0441433356477,moving
C_120,"Ear, Nose and Throat",500,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9,0,43.87207921559207,moving
C_120,"Ear, Nose and Throat",500,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,22,0,39.56159486860115,moving
C_120,"Ear, Nose and Throat",500,RPA,MEDWAY NHS FOUNDATION TRUST,18,4,43.97736539167553,moving
C_120,"Ear, Nose and Throat",500,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,13,0,41.50851005678503,moving
C_120,"Ear, Nose and Throat",500,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,0,8,95.21225209654189,moving
C_120,"Ear, Nose and Throat",500,NNE,DORKING HEALTHCARE LIMITED (DHC),0,24,86.41600112756625,moving
C_120,"Ear, Nose and Throat",500,NT337,SPIRE LIVERPOOL HOSPITAL,0,14,95.0255388539426,moving
C_120,"Ear, Nose and Throat",500,NEY,PIONEER HEALTHCARE LIMITED,0,2,52.07336684166544,moving
C_120,"Ear, Nose and Throat",500,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,0,29,78.64548563821526,moving
C_120,"Ear, Nose and Throat",500,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,0,5,66.15001914917936,moving
C_120,"Ear, Nose and Throat",500,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,5,61.6716286138144,moving
C_120,"Ear, Nose and Throat",500,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0,12,70.27285212441039,moving
C_120,"Ear, Nose and Throat",500,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,0,29,77.87228453711404,moving
C_120,"Ear, Nose and Throat",500,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1,10,64.4526802436208,moving
C_120,"Ear, Nose and Throat",500,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0,7,67.17744164298233,moving
C_120,"Ear, Nose and Throat",500,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,0,19,73.55126735492613,moving
C_120,"Ear, Nose and Throat",500,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,0,29,74.35727139586798,moving
C_120,"Ear, Nose and Throat",500,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,3,0,56.650043170171166,moving
C_120,"Ear, Nose and Throat",500,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,7,0,48.54238762583745,moving
C_120,"Ear, Nose and Throat",500,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,16,0,43.56685808157596,moving
C_120,"Ear, Nose and Throat",500,DXV,OMNES HEALTHCARE LTD,0,22,77.76701329558335,moving
C_120,"Ear, Nose and Throat",500,NVC18,SPRINGFIELD HOSPITAL,0,14,70.15061066424579,moving
C_120,"Ear, Nose and Throat",500,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1,2,57.49985790650575,moving
