specialty_code,specialty,floor,material_flagged_provider_specialties,balanced_n_baseline,balanced_n_excluding_material_flags,icc_baseline,icc_excluding_material_flags,split_half_baseline,split_half_excluding_material_flags
C_301,Gastroenterology,500,18,110,105,0.7266487086361663,0.7519111052180609,0.7359240808782093,0.76811113414887
C_301,Gastroenterology,1000,18,92,88,0.7508813166772197,0.7572066922894422,0.7552209361466024,0.7589200803071396
C_130,Ophthalmology,500,30,110,110,0.7763734510785327,0.7763734510785327,0.7127245677704394,0.7127245677704394
C_130,Ophthalmology,1000,30,103,103,0.7083410364903883,0.7083410364903883,0.6519351579317314,0.6519351579317314
C_120,"Ear, Nose and Throat",500,13,114,109,0.7057061378639866,0.708088517377606,0.7260970818735952,0.7295616717635067
C_120,"Ear, Nose and Throat",1000,13,108,105,0.6862741383603458,0.6810033165518836,0.7121857345641963,0.7035662450756791
C_110,Trauma and Orthopaedics,500,33,191,185,0.8324061837205498,0.8278334476322894,0.8591657481399834,0.8583658693756872
C_110,Trauma and Orthopaedics,1000,33,150,145,0.8198028563695752,0.8208214863319614,0.827053646828748,0.8245866792631081
